22823
AAAABBABABBBBBA BAAABAA
BAAAABABBBBB BBAABBAAABBAAABAAAAABABAAAA
ABBAABBBBAA ABBABBAB
BAABBABBBA AAAAAAAAABABBBBABBABAA
BBABBAA AABAABABBBAAABA
BAABABAABABBB BBAAAAABABAABBBBA
BBBAAABB A
BBBBBBAA BBAAABAAAABBABB
BABBABAAABAAABABBBAABAAABAAABABAAABBAB BB
AABAB AA
BBABBAABBBBB BAAAAABAABA
BABBAAABABB BABBBBAABBAABAABABABB
BBBABB BAAABABAABBBBBBBB
BABBAAA AAABBABB
BAABB ABBBBAAABAABBBBBBABAA
ABAA ABBBBBBBABAABAB
BBBAAABBAB AABBAABB
BBBABAABAABBAA AABBBAAA
BB AABBBBAAAA
ABAAB ABABA
ABAAAAABBBABBB AAABBA
AAA BBA
BAABBAABAAABBBBAAABAAAAABBABBABBBAABBABBAB AAAAAABBABBBBABBA
$ ABBABABBBABBBABBB
BB ABAAB
BA $
ABABABAAAAAABAAB AABBABAABAABABABAAAABAAABAB
AABBBABBABB $
BBBABBBBAA ABBBABBABA
AAA BAAABAAABAAA
AAAABBBBBBABAAABBBABBBB BA
AABBAAABBBB BBABBABABBBABAAABBBAAAB
BAA ABAABBAABAAAAABBB
BBBBBBAB AABBABAABBAB
ABABAAAAA AABBBABBBAABAAABBBABAAAB
$ BBABBAAABBABBBBAAABBABBABABABA
ABBBAAB BAA
AAA ABBBBBBBBBABB
ABABBAABBBBABAAB BAAA
BAABA BABBAABBAAAABBBABABAAAABBBB
AAB BAAAABAAAABBAAABBBABBBBAAAAA
AABABAA AAABA
BBABBAABABBABBABBABBAAAA AABABABBBABA
BAABBB ABBAAAAAA
BABBABABAAABBAABAABA BBBBABAAAAAABABABB
BABA AABAABAABAABABBBBB
BBAAAAAAB BBABBAAB
AAABAAABABAA A
AAABABAABBBAA ABBA
ABAA BBBBB
AABBBABAAABBABBBBBAABBBAAAAAABABBAABBBB BAABAB
BABBABBA BBABBAAAB
BBBAAA AAABAA
BBABBAABABBABBABBABBAAA AABABABBBAB
AB ABBAAA
AAABAABAA BBABBAA
BAA AABAB
ABBBBAABAABBBA B
BAAAABAABBBAABB BBBBBA
ABAABAB BABAABBABBABBAABAABBABB
AB ABBAAA
BBBAABBBBBABBBBBAABBBB BBBABB
BBBBBA ABABBAAB
BAAAAABAAAAABAA BBABABAA
AB ABABBA
AAAABAAAAB AAABBBBBBA
ABBABBABAA BA
AABBBBAABAABBBA AA
AAAABBBBBBABAAABBBAB ABBABBBAAAAAABBBBAA
BABABBABBABBBABBABAA ABABBBAAABBABAAAAAA
ABBBBAAA AB
$ A
BBBABABBBBBBBBBBAB BBAABBBBBABAAB
AAABBBAAAABAA ABBAA
AABAAABABBBBBA AABABAA
AABBA BAAAAAABBAAABBB
BAAABBABAAAB BAABAB
BBBABAABAABBAA AABBBAAA
ABB AAABAB
A BAAABBA
AAAABBBBB BBBBBAABABAAB
AAAABBBBAABAAAAABBBAABBABBBA ABBAABB
ABABBABB BA
BBAAAB AABABABBAA
$ ABAA
AAABBA ABABB
AABABABA ABBABBABAB
BBBAAABBABABBBB BBBABAAB
ABAAABBAAABBBAAABBABBBAABA BAABABAABAB
BBABBAAABBABBBBAAABBABBABABABAAB AB
AABBBABBABB A
BBABBAABB AABAABABBBAAABABB
$ AABBABAABBABA
BA AABBBAABA
AB AABBABABBAAABAAABB
ABBB ABBBBBBBBBABBA
A BB
AAB AAABABAABAAAAABBAAABBB
AAABAAAAABA AAABAABBBAABAB
BAABABAABABB ABAAABBAAABBBAAABBABBBAABAB
ABB ABBBBBBBABAABAAAB
BBABABAAAABAAAA BAABBAABBBBA
BAABBABBB $
BABABAABBBBBABAABABAABAAABABBAABBB BAAB
ABBBBAAABAAABABABABABBAA AAABABAABBABBBB
BBBAABAB ABABBABBBB
AAAABBABBBBAABA BBABBAAA
BBBABBABAABAAAABABABAAB ABABBAB
ABBAAABAA BBBABBBABBAABBAB
AAA AABAAB
BABA B
ABB AAAB
ABBBBABB ABAB
ABBBABAA BABBAAABABBBAABA
BBBBAB BBBABBBBABAABBAABBABBABAAA
ABAABABBBB ABBAB
BBBBABABBBABBA ABBAB
BAAAABAAABABB BBBBBAB
AAABBAABA A
AAB AAABABAABAAAAABBAAABBB
BAAABABAABBBBABBAAABABBBB BAABBAB
AABBB BAABAABBB
A BB
BABBB BAAABAA
BABBAABABBAAA ABB
BBAA AAAABABBBBABBBABBABBAAAA
ABBBAAAABAABAAABBA ABBB
BBABABAAAABAAAB AB
ABBBBBBBAAABAAAAAABAABB AAABBBA
ABA ABABABAAB
BAAABBA A
$ AAAB
ABAAABABAAABABAAAA BAABB
AABBABABABABAAB BBBABBAB
$ BA
AAABBAABAAAABAABBBBAAAABABBBBABABBAABBBAB AAABABBBBBBAABA
BBBBABBAA BBBAABBBAABAA
BBBBBBABAA AAAAABAAAA
$ BABBAAAABBAABAABBBAAAABBBBAAABBBBBAB
BBBBB BABBBABB
BABBBABAABB ABABAAAAABBABBBABBB
BA BBBBBABBBBAAAABB
$ AABAAAABBAABABA
BBBBABBABA AAAAAABA
BBBAABAB AABBBBAA
ABA AAAAABABBAB
AABABB AABBBBA
AAABBBAABAABBABBBBABBBAB ABBAAAA
BAA AAAB
BBAABABABBBBBBAA ABAABAB
AABBBABAAAABABAABBBABAAB BBAA
BABAA AAAABAB
BAAAAB BAAAAAAABBAABAAABAAAABBBBAABBB
BAB AA
BAABABAAAABBBABAABBAABBA BBBAAAABABABAAAAAAAAA
AABBABAABBA BBBBBBA
BAABBAA AABABAABABBBBABABBABBB
BBBBAABA ABBA
AAABAAAAABABAB ABBAABABABA
BBA AABBABAAAAAA
BBAAABABA AABAA
AABBBBAABAABBB AB
BAAAAB BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBBAAAAB
AAAABBBBBBAA AABBAAAAAAABB
ABBABBBBBBABBAB BABABBBAABBAABAAAABBAAA
BBAAAABBBBAA BBBAAABBBB
AAB BAAABBAAB
ABA AAABBBBBABAAAABBABAB
BBABAAA AAABBA
AABABBAABBAAABBBAA ABBAABBBABBAB
AABAA BAAAAAAABBAABAAABAAAABBBBAA
BAAB ABBBBAABAABBABBABABAAA
BBBBAB BBBABABA
AAAAABBAAAABBABBAABBAAAABBAABBBABBAA AABBBB
AAABAB $
$ AAAA
ABBBA BBBBAB
AAAABABABAABBBB AAABBABABBAABAABAABBBABAAABAAABAAABABBABABBBBA
ABAB BAA
BBBBBBAAB BAAAB
AAA A
ABBBBA ABAAB
ABBABABBABBBBA BB
BBBAAAA BAAAAAABABB
ABABBBBBABAAAABA BABBBAB
ABAAAAABABBAAABBBA ABBABBBBBABBBABABBABBABBBAAAA
AABB AABBABBA
ABBBBABAABAA AABABA
AABAAAABBAABABAAA BB
ABA $
BAAAAABBB ABBBBA
AABABBABBBAAAABAA AAABAB
$ AAABABBAA
BAAABA BAAAAABAAAAABA
$ AA
AAAA ABABABAAB
BABAA BABBBBBBBBBBABAAABBBAB
BBBABBBBABAABBAABBABBABAAAA BBBBABA
BBABBABBBABBBBABBBBA AAAAAAB
BABBBABBAAAAAAAAABBB BBBAABABAAAB
AB BBABBBBBBAA
AABBAAABBAABAAAB AABBBABABAABABAABBAAABBAAAABAAABABABABABABABAA
BBBAABAAB AAAA
BABBBA BBABBB
AAAABA AAABBABAAABAABAAAAAA
AABBABABABABAA BBBABBA
BABBAABBABBA BAAA
ABBABAAA ABBBB
AABBABBBABBB BBB
A AA
BAABBBBAAABBBAAAABB BBBABABBBBBBBBBBABB
ABBBBBAABBBAAAAABAAB AAAAAB
BAABBBABA AB
BBBBBABBBAAB AABBBABBBB
BAAABB ABABBAABBBBABAABBB
BBB AAABBBAABAABBABBBB
BBBABAABAA AABA
AABBBABBABB $
ABBAABABABAB AAABAAAAABABABB
BAAABAAABAAAB AAAB
BB ABABBBBBABAAAABA
AABBBBBABBBAAAABBBBA ABBAB
BBABAABABBBBAABABBBA ABBBBBBABAABBABBABABABAAAAAAAABAABABAA
BBBBAABAAABABA AABABAABABABB
A $
BAAABBABABBBBBABABBAABAA AA
AABBBABBBAABAAABBBABAAABABB BAAABBAAABBBABAAABAAABABA
ABAAAB AABBBABABAABABBABAA
ABAAAB BBABBAAAABBBBAABAABAABABAABABBABBAA
AABBBBBBA AABBABBAABBBAA
ABBBBBAABBBAAAAABAAB AAAAAB
AAABBAA BAAAAAAABABAABABB
BABAA AAAABAB
BAAABBBAAB BAAA
BAABBB BABABBBBBBA
BBAAAAABABAABBBBA BAABABAABABBB
AA AAAABABABAABABABABAA
BABA BBBBB
ABA AAABBAAAAAABBABABA
ABABBBBAAABBBAB $
A AABB
AAABBBAABAABBABBB BB
A BBABAAABABABBBB
AABBBBBBABAAB BAABAABBABAABAABAAAB
ABBBBBBBABAABAAA ABBABAAAAAAA
BA AABBBABAAABBABBBBBAABBBAAAAAABABBAABBBBAAABB
ABBBABAABAAA ABBAA
ABBBBAAAAAABABAAABAABBBAABAAB ABBB
AABAABAABAAB AA
BBAAA $
AB BABBAAABABABB
BB AAABBBA
B AAABBABABBBAAA
ABBA $
BABA BBABABAAABBBBA
A BAABA
BBAAAA BBABB
BABBBABBBBA BBBABAAA
BBBBABBABAABABBBBBAAABAA BBABAAAABBBBB
$ BBBBBBAAAABABBBBBBBAA
ABABABAAAAAABAAB ABAAAAAABAA
AB BBAAAAB
ABBA ABBBABAABAA
BAAAAAAAAA BBBABABBBAB
ABBBBAAAAAABABAAABAABBBAABA $
BBBB ABA
AABBBBAB BBBAAAABAA
AABBBB BAAAAABA
AABABB BAAB
ABBABABBA BBAABBAB
ABBBBAABAABBBABBAA BBAA
A BABAABBBAABAAAA
AABAABBAABAAABBAB AAAAAB
BABBBBBA BAABABAA
ABBAAA AA
AAAABAAABBABAA ABBBBABBA
AABBBBBABBBAAAABBBBABB ABAABBA
ABABAABA AAABB
BBABBA ABABAAB
BBABAB ABAAAAAB
BAAB BAABBBABAAABBAA
ABABAABABAAAAABA $
BABA BAAAABBABAABAA
BBBABAAB A
ABAAA AAAAABBAA
AABBA BAAAAAABBAAABBB
AABBBBBABBBAAAABBBBA ABBAB
AA BAABABBBABAAB
AABBBABBABAAABBBBAAB ABB
ABBAABABABAA BABBBAA
BBAABAAAABBA AABBBA
BABAA BABBBBBBBBBBABAAABBBAB
BBBAABAAABB ABBBBABBBBBBBBAAB
AABBBAAAA BBBABAABAABBAAA
AAABAAABAABAAAABA AAB
ABABBABBAB AAAB
BBB AABBBA
AAAAB ABBABABBAAAAABBBBAABBAB
BBBABABBBBBBBBBB BBAABBBBBABA
AAABBAABAAAABAABBBBAAAABABBBBABABBAABBBABA BAAAAABABAA
AABBABBBB AABAABABBBAA
BAAABAAA AAAABBABABBBBBAA
AAAABBBBAAAABBAABBB AAB
B BABA
ABABBAABABABABBBBBB AAAABBAA
BABBBAA BBBAA
BABAABA A
ABBAAAA BABBABAAABAAABABBBAABAAABAAABABAAABBABAAABB
AB ABBBBAABBAAABAB
BA BBAAAABBBBAB
BBBAAABABBAB BBBBBBAAB
AA BABBAABBBBBA
$ BABAAB
ABBBBABAABAA AABABA
ABABAABBABAAAABB $
AABBAABAB BBBABBBBBAABAABBAAABBBAB
ABAA AAABBBBBABAAAABBABABA
ABBBAB BBBAABABBAAAAABBBAAABAA
ABBBAAAABAABAAABBA $
ABBAAABAAABABB ABBAAAAABABAAAABBABABABBBBABAABAABA
ABBBABBBAAABBAAAABABABBBAAA BAAAABAAAAAAABAAAAABABABBAAABA
BBABBAAABBABBBBAAABBABBABABABAA BAAAAAABBABBAA
BBBABAABA AAB
$ AAAAAAABBBBBABBAB
ABA AAABBABBABAAAAABAABAAABABA
AA AABBBAABA
BABAAA BABBBBBBBBBBABAAABBBABA
ABBABABBAAAAABBBBAABBA AAAA
BBABBAABABBABBABBABBAAAA AABABABBBABA
BB BAABBAABBAABAAAAAB
BBABABBABAAA ABBBAB
BBBBAB BABAAABBABABA
ABAA AAABBABBABAAAAABAABAAABABAA
BBBAABBAAB BABAABAAABABABBA
AAABAAA BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBBAAAABABB
BBAAAAABABB AAABA
A AA
BAA BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBBAA
ABBABBBBBBABBABA BABABBBAABBAABAAAABBAAAA
BBBABABBBBBBBBBB ABAAAABABAAABBAABABA
ABAABBABBBAAA BBABBBABBBBBAAAAAA
$ AAABAAABA
BBABABAAABBBB BAB
BABBBBBBBABBBBABBBBAABBBBAAABBAABBBAAABBAABBAABBA AABBABBBBABA
A $
BAAAAAAABBAABAAABAAAABBBBA AABA
B AABAAAAA
BABBBAABBAAAAAAABAAB $
BB A
BAA BBAABABABBBBBBAAABABA
ABABABBBBABAABBAABBABABA ABBBABAAABAAA
BBABAAABABABBBBABAA AB
BAAAAAABBBBABAABABBBABB AABBBBAABAABABBBAABAABABAAAB
AABBAAABAAABAA BABBABBBAAB
BABBBBBBBBBBABAAABBBABAABB BAAAAAAAA
BAA A
BBAAAA ABAABABBA
BBBABBAABAAABBBBABA BAABAB
BBABAAABABABBBB A
BBBBAA ABBBABAAAABAABBABABBB
BAAA AABBBAABAAA
BABAB ABABBBBBBBABBAABAA
BABBAA $
AAAABBB AAABBAABAAAABAABBBBAAAABABBBBABABBAABBBABA
AABAABABBBAAB ABAAA
BB AABABBABBABABABABBBAABABAAA
$ AABBBAABAA
AABAAA $
AAAAAAAAA AABBAAAABBA
AABAAABAA AABBA
AABBAABABBA BBBBAAAAABABAABAABBBAA
ABBABAAA ABBBB
BAAAAABAAABBAAA ABAAABAAB
AAAAAABBBA AAAAABBBA
BABBBBABABAAAB AAB
AAABAABBBABAAABAABAAAAAAAAAAABAAAAAAAAAAABAAABAAAAAAAAAAABAAA BAABB
AAAA BABAABBABBABBAABAABBABBABAA
BBBAAAABABABAAAAAAAAABABA BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBBAAAABABBAAB
ABAABBABBB AAA
AA AABBBABBABAAABBBBAABAAA
BAAB AAB
ABA AABABB
BAAAAAAAAAAAAABBABAAABBBBAABBBBBBBBBBABBABBBAABBBAB $
BA BBBABAABAABA
BAA BBABA
AAAABAB ABAABBAABBAA
BAAAABAB BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBBAAAABAB
ABAABAAABBAABB BABAAAABBBA
ABBABABBAAAAABBBBA BBB
ABABAABBBA BABBABBBABABBBBAAAABBAABB
BAAABB ABABBBBBABAAAABAA
BABAABABBABBBA BBBBBABABA
BA BABBBBBBBBBBABAAABBBABAABB
BAAAABABAAAAB ABABABABABBBABAAABABBAAAAAABB
ABA ABAAAAA
A AAA
ABAABAAABBA $
ABAAB BB
BABABAABBBBBABAABABAABAAABABBAABB BAA
AABBAABBABBBAABBAA BBABAABA
ABAB BBABBAAABBA
AA ABBBBAAABBBBBBBBAAABBAAB
AAAB ABB
BBBBABABBBABBA ABBAB
BBB BBABBBABAAABBAABA
BB AABAAB
BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBBAAAABA BAAAABA
ABBAAA AABAABABBAB
BBBBABA BBBABBBBABAABBAABBABBABAAAA
BAA BABBABBBBA
BBABBBAAAABAAABAABABBABAABBABAA BABABABBBABB
BABBBABAABBBBABA ABABBABBA
AABBAAABBAABAAABAA AABBBABABAABABAABBAAABBAAAABAAABABABABABABABAAAA
BBBBAB BBBAABBBAA
$ ABABABBBAABBABBBAAAAAB
BAABBAABBBBAAB BBABABAAAABAAAAAB
BBBBBA BABAA
ABABABAAAAAABA $
BBBABBBBBAABAABBAAABBBA AABBAABA
$ AAAABBAA
$ AA
ABABAAABABABBABABAAAAB AABBBAAAAABBBABABAABAABBBABABBAAAABAABAABAABBAABAAAABBB
BBBABB BAAABABAABBBBBBBB
AABAAAAABAAAAA BAAAAAABABBABBA
AABBBBAB BBBAAAABAA
AB BBBBBBBBABBAABA
ABABAABAAAAAABAABBBBBB ABBAAAABBABBBBBABAAAAAAABB
BABAAAABBABB BABBBBBBBBBBABAAABBBABAABBABB
AAA BAAAAABAABBA
AAAA B
AAABAAABBABAA AAABBAABAAAABAABBBBAAAABABBBBABABBAABBBABABBB
BBBBBBABBBABBBABAAAABAAAA $
A B
AABBB ABBBAAAABAABAAABBA
AAABBAAAAAABBABAB AB
AAB BBAABBAAABBAAABAAAAABABAAAAB
ABAB AA
ABBBABAABAAA ABBAA
AAAB ABBBBAAAA
ABBAAAAABABAAAABBABABABBBBABAABAABABBBA ABBAAABAAABABBBBBA
BBBBBBAAABABAABBB $
AABABAABABA ABBBAABBB
AAAAABB BBAAAAABABAABBABABABBBABABBABAABA
AAABAAABAAA ABA
BAAABABBB ABBBAB
BBAAAAABABBAAAAAABAAAABABB AA
AAAABABAABAABAB ABBABBBBABAABBBBAAABA
AAAABAAAAB AAABBBBBBA
$ AABBABBBB
ABBBAABBBAAAAAAABA BB
BBBBBABBBBAAAA AAA
AAAABBBBBAB ABBBBAAAABBAABBBBAABBBAABA
ABAABBB A
BBBBBABBBBAA A
AABBBBBABBBAAAABBBBAB ABBABB
AABB BBAAAAABA
BA BBBAABABBAAAAABBBAAABA
ABAAAAABB BBBBBB
$ A
AABBBBBAABBA ABAABAABBBBAABABBBBB
AABBBAABABB AB
AB AABBBABBABAAABBBBAA
AAAAABBABABAABBB $
BBAABBAAABBAAABAAAAABABAAAA BAAAABABBBBB
BBABABBABAA BBABABABBBBBA
A $
BBBBABAA ABBAAB
ABBAAAABB AABABBB
AAAABAABBBAAAAABBAAAAABBBABBAABBBBBABBB AAAABBBBBB
A BB
ABABABAAAAAABA AABBABAABAABABABAAAABAAAB
BBBAAABABBA BAAAAAAB
$ BBB
BBBA BBBAABBBBBABBBBBAABB
BBBAAABBABB AABBAABBB
AA ABBBAAAABAABAAABBAAA
AAABBBAABAABBABBBBABBB BBBABBB
BB BABBBBABABAAABAB
BBABABAABA ABBAAABABAAABBABABABABBBBAAABBAABBBB
BABBBBBABBBBABBBBB BBBABAABAA
AAABAAABBABAA AABBBBBABBAABABA
$ BABAAB
ABB AABBBAABBBABAB
BBAAB BBABBAABBAAA
BBBAABBAABB AABAAABAA
BAABBBBBBBAABABABABBABA BBABAABAAABAB
AA A
AAAAABBA ABAA
AABBAAABBBAABA BBBAAABBABB
AAA BABBBBBBAABBBAABAABABBBABABAABBBABA
BAAABBBAA BABAABAAAAAB
AABB ABBBBBAAAB
ABABBAB BABBBABAABBBBA
ABBBABABAAABBABBBBBBAABAB ABABAABBBABABAAA
AB A
BABBBBABABAAABA AABA
AAAAAAA BBABBAAABBABBBBAAABBABBABABABAABBAA
BBBAAAAB BA
BA BBABABBAB
$ AAAAABBAAABBAABAAA
ABBBAAABABBAABBB BABBA
BBBABAB ABABBA
$ ABABBAAAAAAAABBB
BAB AABABAABB
ABABBBBBABAAAAB BBBABA
AAABABABAAA BBABBABAA
BAABABA BAAABBABAAABA
ABBBBBBABAABBABBABABABAAAAAAAABAABABAABB AAABABA
ABB BBBA
BBBAA BBBABBABA
$ BAAAAABBBBAABABABABBBAABBAAA
ABAAA ABABBBBBBAAABAABBBA
A BAAAAABBBBAABABABABBBAABBAAAAA
AABBAAABBAABAAABAA BAAAABABA
BBAA AABABB
AABABAABABAB ABBBAABBBB
BBBABBBBBAABAABBAAABBB AABBAAB
BBAAABABA AABAA
BAAA BABBBABA
AAABA AB
ABBAAABAABBBAAABAA BAAA
AAAABBABABBBBBA BAA
AABBBAAB A
AABAAABA BAAABAAAAAAB
BAAAAABAABBABAA BAABAABBABBBAABBBBABBB
AA B
BAAAAABBBBAABABABABBBAABBAAAAA AA
AAABAB B
AAAABBBB BBABBAABAABBABAA
BABAB ABBBBBABBAAAAABABBA
ABBBBAAAAAABABAAABAABBBAABAA AAAAAAAAB
BB BABB
BBBAAAABBB AABABAAAAA
ABAA ABBBBAAABAABBBBBBABA
B AABBABAAABA
A AABABBB
ABAABAB ABB
AABBBBBABBBAAAABBBBABB ABAABBA
BAAAA ABBBBBAAABABB
BABBAABB BB
A AAA
AABA BBAAABAB
AA BBBBAABBAABABBAAAAABAABAABAAAAAAAAAAABAAAAABA
AAAAAAB AAAAAB
BBABBBAAAABAAABAABABBABAABBABA BB
ABABAAAAABBABBBA BABA
AABBAAABAABAAAABB BBBA
BBBBBBA AABBABAABBA
BBBABBABAABAAAABABABAA ABABBA
ABABBBABAAABBBBBBABBAB BBBABAABAABBAA
BBBAABB A
AAABA AAAA
BBAABABBABBBAAABABBAAAABBAAABAABABBBAABBBBBBABAAABBBAAAA BAAAA
ABBBBABABABBABBBBBBAABBBBAAABBBABBAAAAAAABBABABB AABABAAB
ABBAAABAABBBAAA ABABABBB
BBBAABABBAAAAABBBAAA $
BBABABAABA ABBAAABABAAABBABABABABBBBAAABBAABBBB
BABBAABBABB BAA
BABBAABABBAAAAABAAB BAA
AABABBABABBBABBBA ABAABBBAABBAABABBBABA
AAAABBAAABABBBABAABBBABAA BA
AABBABABBAAABAAAB BBAABBABAAABBB
BAA ABAAABBABBA
BBBBBBA BABBBABABBABAB
ABAAAAABA AAABAAABA
AAABBBAABAABBABBBBA BBABABAAAABBBAAABABBABBAAA
A AAABBAAAAAABBABA
BBBAA ABBA
$ ABAABAAABBA
AABBBBBABAAABBABABB BBABABAB
ABABABBA AAABAA
BBBBABB AAAAA
ABABA ABAAB
AAAAAABBAAAABB AAAB
ABABBABBAB BABBBABAABBBBABAB
AAABABBBAABABBB ABABAAAA
BBBBB AABBABAAB
BBBBBBBAABAAAAABBBAABAA BBABAABABBBBAABABBBABBBB
AAABBAABA A
AABBBABAAAABABAABBBABAA ABBBABB
BABAAAABBABABBAAA AAAAAABBB
ABBABA ABBBAABBBABBABB
ABBAAAABBABBBBBABAAAAAAABB ABABAABAAAAAABAABBBBBB
AB ABBBBAAAAAABABAAABAABBBAABAAB
$ AABABBABBABABABABBBAABABAAA
BBBABABB ABABBAB
ABABAABBABA AAABABAAB
ABAABABA BBAABABABBBBBBAAA
ABAAAAA BBBBAA
BBABBA AAABAABA
BBABA BBABAAABBABBAAABB
AAABABABAA BBABBABA
A BBBBBABBBBAA
ABABBBABAAABBBBBBABBAB BBBABAABAABBAA
AAA $
$ BAAAAABBBBAABABABABBBAABBAAA
BBAABAAA AABAAAABAAAA
BBAABBAABAA ABBBBBA
BBBBBBABABABBBAA BAAABAAA
BBAABBBAABAAAAAB BBBAABAABA
ABAA AAABBABBABAAAAABAABAAABABAA
BBABBBBBBAA AB
AAAAABBAAAABA ABABABBBAABBABAAAABAABA
ABBBAAAABAABABBBBAABB BAAA
BAAAA AAAAAB
BAAAABA ABBBBBBABAAAABABAABBAAABBB
AABABAABABA ABBBAABBB
ABBBBAAAABBAABBBBAABBBAA B
ABBABABBBBAAABB AAAAAA
$ A
BAABAABBABAABAABA AABBBBBBAB
AAAAABABAABBB BAAAABBBBA
BBBAABAAAB ABBBBABBBBBBBBAA
BBABAABABBBBAABABBBABB BBAABABABBBAAAAABAAAB
AAB AAABAAABAABAAAABA
ABABAAAAABBABBBA BABA
ABAB AAABABA
AAAABBBB AAAB
ABBABBAAAABABBBBAAABAAABBBAABBBAABA $
AABBAABABB BBBABBBBBAABAABBAAABBBABB
AABBAABBBABABAAAABBBABAAABB BBA
BBAAABAAABABABBBB BBBABAABBBBAAAAB
BBBBABB AABBBAAAABAA
BBBAAABBABB AABBAABBB
B AAAB
A BABBBBAABB
BA AABBABABBBABABAB
AAAAA ABBBBBAABBBAAAAABAA
ABBAAABAABBBAAABAA ABBBABA
AAABBAAAAAABBABAB AB
ABBABABBAAAAABBBBA BBB
ABA BAAABB
AABBBABB BBABABAAAABAAAAAB
AAAABBBA AAAAAABBB
AABAB BABBBBABAA
AAAABAAB BBBAABBBBABABAABAABBAAA
BBABABBAB BA
A AA
BAAAAABBBBAABABABABBBAABBAAAA A
BBAB BBBAABBAABBA
BBBBABB AAAAA
B BAAA
$ BABBBBBAAB
ABBBAB AAAAABBABABAABBBBBBB
BBBABBBBBAABAABBAAABBBA AABBAABA
AAAAAB AAAAAAB
ABAABBB A
AABB AABBABBA
BAABAA AAA
AAAAAABBB BBBBBABABB
BBBBBBABA AAAAABAAA
BABBBA BAAAABA
$ BAAABBABBBBBABAAABABAB
A $
BBABBAABABBABAABABAABA BABBABBBBAA
ABBA ABBBAABBBAAAAAAA
AABAABBAABAAABBA AAAAA
ABBBBBBBABAA AABBABAAAAAA
AABABABAA AAAAAABBBA
BBABBABABAAABBAABABBA B
$ ABBBBAABBAAAB
AABABA BBBAAAABB
AAAABBBABBBAA AA
ABAAAAA BBBBAA
BAAB BA
$ ABAAAA
AAAABBAABBB ABBAABA
BBBBBA ABBA
AABBBB AAAAABBAAAABBABBAABBAAAABBAABBBABBAA
BBBAABABA BBBBAB
AABBABABBBABABABBAB BA
BABA BBABABAAABBBBA
AAB BA
BABBAAABABBB BAABABABBABAA
BAAAAABBBBAABABABABBBAABBAAAA A
BBBBBBBABABABBBAA AABBBBBA
BAAABABAABBBBABBAAABABBB BAABBA
BAAABA AA
BABBBBAA BABBBBBAABB
BBAAAAA BBABBA
AA BBABAAABABABBBBABA
B BBBB
BABBAB BBB
BBB A
AAAA A
ABBBAABBBBBABBABABBBABBBBA ABAA
BBBBBBAAABBAABAA A
BBAABABBBAAABAABBAA ABAABB
ABBBAAAB A
ABBBABAAAABAABBABABBBB B
BAABA AABBBABAAABBABBBBBAABBBAAAAAABABBAABBB
AABAAAAABAAAAAAB BBBBABBBBBABBAB
BAABABBBABB AA
BBBBAABABBBAAA BAABABABAAAABBBAAB
BBAAABAA A
BBBABBBBBAABAABBAAABBBABB ABAABABBA
ABBABBABAABAAAAA BABBAAAAAABBBABBBA
AAAABBA ABBA
ABABBA ABBABBABBBBBAABBBBABABBBAABABABA
AABAABABBAB AAABBABA
ABAAABBAAABBBAAABBABBBAABABBAA BAABABAABABBBAA
BAABAABBBAB ABABABABBBAA
$ AABBBABBABB
AAAAAAA BBBBBABAABAAAAABABABB
AABBABBABABBBBBAABAABAAAABBABBBBB $
AB BABAA
BAABBBBABABBA BBAABBBBBABAABB
AAAAAA $
ABBBABAAAABAABBABABBBB B
AAABAAAAABABABB ABBAABABABAB
BBBABBBBABAABBAABBABBABAAAAB BBBBABAB
AABBABBBB ABABBABBAAABA
A AAABABBBAAAABBBBBABABBAABABB
ABA ABBABBAABB
AABABBAABABBBABBBBBBBBABBBBAB BABBABBBBAA
BBABBAABABBABBABBABBAAAAA AAAABBBABB
AABAABABBAB ABBAAA
BBABBAAB BBABBA
ABABABABBB BBABAABBABA
BBABBABABAAABBAABABB BBAAAB
BABBABBABBABAAABBBBABABAAAAAAABBABBABBBABAABAB BAAAA
$ A
ABBABBBBBABBBABABBABBABBBAAA ABAAAAABABBAAABBB
ABBABBBBBBABBAB BABABBBAABBAABAAAABBAAA
BAA BBAABBAABAAA
BAABABABAAAABBBAAB BBBBAABABBBAAA
BBABBABBBBBABABBBBAABABA $
ABA ABBAAAA
AAABBBBBABAAAABBABABABBA $
BBABBAA AAAABBABBBBAAB
B BAAAA
BBABBABABAAABBAABAB BBAAA
BB BABB
BBAAB ABABABBBBABAABBAABBA
ABABAAABBBABAABBBAABABBAABBBB ABBBBABAABA
$ BA
ABBBBAAAAAABABAAABAABBBAABA $
BBAABBBBBAAABBABBAAABABA AABBAABABBA
ABABAABAAAAAABAABBBB ABBAAAABBABBBBBABAAAAAAA
ABAAB ABBBBAABAABBBABB
BBBBBBAB AAAAABAA
BBAABAAAA AABAAAABAAAAA
A BABABAABABAABA
BABBAABBAAAABBBABABAAAABBBB BAABA
BBBBBBAB AABBABAABBAB
