28044
DXAU` XPCm
MmYZgm^]_OON`ON`OB]lnWBJFgeKeHeKeHeHeHeKeKeQReHe UCJFge
\f`aV PVPrW
i^ i
cFhd FDImU`dE
KQnokTdP akchTdP
eEPTSKmaYqcENcE[l fM\XSW
ameTrScm^]UfVrb Z\b
Nopa ]Mchc
kTADhAjllT`U` [DZNcMSPm
echTd[TdPcR MmTaU`ammmU`amaIOc
iI\lnXcU`qSmd Qe
]Vp\PPLSLqBMRQj [qBZZSBQIZ\paYK
f`alCmanBU`aU`a^] klB\FV
iIOc ecE[ZIn
kTADhAjllT`U` [DZNcMSPm
V rV`maYjJ
SU KU`La[FV
M ]j
L ZLBUrYE
fPVGeqcG ZTPZPSWTrYcNcG
rcXeQIMJch akchTdP
akch KQnok
LAAHf LAj
ahdBF^U`K WoKQD\X\TaQDSmLam
inXAU`QVM\cmQnYmaU`QcmmU`d gaIJT^]lOTGZ
jZY\\cU` ZeQh
rcVMYC cTp`
WoecP j[jqqjAZC_B]lIidEPl
ZSXmQVMD]jrV`Qeji_ kldj_eme
kcY]]]MM]M] rcU`aQ[PZcWY
ecEIcGPlTRalhmL KmU`QcalCmU`QXemU`dhL
[kcPa ZLh
ZLEeB\FVOr rV`U`kcanWUTFVOrrrBBBB
cUPTPVMYK SWUigm
ecE[ gpp
D ZZho`ag^]UVLBTS
UCJFg MmYZgm^]_OON`ON`OB]lnWBJFgeKeHeKeHeHeHeKeKeQReH
j[jqqjAZC_B]lIidEPlU KQfYjeU
KaIlEWLEAL_M DXcaIJ_
ZAgaYcS KQDpmQI
r^KXeamA iYK_flTGIiV\\caVhAQ
KB ZZ
]McYM] WYAgQgeqcYWMM
DB `
rCJ fPVIMbJ
WE[lUCoqfPVMbYcUJf imeT\
L[aaa \M\m^cU`qYNKaa
kTAZRQ[`Ym ZSD\AU`LabYcKQ[rc`ErT
ZLBUrYE L
MmpQ^ [hB
cTC rcV`mU`QaXg
MWTld $
ZgQURmQLhDFjlmJLI\_N` fM\c^]_O
kTdPTNdPchTdPlB cBYXCU`mnoiVTKZ^UC
KQnokT akchT
fMTqmP PmLPMPP
KFS rV`maYjJ
fn`^SQLd [
ecE[chTN gc
cUr`EpVPCTGUg klTeU`qbXg
cUC fGRkPEYESBm^]_OOflpVMjaaIAScB
ameTrScm^]UfVr Z\
`JX^kaTRjQ PAU`aQ
rJkC^YK_B]_N ZeQejXBCm^]_N
fP`mU`LMb\FVO Dij\lYjXjAj_N`OB]llem^]lVCQn\FVOB
rC fPVIMb
[AK ZgU`QmLam
XRQRFVOGrmd[rYER]ll\SMmp rrW^dBUc
KaINiSFRkPnniWj [EA[CYXL
ZgQURmQLhDFjlmJLI\_N` K^]_OON`
fP`^LEi_d iROcb
[kcPa fMTQXgU`aU`QAmQIc
mAj obj
cRXRBPlEWr\VPTFVOrBrBrBr PAU`LaYW\FVO
f`aVCU`LaePPPP WXCalef
m[aaa NaaaV
PmQmq[F Km[mUa[G
WXCalefPP [LIJhBYmLaeP
[hd eKhid
cB^TMmP PmLPM
PAal ZLCmaVe
bjfaaaaaa \M\m^cU`qYNK
kcY]]]MM]M] rcU`aQ[PZcWY
rJkC^YK_B]_N ZeQejXBCm^]_N
Z\[ o^\
ecEIcGPlTRalhmL rPganXmdLLnDDDXAQhL
fPrWCQULEe kch`l
ZSXmQVMD]jrV`Qeji_ kldj_eme
MW UKW
jZY\\cU` ZR^]llrpmaVhmLa\m
ZeQejXBCm^]_N rJkC^YK_B]_N
imJEArXpPRU`a^]llT`manh r^KXeam
WYAgQgeqcYWMMM ecYMM
[jeFKrccQflTGfmcD kcG[cSDD
rJkC^YK_B]_N`O KmmaYK_
LSBjkTdP kTd[
KQejJSIfaU`qYUcXR^]llEWR f`
$ Kame
Wo ginfTj
ieXqj klT^Tg^]lnXmdflhAaI
cdLY DmlB^]KllpcBV`^]_BlY
cFRFnC _
ZZhmqSXSBU`Labo MmYramFh
KTe^]_fVVS PXnnD
FPca ZRmQnoL[aaaaaaaaaaa
nHjOcEPVNc ec
klTWYKm\lVT` [hTCQfIOcS[BUcmQ
Pc^]_OON`O ZSBH]U
rPeU`qpU`dhQc U
cUTFV j\FTV
W DfW
WXp` DWTpHVMp^]lmeUCQFgeQReHKl
KU`dRFnPZlRM^]lN PXSWBJkPpcAmam\ln
WYmL [qjXjeFn^EW\Smq
YA L
kTdPTNdPchTdPlB cBYXCU`mnoiVTKZ^UC
klTeU`qbXg^]_B DDpmmGgFB
fPVIMbJFg rCJFg
Zg^ kTNN
biol^N KamiSP
f`U`dfVRamiLV\Y Di\bo
cNcPU`XhXp`oKU` U
DmlB^]KllpcBV`^]_B cFLhFeK
rrW DiBR]lIEAIKaVhcQhaamihTZ
[qBZZSBQIZ\paYKlY ]Vp\PPLSLqBMRQjlY
]Mchc Nopa
f `rrWeQZcVTEp
DWaT^T\TqpanfJBc[E]lNcSiYK cThVPcmdj
MTlAPVMSc ecPMWmTaP
ZSXmQVMD]jrV`Qeji_ kldj_eme
DWdqjA[P\bJkPpccaI\_fVp K
[BF[E`Er[ cUTF
f`a $
DBQUR^]_B MKTj[SnoV`U`amaZ
]PWXHTF ]lNAZLLl^TYDTaU`qTQmLaYPmQVPTF
Z MTjZe
mh ecSmA
DB `
[Ln PXdrcGPTAim\llS
DWoj_N`Ofnfme cB^TMmPPP
KQUT`^] WZ
ecE nHjOcEPVNcE
BjLq cBo[q
ZeQejXBCm^ rJkC^YK_B
Mj Z
Z MTjZe
kMTd[ kcSk
rPEWgU`QcU`qYMJcGPlBYXZRmmalrSma P`EC
MTM kTd[coTTK^]lIO
Woi DDMpJI\l
ZeQejXBCm^]_ rJkC^YK_B]_
ZTPZPSWTrYcNc fPVGeqc
ZYRFnPEWTMSkHcm^]_fmXBcSfl\ fGRFn`JFnV
WXe ^o
rCJFg fPVIMbJFg
nPT K
n ]lN]
[S KU`qSAmaEVpPgU`dj_fYjA
rrYERmmaYjXjeB^YUeaI ZYjOcGPTAJ]jkTA[qjXj
Pm b[aa
ZLqB\DDXAU` fPcV`mianWFDdhdrm
iIiLYj KQhdnoZnqcG[lTnnWThV`^]lnDSAQLE
ginfTj Wo
cdEihNcE[T ecE[ZInhT
DiBR]lIEAIKaVhcQhaamihTZ rrW
rcAQej DDMpJI\lI
MmpQ^J rCJ
rP^NcPd rCYA^]_oflganhd\llnl^dBd
Z\[ o^\
[BF[E`Er[ cUTF
]j M
\cQZ]llEW^ Z^
Wof`manW WJFnr`pVUW^l
KQejJSIfaU`qYUcXR^]llEW rPgaVCamXjeTZ
W^C ZRmmU
[DZNcMSPmd D
WoDWTh WoDDT]qS
rrW^dBUc XRQRFVOGrmd[rYER]ll\SMmp
cUr`EpVPCTGU klTeU`qbX
PcQj_ NopaS
KQnokT akchT
PXdrcGPTAim\llS [Ln
P`ECa rPEWgU`QcU`qYMJcGPlBYXZRmmalrSmaa
rcU`aQ[PZcWY kcY]]]MM]M]
ZLh [kcPa
f`Z^]KlVHTM Zr
LA[aa FPcaa
iROcb fP`^LEi_d
DW ^X^
BjLqj klBXLE
WYVGhd DMUC
fGhamQ iVTPV`am
klBXLE BjLqj
cdEAejAZ] DmlB^]KllpcBV`^]_B
MJcPTEW^id cd
fPcV`mianWFDdhdrm ZLqB\DDXAU`
cBo[ BjL
$ ZCU`dRFn`
rPEWgU`QcU`qYMJcGPlBYXZRmmalrSmaa P`ECa
mjfaa NaZ
i`EV K^]_B]l
cUr`EpVPCTGUg^ Dh\lV\Ta^
fGRkPEYESBm^]_OOflpVMjaaIASc inW
f`^]lPh\_OOOMO fPcA^]_OOOO
Nopa ]Mchc
f`U`dfVRamiLV\ e
KmUi`d K^]lmiEXjJS
rTFVOBB DfmHVPTFVOrrBrBrrrBBrBBrrr
PcalpPCU`Lap^]_N`ON ]lKf`^]_OOB]_N
BjL cBo[
iDhX Mmb^CmaY
ZT`mU`a jZY\\c
ql WJkrWYfVZZSiBS
ZLEeB\FVOrr rV`U`kcanWUTFVOrrrBBBBr
DTjZ]glCURdejOcPfn PXeQURalYnXCQ
MTqcGP_ kcS]l
fM\c^]_OOO ]lKf`^]_OOB]_N`
cTp` ameTrScm^]UfVrb
[LIJhBYmLa DWoj_N`Ofnfm
WX^d eFPOXV
rJkC^YK_B ZeQejXBCm^
PXSWBJkPpcAmam\ln koUYma^]
PO klTeQU\TQc^]_fnXXL
OmbJkV[W f`^]lnD[F
Kmm^]lI KQhdnoZnqcG[lTnnWThV`^]lnDSAQLE
rrYERmmaYjXjeB^YUeaI WXpcXeaVZR
` DB
ecE[ ecE[ZInh
W^LE\lVhmqDM UKW
ZLBUrYE L
kTd[T LSBjkTdPT
KQnokTdPT akchTdPT
ech encSKmmanf
ZEWhmaaIeUUP ZZ
Pc^ MKTj[SnoV`U`amaZ
cUr`EpVPCTGUg Dh\lV\Ta
fGRFn`JFnV ZYRFnPEWTMSkHcm^]_fmXBcSfl\
MTj] Fp
KTe^]_fVVS PXnnD
[jqhUPL rCJkVPV
klNJcHPB\TFmPIP ZhmdrXRQUCmQrAQhaU`LaePPPPPPPP
Mj ZZhmqSXSBU`Labo
Na NopaSP
fPcV`mianWFDdhdrm ZLqB\DDXAU`
[jq fn`^SQLd
kTA ZSD\AU`LabYcKQ[rc`ErTLa
]jfP`XpcAQeqcY DWBocMTdhaaIOncYM]]RRMM
I^kk PcQhQma^]lV^djqB
rcXeQIMJch akchTdP
iIOcG[G n
i^ Ka
rrYERmmaYjXjeB^YUea SWUigma
WoecPU j[jqqjAZC_B]lIidEPlU
iVCU` f`Xm
DXmQcaIedrIcYgM MJcGPT
Mm\XpPeU`dn^n cqh
ZgQURmQLhDFjlmJLI\_ K^]_OO
WXrTaQIbA YAA
[qjXjeFn^EW\Smq WYmL
V`QZ]lIYJ Z^TgQRkPhXEYECmaYqcSim
qjAZ]_flTGnYmLQa\An [BF[rWhcm^
iVRQP id
iROcb fP`^LEi_d
ecPFfnWY iVZZE`ESWF
ZS encSKmman
pKb ]j
[ K^]lnhA
rCoD j
Zr f`Z^]KlVHTM
ZEWLqj ieXqj
fMYLA rg\
KaIi DJ
f`Xm iVCU`
PA^] rPQjYiEAfSmJ
K cUrYER^]_B]lniBrb^Y
eEPTSKmaYqcENcE[lB cFLhTTPC
SPrYELTRQ fMpaYjA
ZEYErDM ]MRcSLAA
kcY]]]MM]M] rcU`aQ[PZcWY
YA L
WJkCJkT DiB[
mh fMDWobj
fPVGeq S
ecE[ZInh cdEihNcE[
mj mhj
ZLh mc
ZeQejXBCm^]_ rJkC^YK_B]_
PVGI[jqSnoklFj_ Kh]GU_
Dij\lYjXjAj_N`OB]llem^]lVCQn\FVOBrB fP`mU`LMb\FVOrB
fMDWob bm
iROcb cTRaVemQL_d
K^]_OON` ZgQURmQLhDFjlmJLI\_N`
MmTaU`ammmU`amaIOc echTd[TdPcR
ZT`U`dDjcFDTLaSX\bDPP DXmqe
DWoj_N`Ofnfm [LIJhBYmLa
rTFVOBB DfmHVPTFVOrrBrBrrrBBrBBrrr
fM\XSW eEPTSKmaYqcENcE[l
mAj rVGecSbj
ZhAQZ fTO]fDBJ^a
kcGP kM
rCKPP PmLPM
PAalh F^eTMZ\
fPrWCQULEe kch`l
encSKmman ZS
[BF[E`Er[V cUTFV
mh m
DfmHVPTFVOrrBrBrrrBBrBBrrr rTFVOBB
Z\b rcVMYC
KalLLlhXhrY kTA
ZCU`dRFn` $
lGDD MTj
ZT`mU`aU` jZY\\cU`
$ f`a
DWB\F MmpQ^JkTF
K cUrYER^]_B]lniBrb^Y
Kma]Vga ZEWLqj
kcGPT kMT
Dij\lYjXjAj_N`OB]llem^]lVCQn\FVOB fP`mU`LMb\FVO
eDWdBPSfm\mQXqp WocUCofP
UK M
]lKf`^]_OOB]_ PcalpPCU`Lap^]_N`O
aFUmY DW
Woi DDMpJI\l
jMQnobmiLG ZRm^]_fY
klBXLE QiI
MmYZgm^]_OON`ON`OB]lnWBJFgeKeHeKeHeHeHeKeKeQReHe UCJFge
mA rVGecSb
K^]_OO ZgQURmQLhDFjlmJLI\_
[qBZZSBQIZ\paYKlY ]Vp\PPLSLqBMRQjlY
eY f`U`dfVRamiLV\Y
WA^emmMG fPcXgaIXBTMp^]l
[kcPa ZLh
f`^]lPh\_OOOM Pc^]_OON`
[jqqBaIeI^ klUPpPCal
KmUi` ZSWUcXeU`amU`QmdfVgQhaalhmaU`Lab^CU`
mn cBXEYE^BoM
KQnok akch
iVTPV`am KaYKlIA
ZeQejXBCm^]_ rJkC^YK_B]_
ZTPcXhmaamiBBDP PmLPM
kTd[ LSBjkTdP
kTAfGF[VP`oW fM\XSWB
kch`ld iIJ
eTpVGIajMmS PAalh
ecSkTNA]jDBU`La jZY\\cU`q
ecE[ bS
Z^NcG[Td[TAL TbVZn
kch`l fPrWCQULEe
[DZNcMSPmd D
rV`U`kcanWUTFVOrrrBBBBr ZLEeB\FVOrr
ZYUhV`a WZl
koUYma^] cFfYjedLVS
cdjqrcScTr\mQXSiB mrYERg
` DB
fPVIMb rC
ZTPZPSWTrYcNcG [BNcE
rTFL inD[F
cBXEYE^BoM mn
PAaY WA^emmMGY
MTMch nHjOcEPVNcE[
P`ECa rPEWgU`QcU`qYMJcGPlBYXZRmmalrSmaa
]PqS DXAU`aaIXjAhdRkcXCU`
ZEWTPC inXXealeQ\
UCJFge MmYZgm^]_OON`ON`OB]lnWBJFgeKeHeKeHeHeHeKeKeQReHe
cC^HLj cdj
DDp^ Kh]GU_B
KQnokTdP akchTdP
Dij\lYjXjAj_N`OB]llem^]lVCQn\FVOB fP`mU`LMb\FVO
UKWT MWT
WW DfWW
ahdBF^U`K WoKQD\X\TaQDSmLam
f`Z^]KlVHTM Zr
cdjqrcScTr\mQXSiB mrYERg
klTeU`qbX cUr`EpVPCTGU
cBXEYE^BoM mn
KQeqcG[cG[ldSrVPPTG iVTPV`am
Dij\fOcE\ k
mh fMDWobj
f KMjXToPV
f`mmaYK_flYR MmpQ^J
DmlB^]KllpcBV`^]_B cFLhFeK
iIeUgGe MTM
inXXealeQ\ [EXBnIiLnijJEXjeB
WKPP ahdBF^U`K
ZLEeB\FVOr rV`U`kcanWUTFVOrrrBBBB
fP`^LEi_d iROcb
iVZZE`ESWF ecPFfnWY
ieX ZEWL
jMQnobmiLG PcQe
ZhmdrXRQUCmQrAQhaU`LaePPPP PmLPM
DfmHVPTFVOrrBrBrrrBBrBBrrr rTFVOBB
mcd cTEYERmU`qb^ZL
W^LE\lVhmqDM UKW
FGI[ ecE[
Z PcmmU`amaIiLnXc
PAanfJcSfGnJFnCXC^ ZJ^
rCJF fPVIMbJF
bjfaaaaaaaaaa mA
mjfaa LAjcI
kl [hUrW^UcXLrch
bmj fMDWobj
kTADhAjllT`U` [DZNcMSPm
[S fHK
]lNNA[Jqh KaIircP
DWB\` [_dd
ZpTFVOrB cRXRBPlEWr\VPTFVOrBrBrBr
o^\ Z\[
DW eEPTSKmaYqcENcE[l
ZYL ZRQhK[F
rJkC^YK_B] ZeQejXBCm^]
iY cT^B
ZT`mU`aU jZY\\cU
[\mlo ]j
cUTF [BF[E`Er[
PVGI[jqSnoklFj cUr`EpVPCTGUg^]
cTC rcV`mU`QaXg
[S KU`qSAmaEVpPgU`dj_fYjA
]McPBYV`QL cC^HLjq
iIiLYj\ KU`qSAmaEVpPgU`dj_fYjAj
Z\ ameTrScm^]UfVr
cmaal\` fGD
VQ klBXLE
MTqcGP_ rcXeQIMJchT
klTpPSWUPr ecEIcGPlTRalhmLa
[LnXAm^]_fmOchTANaa bYM
ginfTj Wo
cN r\`mVamLcPN
WocUCofP eDWdBPSfm\mQXqp
kcGPTd $
iYK_flTGIiV\\caVh _dBFnY
ZLBUrYE $
cTRaVemQL_d iROcb
fGD cmaal\`
DfmHVPTFVOrrBrBrrrBBrBBrrrr rTFVOBBr
f`^]lPh\_OOOM fPcA^]_OOO
]ldPTcAMTj[LIXB klUPpPCal
` DB
encSKmman ZS
ecY WYAgQgeqcYWM
cBo[ BjL
[LIJhBYmLa DWoj_N`Ofnfm
[qBp ]ldPTcAMTj[LIXBp
rTFVOBB DfmHVPTFVOrrBrBrrrBBrBBrrr
M UK
f`Xm iVCU`
iVrSV`amArmd[P\ WoDDT]q
mn cBXEYE^BoM
KameB B
PVG fn`^SQLdS
BL ]lA[rcS
ZSWUcXeU`amU`QmdfVgQhaalhmaU`Lab^CU KmUi
ZgQURmQLhDFjlmJLI\_N` K^]_OON`
elcK PXgaI\lVe
akchTdP rcXeQIMJch
$ c
a[^ERihrTP KU`La
fGDm DWoj_N`Ofnfme
akchTdP KQnokTdP
mAj Oj
nHjOcEPVNc ec
cB^TMmP PmLPM
ahdBF^U`K cB^TMm
PXnnD KTe^]_fVVS
ahdBF^U`KP ZTPcXhmaamiBBDP
ZgQURmQLhDFjlmJLI\_N K^]_OON
rcVMboWXC^]_OOfVEWgaVeaYjXjJ r
Im ilZ^TTMSXLSfV\p^]_N`OOOOOB]_B]lYK_N`OOOfIJ
[Tem rPhA^]
cBof`U`dIPcQD[ o^\
UKW MW
PVPV ZYRFnPEWTMSkHcm^]_fmXBcSfl\
SU KU`La[FV
KFS fMTQXgU`aU`QAmQIcd
ech kMTd[
XPCm DXAU`
MTjPVMpU`aU`QVPVP KU`ImQFqborQ
L cB
Wo ginfTj
kUU`Jkr`ESffTj Z^NcG[Td[TA
KU`La[FV PA^c]llZpThV
fP`mU`LMb\FVOr Dij\lYjXjAj_N`OB]llem^]lVCQn\FVOBr
fPVGeqc Sc
cUr`EpVPCTGUg^ ]jf`^
DfmHVPTFVOrrBrBrrrBBrBBrrr rTFVOBB
KmUi` ZSWUcXeU`amU`QmdfVgQhaalhmaU`Lab^CU`
ZT`U`dDjcFDTLaSX\bDPPP rcc^]_B]_OOOON`ON`OOON`OfYjihU`JFnCKPPPP
iIe echTd[TdPcRP
MmYZgm^]_OON`ON`OB]lnWBJFgeKeHeKeHeHeHeKeKeQReHe UCJFge
WYAgQgeqcYWM ecY
]T ]j[rcEPTd
klBXLEi iYjAIic`nhJ
PmLPMP WKPPPP
]e PAU`d[TFV
ecPFfnWY iVZZE`ESWF
o inh
j[jqqjAZC_B]lIidEPlU KQfYjeU
fMYL c]BKnj
Z\b ameTrScm^]UfVrb
Z\YXK^]lif kTAM
iVrSV`amArmd[P\ WoDDT]q
mAA iVYrXhcaVELqBYIb
kTADhAjllT`U`d $
l m
Z\bK PmLPMPPPP
f`Xm iVCU`
ecPMWmTaP PA
cdjq PWnXr
MmpQ^J [hBJ
mA ob
kTAZRQ[`Ym ZSD\AU`LabYcKQ[rc`ErT
K^]hf Z^TgQRkPhXEYECmaYqcSi
Kh]GU iI\
cBYXCU`mnoiVTKZ^UC kTdPTNdPchTdPlB
_dBFnYAQ Km^]llCQ
KaIXBZgQLEJSn^SfTjD `an
Kmm^]lI KQhdnoZnqcG[lTnnWThV`^]lnDSAQLE
b[aa ]jPm
rrVP`kP ]jrcVGU
rTFVOBB DfmHVPTFVOrrBrBrrrBBrBBrrr
KQhdnoZnqcG[lTnnWThV`^]lnDSAQLE iIiLYj
cNc r\`mVamLcPNc
fFTqm^P]lelgmQ iVZShA
MTjZe Z
jZY\\cU ZT`mU`aU
Naaaaaaaaaaaaaaa mhf
UCJFg MmYZgm^]_OON`ON`OB]lnWBJFgeKeHeKeHeHeHeKeKeQReH
DW ^X^
biol^ W^nIXje
ecE $
ZLBUrYE $
Z^TgQRkPhXEYECmaYqcSi K^]hf
PXdrcGPTAim\llS [Ln
bjfaaaaaaa \M\m^cU`qYNKa
PmLPMP cB^TMmPP
KmQn^TMb^\\VMpaI cFflnniBZRQrAFej
rCo] Fp
f` ZJ
kS ]ldPc
PcalpPCU`Lap^]_N`O ]lKf`^]_OOB]_
]jMm[FVOrrBrBB b[]a
kTd[ LSBjkTdP
PXRU`amU`LaScmQ[ccQrV`QfnWU ecPFfnWY[
PcanB^ qjAZ]_flTGnYmLQa\An
^X^ DW
rP^NcP rCYA^]_oflganhd\llnl^dB
DDDZaal^YTgQ cFhd
DhAUEWrYf`aVhA rcV`mU`QaXg
DhLUbXB rPYjlVYnJkrYESXAmU`Lap^]lmJLIJEeB^
DfWW WW
bm fMDWob
rCoD j
cd cC^HL
kUU`Jkr`ESffTj Z^NcG[Td[TA
ZRmQnoL[aaaaaaa mE[
DWoj_N`Ofnfme WYXLBUC^R^]lIADTqSX\mP
DDpU`a SPrYELTR
imJEArXpPRU`a^]llT`manhA _dBFnYAQ
D Mm\XpPeU`dn^n
WoDDT]q iVrSV`amArmd[P\
DhLUbXB rPYjlVYnJkrYESXAmU`Lap^]lmJLIJEeB^
UKWT W^LE\lVhmqDMT
PAa WA^emmMG
c k
ZT`mU`aU`q[ ]ldPTcAMTj[LIXBpT
K^]lm iYjAIic`nh
Pc^ MKTj[SnoV`U`amaZ
ZSXmQVMD]jrV`Qeji_ kldj_eme
klBo ZAgaYcS
OkR k
MTj] Fp
rTFVOBB DfmHVPTFVOrrBrBrrrBBrBBrrr
]j elc
DDMpJI\l WXE`ErY[Sj_B]_f
kcY]]]MM]M] rcU`aQ[PZcWY
kg\cF cBo
rPgaVCamXjeTZ KQejJSIfaU`qYUcXR^]llEW
[Jhd rVGh
ZTPZPSWTrYcNcGPG kG
MTM iIeUgGe
WXR fFTqm^P]lelg
kV MTMch
eDWdBPSfm\mQXqp WocUCofP
PAal ZLCmaVe
ZS encSKmman
XRQRFVOGrmd[rYER]ll\SMmp rrW^dBUc
iiCU ZEYErDM
PXdrcGPTAim\llSD ZeQhq
rVGecSbjfaa mjfa
WW DfWW
kTdPTNdPchTdPlB cBYXCU`mnoiVTKZ^UC
fMTQXgU`aU`QAmQI m
iIeUgGe iYq
YA L
_dBFnYAQ fPVGhQVG
$ Df
cB L
kG `ea
f`mQL ZZLjqSBF[rWRmmami
jDDbEo r`
Z\b [A
cUPEYEg^]_N`OB]_O rJkC^YK_B]_N`
mA rVGecSb
]Vp\PPLSLqBMRQjl [qBZZSBQIZ\paYKl
K^ MJcGPT
MmYZgm^]_OON`ON`OB]lnWBJFgeKeHeKeHeHeHeKeKeQReHe UCJFge
ilZ^TTMSXLSfV\p^]_N`OOOOOB]_B]lYK_N`OOOfIJ Im
Z\[F o^\F
pNiSWdBAB WYAamiLIeUV`U`amQIW
UCJFgeH MmYZgm^]_OON`ON`OB]lnWBJFgeKeHeKeHeHeHeKeKeQReHeH
DhLUbXB rPYjlVYnJkrYESXAmU`Lap^]lmJLIJEeB^
akchTdP KQnokTdP
cUr`E WZl
DmlB^]KllpcBV`^]_B K^]_B]
WJFgeQmo` $
[hd r
$ kcPBXLSnoL
kTAM KalLLlhXhrYM
j[jqqjAZC_B]lIidEPl WoecP
rPgaVCamXjeTZ KQejJSIfaU`qYUcXR^]llEW
fPrWCQULEe kch`l
cUPTPVMYK SWUigm
ZZ C
KQnok akch
mcd fMTQXgU`aU`QAmQIcd
fM DiBRmXBhQAU`La
]TPG fMDecE[lUV`aVLrcG[G
WA^emmMGY KanDpanXcaY
iYK_flTGIiV\\caVh _dBFnY
]jMm[FVOrrBrB [BF[E`Er[VO
PVPV ZYRFnPEWTMSkHcm^]_fmXBcSfl\
[LmXYfVfU\[F DDSVGhq[FV
[S KU`qSAmaEVpPgU`dj_fYjA
SWUigma rrYERmmaYjXjeB^YUea
[BF[E`Er[V cUTFV
$ cBoc
b[aa Pm
MTqcGP_] [hUrW^UcXLrchG
XX\paVnV f`^]ll
WocU`\ DiB[
MKTj[SnoV`U`amaZ] DBQUR^]_B]
WE[lUCoqfPVMbYcUJf f`U`La\mq
kTd[coTTK^]lIOc ecGPchc
mh fMDWobj
WYVMpalSh\_fmOcE[cG[lBXpC ^X^B
bm fMDWob
[hBX^UrWFBTCpma[ imJhFRFnC^n
m l
P`EC rPEWgU`QcU`qYMJcGPlBYXZRmmalrSma
\M\m^cU`qYNKa ZRmQnoL[aaaaaaa
nHjOcEPVNcE ecE
[DZNcMSPmd kTADhAjllT`U`d
W DfW
Pc^]_OON` f`^]lPh\_OOOM
rrW^dBUc XRQRFVOGrmd[rYER]ll\SMmp
ei cUrYER^]_B]lniBrb^Y
ahdBF^U`K cB^TMm
[S[VP KU`ImQFqborQ
rrYERmmaYjXjeB^YUea SWUigma
ZEWLq iDhX
^X^ DW
YAA b
Kh]GU_ PVGI[jqSnoklFj_
ikl_F imJ
f`Z^]KlVHTM Zr
rPEWgU`QcU`qYMJcGPlBYXZRmmalrSma P`EC
KU`qSAmaEVpPgU`dj_fYjA [S
iIeUgGech k
cUr`EpVPCTGU klTeU`qbX
b YAA
eEPTSKmaYqcENcE[l fM\XSW
a[^ERihrTP[ WJkCJkT
cUPTPVMYKaI WXpcXeaVZR
rrYERmmaYjXjeB^YUe SWUigm
DXX\paIiLmOcPUPYnXEYEYRk klT\TLQfeTZTGDTQpEWp
]PqS DXAU`aaIXjAhdRkcXCU`
echTd[TdPcR MmTaU`ammmU`amaIOc
MW UKW
rPgaVCamXjeTZ KQejJSIfaU`qYUcXR^]llEW
e f`U`dfVRamiLV\
ZZ KB
DB `
PcmmU`amaIiLnXc Z
kcY]]]MM]M]]] rcU`aQ[PZcWY]]
mnT rCo]
imJEArXpPRU`a^]llT`manh r^KXeam
_dBFnYA Km^]llC
LSBjkTdP kTd[
WYmL [qjXjeFn^EW\Smq
kcGPT kMT
Z^TgQRkPhXEYECmaYqcSi K^]hf
]lNNA[Jqh DW
[BF[E`Er[VO rTFVOBBr
MmbJkV`QIiIXBEWgm^]lmARFncVGIW DWTpHVMp^]lmeUCQFgeQReHKl
ZgQURmQLhDFjlmJLI\_N`O K^]_OON`O
kMT kcGPT
Z PcmmU`amaIiLnXc
DhLUbXBY DBU`d
MTj lGDD
WXp` fPVIMbJFge
[hdK` kldSIcThmQcU`aQrAU`QcmmQnJk
DXcaIJ_ KaIlEWLEAL_M
kldj_emee Z\SAaVpV`mQL_
ecGPchc kTd[coTTK^]lIOc
ginfTj Wo
Kame $
DfW W
kch`l fPrWCQULEe
iVZr\m jZY\\cU`
akchTdPT rcXeQIMJchT
rCJF fPVIMbJF
f`Xm iVCU`
Pc^]_OON` f`^]lPh\_OOOM
SMX WYmLaD
ameTrScm^]UfVrb cTp`
kTA ZSD\AU`LabYcKQ[rc`ErTLa
KaINiSFRkPnniWj [EA[CYXL
ZeQejXBCm^]_N rJkC^YK_B]_N
D kTdPlT^F[cAm^]lYKlnh
Kame $
DXAmm^]lnfTMSmj LAj
akchTd KQnokTd
rJkC^YK_B ZeQejXBCm^
ZSWUcXeU`amU`QmdfVgQhaalhmaU`Lab^CU`d iVTPV`am
PVPCJFgeQmo ]lNNA[JqhF
ecE DDDcNccG
Kma i^
kTADhAjllT`U`d $
akch KQnok
rCJk ecPFfnWY[
Zr f`Z^]KlVHTM
rPganXmdLLnDDDXAQhL ecEIcGPlTRalhmL
DXcaIJ_ KaIlEWLEAL_M
KamiLVEWT KMjXToPV
ilrYkldjq [Jhd
f`U`dfVRamiLV\ e
ecPFfnWY iVZZE`ESWF
[qBZZSBQIZ\paYK ]Vp\PPLSLqBMRQj
WXR fFTqm^P]lelg
[q ]ldPTcAMTj[LIX
UCJFg MmYZgm^]_OON`ON`OB]lnWBJFgeKeHeKeHeHeHeKeKeQReH
akchT KQnokT
f`Z^]KlVHTM Zr
kTA KalLLlhXhrY
ZJ^ f`^
kcPBXLSnoL Zm
mAj rVGecSbj
PAaV [
Fp cBXEYE^BoMT
cFfYjedLVS KU`dRFnPZlRM^]lN
qjAZ]_flTGnYmLQa\An DB^
mA mAAjfa
jZY\\cU ZT`mU`aU
elc ]j
ecG[Td ScG
rPgaVCamXjeTZ KQejJSIfaU`qYUcXR^]llEW
ZeQh jZY\\cU`
