26583
BAABABAA ABBABABABBAA
BBBBABB ABABBBAAABAA
BAABB AABBABBAAB
BAABABBBB ABAABBBBABAB
A AAAAAA
ABAA ABAB
BAABBAABAA BBAABBB
AABB AB
BABBABBBABA ABAAAA
ABABB ABAABBBBB
AABBABBAAB BAABB
ABA BAABBA
AAAABAB BBBAA
BBBABAB BAABBAABAAAA
ABABB ABAABAABABBAAABABBBBB
ABBAABAAB BABBBBBAABBBBBABBBBBBBBABAAA
BAABAAB BBBAABBA
ABAAAABABAAAAAAABABBAB BAABBABBBAA
BB ABBBBBBBBBAABBBAA
BA AAAB
BAAABBBAABABAABAABAA AAAABBBBA
ABBBBAABBAAAAAAB ABAABBAABABABABA
AAAAABB ABBBBBB
AABABBBABBB ABBBAAB
AAABAAAB ABAABBAB
AABABB AABABBBBAAAAABA
ABA BBABBBBBABB
AAAAAB BAAAAAB
BBBABBAABA BAAAABAABABABBAA
BABBBBBAABBBBBABBBBBBBBABAAA ABBAABAAB
ABBABBABABABAABBAABABAAAA BBABBBAABBBBBB
AAABBBAAABBB B
BBAA BABABAB
BBAAA ABABAABABABBBABA
ABA ABBA
BAAAABAABABABBAAAA AAAABAABBAABBABBBABAAB
BAAB ABAABBB
BAABBBAABBAAABAB ABBBAAAABBBABA
ABABB BAABBABB
BAA AAABA
AB ABBABBABABABAABBAABAB
BBBABABBAAAAAABBA BAAABABA
ABBABBABABABAABBAABABA AAAABBAAAAA
ABBABBABBBABBBBBB ABAABBAABAB
BA A
BAAAABA AAAABB
B $
ABBAAAAAABABB BAABABBBABBABBBABAABAAB
ABBBBBBBBBAABBBAABB AABABAB
ABABBAAABABAAAA ABABAAABAABBAB
ABA ABBA
BABBA BABAAABBBABBAAAAB
BABAAB ABABBAAABA
BBABBAABBB $
AAAAAABABAABB A
ABAAAABBBBAAB ABBBAAAAABBAA
AABABABBBBABABBA ABAABBAABABAB
AABBABBAA BAAB
ABA ABBBBBABABA
ABBAABBAAAABBA ABAB
BABAABAABAB B
$ BAABBBBBBAA
AAAABABBBBAABBBBAABABA BAAA
AAAAA $
AAABAAAABBAAABB BAABBAABAAAAB
AAAABBAAAAA ABBABBABABABAABBAABABA
BBBABAABAAAB BBBAB
AABABBBABBB AABBBABABBAAABAAAB
ABBBABABBBBABBB BAABBBBAABBABABBABAABABBAAAAB
BB AABBABBAAB
ABAA BABABABAABA
BAABBAA ABAABAABABBAAABABBBBB
ABAABBAABAB ABBABBABBBABBBBBB
ABAABABABBBBBABBBBB ABBBABABBBAB
AAAAABBABBABBA BABBAABABBAB
BBBAABBBAB BAAAAABBB
BABAABAABAB B
AB BABBABBBABA
ABAA AA
BBABABAAABBB AAAABB
BABAABAABAB B
BBAB AABBABBAABAB
ABABAAAAA BBBA
ABBBAAAABBBA AAAABAAABA
ABA BABABABAAB
A BBBBBBAAAAA
AABAAAABBBBABB AAB
BAB ABB
AB $
AAA ABBBBABBB
AB ABBBBBAAAAB
BBAAB ABAABBAAA
AAAAABBAB BBBABAABAAA
ABAAB ABABB
BAABABAAABAB ABBABABABBAAABAB
BAAAAA $
BBBAABAABAABAABBBA AAABABA
ABABBBAABBABA BBBAA
BABBA BABAAABBBABBAAAAB
ABBBAAAABBB AAAABAAAB
BBBABAABAA BBB
$ B
BA A
ABABABAAABABAAABA BBABAABAAA
BB ABABABABBBBBAABBBB
AAABAAABAB BAABBBABBBBB
ABAAAABBAAB ABBBBBBABABBABAABABBBAB
ABAA AA
ABABBB BBBABBA
AAAABB BAAAABA
BABAA ABBAA
ABAA BAAAAAB
ABB AAAAAABB
ABBABBBB AAAA
ABA AABABBBA
ABBAABAABBAB AABAAB
ABBAABBAAAABBA ABAB
BABABBBABBBBBBAABAAAAB ABBBBBAAA
BB BAABBA
BBBBBBAAAAAAABA AAABA
BAABBB ABAABBBBB
BABAABABBAABABB BAABABBBBBBB
AAAAAABBA ABBA
ABAA AA
ABBAABAABBABAAAABBBA ABAAAABBAABBBAA
AAAABBA AAABABAB
BBBBABBBBAAAAAABAA AAABAAAABBAAABBA
BBBAAA ABBBAA
ABAAABBAABBAABBAABAABBABBABAABBB BBBAAB
BAABABBBBB BABAABABBAABA
ABBBBAA BBABBBBBAB
ABABBBBBAAAABB BABBBAA
AAAABBBABBAB BABA
B BAAAAAB
AAB BA
BAAABBB AAAAAA
BAAB A
BAABABBB ABAABBBBABA
A ABBABBABABABAABBAABA
BBBBABBBBAAAAAAB AABBBBAAA
BBAAAA BBB
B ABABABABBBBBAABBB
AAAABBAABBBABBA ABBABB
ABBBAABBBBBAABAAA AAAABABBBBAABBBBAABABAB
AA BABAABBAAAAAB
$ B
B BABAABBBBBABABBBBB
BAABABAAABABB ABBABABABBAAABABB
BABAAAAA ABBAAAAA
ABABAA AABAABBBA
A BBAAABA
BB ABABABABBBBBAABBBB
BAAB A
ABABA AABAABBB
A ABA
ABAABBAABAB ABBABBABBBABBBBBB
BAAABBBAABABAABAABAABB AABBABAB
BA AAB
ABBBBBBABBABB BBBBBA
B $
BABABABAAB ABA
ABBABB AABBBABB
BAABBBBBBA ABBBABBBBA
BBAAABABB ABB
AABBA BABABABBBBAABB
BBAB ABBBBBBBBBAABBBAA
BBBAAABABAABBBABBAB BBBBA
ABBAABBAAAABBABB ABABBBBAABAABAABAA
BAAAAB BAAAAAABAB
ABBBAAAAABBAA ABAAAABBBBAAB
AAABAB BA
$ BAAA
BBBAA ABABABAAABABAAAB
BABBA BABAAABBBABBAAAAB
ABA ABBBBBABABA
AABBABBAA BAAB
BBAB ABBBBAABA
BAAAABAA AAAABBA
ABBAAAAAABAB BAABABBBABBABBBABAABAA
BABBBAA AABA
BAABABAA ABBABABABBAA
ABBAABAAABB ABAB
ABBB BAABBBAAAABBAA
BABBAB BABAAABBBABBAAAABB
ABAABBBBABABB BAABABBBBB
AAABAABAABAAAABAAABA BAAAABAABABABBAAA
ABBBABBBB BAABBBBBB
BAA B
AAAABBBBA BAAABBBAABABAABAABAA
AAAAAAB AB
BAA AAAABABBBBAABBBBAABAB
A BAAAA
BABABBBABBBBBBAABAAA BBABBB
ABABABAAABABAAAB BBABAABAA
BBAABBBAA BAABBAABAAAA
ABAABAABABBAAABABBBBB AAABB
BBABBBABBAABABBA ABB
BABA ABBA
$ BBBBBBAAAA
BAAAABAABABABBAAA AAA
BAABBAB BBB
ABAABAABABBAAABABBBBBBB BBAAABABBABAA
BAAAAAB B
BBABABAAABBB BABABABBABBBBAABAABBAA
$ ABAAB
BAABABAAAB ABBABABABBAAAB
BAAAAB BBBBBAA
BAABBABBBAA ABBBBBBBAAB
BAAAAA ABABABABBBBBAABBBBBBBB
BAAA BBAABB
ABAABB ABBBAABBBBBAABAAA
BABABABB BBBA
BBBB BAABBB
BBAABBBAAAB BAABBABBAAAAABAAB
BABAAA BBB
AB AAAAAAB
BB AAABABBBA
ABAB BAABBAB
ABABBBBAABBBAAA BAAAB
BBBABAABAABABB ABABAABABABBBABAB
AB BBAAABAB
ABAABABABBBBBABBBBB BBBAA
AABBAAB AB
BBABBBBBAABAAAAAABBABBAAABBB ABBBAABBBBBAAB
AAAAAAB AB
BAA AAABABA
BABBABBBABAA ABAAAA
ABABBA ABAABA
ABAAA AABABBAAAA
BAAABBBAABABAABAABAAB BBAAAAAA
BAABBAB AAAABAAAAAABBBBBBBBA
AAABABBBA BB
BBBABB ABABBBBABBAAA
BBB ABABABABBBBBAABBBBB
ABA $
BABBBAAABABBBBBB AAAABAAABA
BBAAABA A
BBBBBBBBBABBBABBBBBBA AAABABABAAAABABAAABABBBABAAA
BAAAAA $
AABBAB BABABABBBBAABBB
BAABBBABBAAAABABA BBABBABBBBABBBAABABBBBBAABBBAAABAAAAB
BBAABBBAA AAAABBBABB
BABAABBA ABABBAAABABA
BABAAA BBBAABAABAABAA
BABBAABABB BAAA
BABAABBBBBABABBBBB BBAABAA
ABAAA AAAAA
ABB AABAABBA
BAAAAAB ABAA
ABBBAAAAABBAABB BBBBBBAAAAAAABAAB
ABAABABABBBBBABBBB ABBBABABBBA
ABBBBBAB $
$ ABBBBBAB
BBBBAB AAAABBABBAAABABB
$ ABBBBBAB
AAABA BBB
BBBABABBAAAAAABB BABAA
B BAAAAA
ABAB BBABBABBBBABBBAABABBBBBAABBBAAABAAA
ABABABAAABABAA A
ABA ABAABBB
BBBBBBAAAAAAA AAA
ABB ABAABABABBBBBABBBBBAB
BBABBBBBAABAAAAAABBABBAAABB ABBBAABBBBBAA
ABABBABABBBBABAAA BAAAABAAAABAABBAAABBBBAABBBBABBABAAABABBA
BABAABABBAABABBB ABAAAB
ABBBBBABABAB ABBABBBABABBBABAA
ABBBABBBABAAABABBBBBA BAA
BBAABBAABBABBBBAABA BBBAABAABAAB
ABBBBBAA BBAB
BABBAAB ABBAABAABB
BBAB AABBABBAABAB
BABAABAABAB B
ABABBBAAABA BBABBBBBABBA
ABBABBABABABAABBAABAB AAAABBAAAA
BBBABBAABA BAAAABAABABABBAA
$ B
ABAAAABABAAAAAAABABB BAAAABAABABABBAAA
BAABBBB ABBBABB
BAAAAAB ABAA
BBABBABBBBAABABBA ABBABABBAAABAB
BAABAAABBAA ABBABB
BABABABBBBAABBBA BAABBBBBBAAABB
BBBAA BAABBA
ABBBAAAABBB AAAABAAAB
AAAABABBBAB BAAABAAAABA
BBABBBBBAB ABABBBAAA
AAAAABBBBAAABBABAAA BAAAABAAAB
BAAABBAB ABABBBAABBABAB
BABAABBAAAAAB AA
ABBBB BAABBBAAAABBAAB
ABBAAAAAABABBA BAABABBBABBABBBABAABAABA
BBBBABBBBAAAAAABAAAAB BAABBBABBBBBBA
ABBBABABBBBABBBB ABAAA
ABBBBBBABABBABAABABBBA ABAAAABBAA
BBAAABABB ABB
BABAA BAAAA
BABABABBBBAABB AABBA
ABABABAAABABAAAB AAB
ABBBA BAABB
AAABBBBBAABBBBABB ABAB
ABAAAA AAAAAABABAABBBAAAA
BAAABBBBAB ABABBBBAA
BAABAABA AAAAAA
AABBBA ABBA
B BABAABBBBBABABBBBB
BB AABBABBAAB
AAAABBBABBABBBAAAAABBBABBAAABABBBBBBB AAAABABBBABA
BBAAA ABBBA
ABBA ABA
AAAABBA BAAAABAA
AAAABBBABBABBBAAAAABBBABBAAABABBBBBB BABAAAAA
ABA BB
BABABABBBBAABBB AABAAABABABAAAABAABB
BABABABBBBAABBBA BAABBBBBBAAABB
BABABBBABBBBBBAABAAA BBABBB
ABBBAA BBBBA
B ABBAABB
BAAAABAAAB AAAAABBBBAAABBABAAA
ABBBA BAABB
BA AAABAB
BABABBBABBBBBBAABAAAA BBABBBA
BAABAABA AAAAAA
ABBBB BAABBBAAAABBAAB
BA AAAB
BAABBBBBBAAAB BAAABBB
ABABBAAABABA BBABBBBBAABAAAAAABBABBAAABBBAA
AAABABABB AAAAAABAA
AAABABABBBAB ABBAABAABBABAAAABBBAAB
BABAAA BBBAABAABAABAA
ABABABABBBBBAABB $
ABAA BAAAAAB
ABBBABABBBA ABAABABABBBBBABBBB
BBBBBBA ABBAABAABBAB
ABBBBBBABBBAB ABAABABBA
ABBBABBBABAAABABBBBBABB BAABB
ABB AABAAAAABBA
BAAAA BABAA
AABBA $
ABBBABABBBBABBB ABABBBBB
AAAAABBAABAAABBBAABBBBBBAAAA BABBB
ABAB ABBAABBAAAABBA
BBB BBBABBABA
AAAAAABABAABB A
BAABBBAAAABBAA ABBB
BAAABABABBBA ABBAABAAABBABBB
BAAAABAABABABBAAA AABAAAABBBB
BBBA AAAABABBBAB
$ AAABBBAAABB
ABABAABABABBBABA BBAAA
BBBBBBBBBABBBABBBBB BAABABBBABBABBBABAABAABAAA
BBAAA ABABAABABABBBABA
ABBBAABBBBBAABAA BBABBBBBAABAAAAAABBABBAAABBBAA
ABBBABBB BAABBBBB
AABBABBAA BAAB
ABBAAB $
AABAAABABABAAAABAA BABABABBBBAAB
ABBBABABBBBA BABAB
AB ABB
A BBBBBA
BAAAAAB ABAA
ABABBB BABAB
ABABBABABBBBABAAA AAAABAAABABABA
AAABA BBABBBABABBBBABBBBA
ABBBBABBBB BABABBBAABAABBBBBBBBBABAB
BAABBAB AABBABBAABAB
BAABB AB
ABBBBBBABABBABAABABBBA ABAAAABBAA
ABBBAB BBABAABAAAA
ABAABABABBBBBABBBBBA AABBABBB
ABBAABB B
BBAAB ABAAAAAAABBB
BBBABAABAA BBB
ABABABABBBBBAABBBBB BBB
ABAABBAABABAB AABABABBBBABABBA
AAAABABBBBAABBBBAABABA BAAA
AAABABBBAAABB BAAAAAAB
BAABBAA ABAABAABABBAAABABBBBB
BAABAABABAABBABAA ABBBBB
BBBAABBBA ABBAA
BABBA BABAAABBBABBAAAAB
BA BB
ABABBBAAAB A
AB AAAAAAB
BAABAABA AAAAAA
AAAABBBABBABBBAAAAABBBABBAAABABBBBBBB BABAAAAAB
BBBBBBAAAAAA AA
BA BBABAAB
AB ABBBBBABAB
BAAAABAAAABAABBAAABBBBAABBBBABBABAAABABB BABAAAABAAAAAAAABAAAAAB
BABAAA ABBAAA
ABABB ABBAABBAAAABBAB
AAABAA BAABBBABBAAAAB
BBBAABBAA BAABAABA
BABB BBBBABBBBAAAAAA
BABB BBBBABBBBAAAAAA
ABAABABABBBBBABBBB ABBBABABBBA
ABBBAAAABBBABA AAAABAAABABA
AAAABABBBAB BAAABAAAABA
BBABBBA BABABBBABBBBBBAABAAAA
BAAAABB AAAAAAB
BBBBABBBBAAAAAABAAA BABAAB
ABABBABAABAA AAAABBB
ABBBABABBBBABBBBBABB AAAAAABAABABAB
BBBBBBAAAAA A
BBBAABBA BAABAAB
ABAB ABAA
BABBBAA AAAAABBAABAAABBBAABBBBBBAAAAAA
AABBB ABB
A BAABBBBBBAAA
BABAAB ABABBAAABA
ABAAAABBA ABBBBBBABABBABAABABBB
BAAB BB
AAAABABBBA BAABBAAAAB
ABBBB AAAAA
BAABAB ABBABABABB
AABBBBAAA BBBBABBBBAAAAAAB
ABBABABABBAAABAB BAABABAAABAB
BABAABBBBBABABBBB $
ABABAABABABBBABA BBAAA
AABABBB AB
AAAAAA A
ABBAABBAAAABBA ABAB
ABBAABBAAAABBABB ABABBBBAABAABAABAA
ABAABBAABA ABBABBABBBABBBBB
BBBAA ABABBBBAABBBAAABA
ABBBBBABABA ABA
ABAA AA
BABABABBAAB BAA
BAAAABAAAB AAAAABBBBAAABBABAAA
AAAAABBABBA ABBBBBBABBA
BBAAAAA BBBA
ABBABABAB BAABA
AB $
BBBAABABAA ABAABAABABBAAABABBBBBB
AB ABBBABBBABAAABABBBBBA
BBABBBBBAABAAAAAABBABBAAABBBAA AABAAB
ABBBAAAAABBAABBBBA AABAAAABBBBABB
BABAABBBABABBABB $
ABBBBBBBBBAABBBAAB ABBBAAAA
ABBBAAAB AABABBAAAABBB
ABAA BBBBBABAB
BBB BA
BAABBBBBBAAAB BAAABBB
BA AAB
ABBAABAABBA AABAA
BAAAB ABABBBAABBA
ABABABAAABABAAABA BAAAAB
BBABBBBBAB ABBBBAA
BAAABBABAAABAAAAAABABBABAAABBB A
ABBA BBBABABBA
ABAB ABABBBBA
BAB BAA
BAABABA ABBABABABBA
AAAAABBBBAAABBABAAA BAAAABAAAB
ABBABBBBAAB BAABBBBBBABBBA
ABBAB ABABBB
ABBAABB B
ABBBB AAAAA
BBBAAAB BABA
$ BBBBB
AAAAABBAABAAABBBAABBBBBBAAAAAAA ABBBAAAAABBAABB
ABAB ABBAABBAAAABBA
BAAA BBAABB
ABBBAAAAABBAA BABAB
ABBBBBAB $
BAABABBBBBBBB BABAABABBAABABBB
ABBA BBAAABABBA
BABAAA ABBAAA
AAAABBABBAAABAB BBBBA
BABABABBBBAAB AABAAABABABAAAABAA
ABBABBABBBABBBBBB ABAABBAABAB
ABAAB ABABB
BAABAABABA BBBAABBAABA
BABABABAABAA BAABBBBAABBABABBABAABABBAAAABB
BBABBB BABABBBABBBBBBAABAAA
BABAABAABABB BB
BBBA BBAAAAA
ABBBAB BBABBAB
AAB ABAAB
A ABBBBBBBBBAABBB
A BBBBBBAAAAA
ABABA ABAABAAB
BABABBBABBBBBBAABAAA BBABBB
$ BBBBBBAAAA
ABBBBBABAB AB
ABAABAABA ABBABBBABABBBABAAAA
ABAABABBAABBB ABBBBBBABBBABABBB
ABABB ABBAABBAAAABBAB
AB BAABB
ABA AAA
ABAB BAABBAB
AABAAABABABAAAABAAB BABABABBBBAABB
BABAB ABBBABABBBBA
BBBAABABAA AABABBBABBB
AAAABABBBAB BAAABAAAABA
BAABBB ABBBAB
BBABAAAABABBBA ABBAAAABABAB
BBB ABABABABBBBBAABBBBB
BAAABBBAABABAABAABA AAAABBBB
BAABAABABAAB ABBAABAABBABAAAABBBA
AAABABAA BAAA
BABAABBBBBABABBBBB BBAABAA
BABBBA AAAAABBAABAAABBBAABBBBBBAAAAA
AAA BAAAABAABABABBAAA
BB ABABABABBBBBAABBBB
BAAABBBAABABAABAABA AAAABBBB
B $
BA AAABAB
BABAAB ABABBAAABA
ABAABABABBBBBABBBBBA ABAB
AABBABBBB ABAABABABBBBBABBBBBAB
BBBBBB ABABABABBBBBAABBBBBBBB
BBABBBABBAABABBA ABABBBAABBBBABAB
BABAABABBAABABB ABAAA
BAABBBB BBBBB
BBBBBAB ABABAAABAABB
BBBABBABAAA ABBB
BBBBBA BBABAABAA
AAABAA ABAABB
AABABBAA ABBBBAAB
BABBB AAAAABBAABAAABBBAABBBBBBAAAA
BABAAB ABABBAAABA
AAAABBAAAAA ABBABBABABABAABBAABABA
AAAAAABABAABBBAAA BABAABA
BAAABBB ABBBAAAAABBAABBBB
BBBABAABAABAB ABABAABABABBBABA
BBBAAABABAABBBABBABBB BAAABAA
BAABAAABABA ABBABBBAA
BBBABAABAAA AABB
AAAB BA
BBAABBBAA AAAAABBBBAAABBABAAABB
BAABB AB
A BAAABAAAABAAB
BBAB ABBBBBAA
BAAABBABAAABAAAAAABABBABAAABBBA AA
BBBAB ABBBBBBABB
AAABABABAAABBB ABA
BBBBBA AAB
BAB AB
BABAABBAAAAABAA AAAA
ABAABABABBBBBABBBB ABBBABABBBA
AAAA ABAA
AB ABBBABBBABAAABABBBBBA
ABABABAAABABA $
AAAABABABAABBBABBBAABABABBAB BABABABBBBAABBBA
ABBBABABBBBABBBB ABABBBBBB
ABABBAA ABAABAA
BAABABAAAAAAABABBAAB ABAABABBAA
BAABBAAA BAABBABBA
AAAABBAABBAAAABA ABBAA
ABAA BABABABAABA
AAAABBB BBBBABBBBAAAAAAB
ABBABABABBAAABAB BAABABAAABAB
BABA ABABBBB
ABAAAABBA ABBBBBBABABBABAABABBB
BABAABBAAAAABA AAA
BBBAABABAA ABAABAABABBAAABABBBBBB
ABAABBBAA ABABABAAABABAAA
BAAABBBAABABAABAABA AAAABBBB
BAAABBABAAABAAAAAABABBABAAABBBA AA
BABAABABBAABAB BAABABBBBBB
BBBBABBBBAAAAAA AAAABB
BBBB ABABABABBBBBAABBBBBB
BAABAABAB BBBAABBAAB
BBBABABBAAAAAABB BABAA
ABBBABBB BAABBBBB
AABB AB
BAAAABAABABABBAAA BBBAABABA
ABBBBBBABABBABAABABBBAB ABAAAABBAAB
AAABBBBBAABBBBABB ABAB
ABAAAABBAA ABBBBBBABABBABAABABBBA
BA ABAABB
AABABBBBAAAAABAB AABABBB
ABBA ABABBBBAABAABAABAAB
BABAAA ABBAAA
BAABBBAB BBBBA
ABBABBA ABBBBBAAA
AAABABAAAAA ABBAB
ABBABABABBAAABABB BAABABAAABABB
BBBAABBAA BAABAABA
BBBABAABAABAB ABABAABABABBBABA
AAAAAB ABAAAB
BBBBABBBBAAAAAA AAAABB
BB BBA
ABBABABAB BAABA
BABABBBABBBBBBAABAAA BBABBB
BAAA BBAABB
AABAA ABBABABABBAAABABB
BAABAABABAABBABAA AB
ABAAB ABABB
ABBB BBABB
AAAABAAABABA BABBBAAABABBBBBBBA
AAAB ABAAAAA
AAAABBAABBAAAABA AABBBBAAA
ABBABABABB BAABAB
BAABABAAAAAAABABBAABBB AABAAAA
BBAABBAABBABBBBAABA BBBAABAABAAB
AAABBBBBAABBBBABBA ABBBBBBABBBABAB
ABAAA BABAABABBAABABB
AAAAAABBA ABBA
B BAAAAAB
AAABA BBBABBB
BABABABAAB ABA
BAABBA ABA
BABABABBBBAAB AABAAABABABAAAABAA
AAAABBBBAABB BABBBBAA
ABA BABABABAAB
BAABAAABBAABAA BABBBBAAA
ABABABABBBBBAABBB B
AAABAAAA AAAABBAAAAAAAABB
BABAB ABBBBBBABBABB
ABBABABABBAAABA BAABABAAABA
BABAABBBBBABABBBBB B
ABBBA BBBB
ABABBBBAABAABAABAA ABBAABBAAAABBABB
ABBBABBBABAAABABBBBBABBAAA BBABBAB
BAB AABB
AABAABAA ABBBABABBBBABB
BBABBBA BABABBBABBBBBBAABAAAA
AAABAB BA
ABAB ABBAABAAABB
BBBABBAB ABABBBB
ABABBAAABABAAA BBAABBBA
BAABBBBBBAA ABBBABBBBAA
BABBBBBAABBBBBABBBBBBBBABAAA ABBAABAAB
ABA ABBAABAAAB
BAABBB ABBBAB
ABABAAAA BBB
ABBBBAA BBABBBBBAB
$ AAABABABAAABBBA
ABABAAABAABBAB AAAABBBABB
ABBBABBBBAAABBAB BA
BAABABAAA ABBABABABBAAA
$ ABBABBABABABAABBAAB
BBBBBAAABABAB BABAABA
BABAAABBBABBAAAABB BABBAB
BBBBA ABBABABBAAABAB
ABABBB BBBABBA
BAABABAAAB ABBABABABBAAAB
BB AAABABBBA
ABB BBAAABABB
$ ABBABBABABABAABBAAB
BABBBBAA ABABABBABBBBBB
AABBAAA ABBAAAAABB
A AAB
ABAB ABABBBBA
BAABBBBBBAAA ABBBABBBBAAA
ABAB ABBAABBAAAABBA
BBBB BABBABBBA
BABAABABBAABABBB BAABBABBAAAAA
BABBABAA BABAAABBBABBAAAABBAA
BBBBBAB ABABAAABAABB
ABBAAAAAABABB BAABABBBABBABBBABAABAAB
A BAABBBAAAABBAAB
ABAAB ABABB
BBBBA AAAABBABBAAABAB
ABABABBBA AABABBBABBBBBB
A ABBBBBABA
ABABBAAABA BABAAB
BA A
AABB ABBBBBBAB
AAABBB ABBABBABABABAABBAABABAA
AAAABABBBAB BAAABAAAABA
BAAB ABBBABBBABAAABABBBBBAB
BAABBBBBBAAABBAB AABBABBBBBA
BAABBBBB BABAABBBBBABABBBBBA
BBBAAB AAAAAABA
AAABAAAABBBAAABBABBBA ABB
ABAAB ABBAAB
ABABBBBAABAABAABAABA AAAABAAAAAABBBBBBBBABB
BBABBBBBAABAAAAAABBABBAAABBBAA AABAAB
ABBBABBBB BAABBBBBB
ABAABABABBBBBABBBBB BBBAA
ABBBBBBABABBABAABABBBA ABAAAABBAA
AB BBAAABAB
BBBB ABABABABBBBBAABBBBBB
ABBB ABBBA
BABBBBBA BBAAAAAAB
AAABA BAA
ABAAAABBAABBBA ABBBBBBABABBABAABABBBABBBA
ABABB BAABBABB
ABABBBB ABBBABABBBBABB
AAB BAABBBABBAAAA
ABAB B
AAB BAABBBABBAAAA
BAABB ABBBA
BA ABBBABBBABAAABABBBBB
ABBABBBABABBBABAAAA AABAABBBA
BAABBBAAAABBAABB AB
BABAA ABBAA
AAABAB BA
BABBABBBABA BBBBBA
BAABAABABAA AAAAAABAA
ABABABABBBBBAABBBB BB
AAAABBA BAAAABAA
AAAA ABAABAABABBAAABABBBBBB
BAAA BAAAAAABA
BABAABABBAABAB BAABABBBBBB
BAA AABBBA
AAAAABBBBAAABBABAAAB AAABAAAABBAAA
BBBABA AAAAABBBBAAABBABAAAB
AB ABBBBBABAB
BAAA BABA
BAABAB ABBABABABB
ABAABAABABBAAABABBBB AABABBBBAAAAABABAB
ABABAABABABBBAB BBAA
AAAAA $
ABABAB AAABBBBBA
BBBAABABB ABABBBAAABAABB
BABBBBAAA AAAABBAABBBABBABAA
ABBABBABBBABBBBB ABAABBAABA
AABAABBBAB ABABABBABBBBBBAA
BA ABBBABBBABAAABABBBBB
ABBBAABBBBBAABAAA ABAABB
BABAAABBBABBAAAABBAA BAABAABABA
AAAB AABABBBAB
BAABABBBB ABAABBBBABAB
BAABABAAAB ABBABABABBAAAB
ABBAABBAAABBBBAABBBBA BBBBBBAB
BBAAAAA BBBA
BABBBBB BAABBBBBBABBBA
BAABBABBB BBAAABABBAB
AABBBAA BAABBBBBAA
BAABAB ABBABABABB
AAAABABBBBAABBBBAABAB BAA
BAAB ABBABB
ABABABABBBBBAABBBB BB
BAABBABB AAAABAAAAAABBBBBBBBAB
AAABBBAAABB $
BAABA ABBABABAB
BABA BBBAABAABAAB
ABBBABABBBA ABAABABABBBBBABBBB
BBBBBA AAB
AAAABBBB BAAABBBAABABAABAABA
BAABBABBAAAAA BABAABABBAABABBB
BBB BAB
BABAABBBABABBA A
BAAB AABBABBAA
BBBABABBAAAAAAB BAAABA
A AAAAAA
AAAAAABBA BBBAB
ABABBBAAA BBABBBBBAB
B $
ABABAABABABBBABA BBBABAABAABAB
AAAB BAAAA
BAA BBABAABA
ABAABABABBBBBABBBB ABBBABABBBA
ABA AAABABABAAABBB
$ BBABABAAABB
AAAAAA A
ABAAAABBAABBB ABBBBBBABABBABAABABBBABBB
ABA AAABBBB
ABBAAAAA AAAABA
BABBBAAABABBBBBBB AAAABAAABAB
ABBABBABBBABBBBBB ABAABBAABAB
AA ABAAB
ABBABBBB AAAA
ABABB ABBAABBAAAABBAB
AB AABABBA
BBBABAABAA BBB
BABBAABBBBBA BABABBBABBBBBBAABAAAA
ABBABBBBAAB AA
BBBABAA BBB
AAABABAAAAA BBAABAAAAABAABAABABBBA
AAABBBAAABBB B
BAAAABABBBAAAAABA AAAAAABBA
BAABBBAABBAAABABBAA AABABBAAAAB
AAABBBAA BABBABBBABAAAA
ABAABABABBBBBABBBB ABBBABABBBA
BAABABAAA ABBABABABBAAA
AAAABBBBA BAAABBBAABABAABAABAA
BAAABBABAAABAAAAAABABBABAAABBBA AA
BAABBAB AAAABBBBABBABB
BABBBAA AABA
BAAB AAABB
AABA BABBBAA
BBBB BBBBBABA
ABAAAABBA ABBBBBBABABBABAABABBB
AAAAAB ABBBBB
BBABAA BABBAABBBBBABA
AAAAAABABAABBBAA BABAAB
ABBBABBBABAAABABBBBBABB BBBABBABAA
BABBBAAABABBBBBBB AAAABAAABAB
A BBBBBBAAAAA
AAAB BBBAA
AABABBAAA ABAA
AABABBBBAAAAABABAB ABAABAABABBAAABABBBB
ABBABBBBA AAAAA
ABB AABBB
ABAABABBAA BAABABAAAAAAABABBAAB
BABABABBBBAAB AABAAABABABAAAABAA
AA ABAA
AABAA ABBABABABBAAABABB
AAAABABBBABA BBBAA
AAAAA ABBABBBBA
ABBAABAAB BABBBBBAABBBBBABBBBBBBBABAAA
BBBABAABAA BBB
ABABB ABBBABABBBBA
ABAABABBBABABAA BAAABABABBBA
ABBAABBAAABBBBAABBBB ABAABBBBBBBA
$ ABBABBABABABAABBAAB
AAAABABBBAB BAAABAAAABA
BAAAB ABABBBAABBA
AB BAB
ABBBAAAABBBAB AAAABAAABAB
ABBBBBA AABB
AABBA ABAABBA
AA ABB
ABA A
ABBBABABBBBABBB BABABBBB
BAABABAAA ABBABABABBAAA
ABABBAA AABAABB
ABBAABB B
BAAABBABAAABAAAAAABABBABAAABBB A
ABBAAA BABAAA
A BABAABBBABABBA
ABBBA BBABBA
BAABABBBABBABBBABAABAABAAABA BBBBBA
AAAAAA BAAABBB
AA AB
BABAABBA AABAAB
BABABBBAABAABBBBBBBBBABABAA BAAABBABAAABAAAAAABABBABAAABBBAABAA
BAAAABAABABABBAA AA
BABA BBBAABAABAAB
AAAAA $
BAAB A
ABBABBABBBABBBBBB ABAABBAABAB
BBBABAABAAAB AAAAABBABB
