34005
IHQWl CgdKTK]REAI
IHQPAIj]ipPYVBHXYVBBQ \SUA
\afTlpCOTVRqFVeSMo CGVb[Rq[LgfW
E]i \MrpCQP
IH_QU C_SpcIUA
Z\Pf CgSM`
U $
CEeRSlQmP[qXqFY INUAUAi]lQ`C
\TpWSRQAll CQrpCOTnf]
CXLRpnTT CXLRpT
\Tqr Ij`CgK]S
INipiWSUUZ MRNjLf
JIeV[\hfMUmQPfp CGPH
CXLRpn CDpT
^ \Qjh
C_L_cL_Wc ISrallllQFM
\_fgWL_L_cL_cL_WWcL C_L_WcL_cL_WcL_WcL_WWcL
CgSSf_AIHWSHB CGA\_VRqHiAQ
IRjQ`\MQff CGUm_QHIRPI
IHaUXQGL \TpJQcZHU
IHTlQ IN`IRPRV[BBDi`MGEQ
\_fgWL_L_cL_cL_ C_L_WcL_cL_WcL_WcL_
UCX^ CgKTeREUfQPRV\eS`CX
CD C\GRl
C $
ISBZMPUm \SGQUf
R\QW_mXM \QAprX
\TllQ C_WYEa[fUZZX
IN`IRPRV[BBDi`MGE IHTl
\_RVRYV\Vr_DiQ IN
IpiS \S`
\_ CGfMQUASUAUAUAUA
C_EQ`CZ \GBD
_]Xm CXmGWm
kj $
GI \TOTAI
ImWhTQ`I I
CEeRSlQmP[qXqFYgR \MGZLfL_c
\SUA KCXmGW
CXLRpnT CDpTT
CXmkWipRp LZpp
IHQAlpL`p \MGZClQ
Ie_agp IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\gpUgp
\_V[[\UUfa CGUm_QHIRPI
\a IH_V\eQWL
m IRPACG`
CXiRRR Z
E \QPDqBfp
I CgK]SMoRSCQ
IHQAlpL`p CEiP
\amamQWe_`\_ \_e
CG \
ISrallllQFML_Wc \MGZLf
C_L_cL_cL_WWcL_cL_cL C__cLW\cqL_WcL_WWWWWTcL
\SCGQ \SGQUUZZX
CGQUAU \GUP
\aC`IN`\aC\ \cPn`\Q_C\
C_L_WWW \_fgWL_L_cL_cL_W
YqG Ie
G \TOTA
CGV[\FC I
JIeV[\hfMUmQPfp Ij`CE
\QWeMrlpWHS`CgREACZ \QAIlprXiRRR
Ik I
\q IRAOTffEAO
SaP C_EU
\QAQR Ie`\jQllQR
\QPQ \qT
C k
I IShIY
aCegI \TQfW
jaV IHTlpCOTVB
IeSFeMrllpfEAQQU \aT
\SGrOT_mQWY CSEOeMGSC
IShqIkkkEEkkEkEkEkkEEkEkEEk \apfMhqIkkIkp
IhU \^
Ie`\alShAUP\LVPPPPcIErpJ Ie
C_SWR $
C_L_cL_cL_WWcL_cL_cL_WWWWcL_WcL_WW C_L_WWcL_c_W
CGRVRiDqHPMFYXmGSWBmkW IePF^X
ISBZMPUmQ \SGQUfQ
\ mp
E \QPDqBfp
IjGLm i\
IjCiB\ CgRSr_EA\MRQ
\a CXRWha
IHTOTf]QUE \MrlCTV\Z]Q_ilRjBbh
Uh IH_P[flNGh
E \QPDqBfp
Tl C_WBUP[COTf]l
C_W CoinoGjffE
IrgY_ \_AIRAp]OTQGBb
IHTll \OrlQiUHm_
IRj \amQkijOrpYalHTQQG
Ih`UgpUgpUgpUgpUgpUgpUgp Haagp
\lTpo_ IjGGleVBHi
ke IRPACG`Cg
\_RVBFoE` nNlR`
C_D CgR
IHQjG^_Ef CBGf
Snh \MG
CG_U Iq
U $
\S`I^SGJmG \QjQ`\_A\afQWeTp
\hQWM \TpM_leVB[fCiS\TpM
\TOT_EAQf \MLYlRAllp
\TQ^cV IRAQ`\_RV
oXmLW CXmGWmGW
C_L_WWcL_WcL_c RH
\TX CGf]lpClpC
C R
\SGQUfQ ISBZMPUmQ
CG_E \TQfWRC
IRAllQfYMLKlji CGf]lpClp
CZR \fMG^Z
H]\ShIl I
\SGp]OTkL_ \__
\MrOTP $
\amQkijOrpYalHTQQG \aEApYM
IRWEhTU IN`INGhUP
IAlHQPf IHQAQf
UC_EUQ I
IHQAQ IAlHQP
CGVBB oXmLWL
Ie`\ IjGGeZ
CXilp CDpTTTc
ISG C
$ \QPAINUA`C
CgKdK c^
\aE K\Q
\TQfW aCegI
C $
OCX CXmkWmGW
Ij`\ \_V[\oWFED\hQjRW
CDpT CXLRpn
IAhTA CGP[CppiPDiDq[fUZZZZZZZ
R CG_m_A\SGQQiMDi_UXVRY
INGGBMEf]p]QfMf]lQ`CgSMfSpXqFU CSQiWWi
IhUX_ IAh
BIZ^nLPA Ij`
Tll \Tl
C_ERVBFo ISrallllQFML_Wc
CXmGW _]X
INiMUagpUgpUgpUgp HaagpUgpUgpUgp
ISrQPFYEiP \aCAifle
IShqIkkkEEkkEkEkEkkEEkEkEEk \apfMhqIkkIkp
\__C C_WU_
]baEjGQ Ij`\TQA\_
Z\PfrZ CgSM`rZ
IRjQP[ bSrQ
L IjGLmSUA`C
IHMG IjWfmSGL
IRAOTRV[ ICjO
IShqIkkkEEkkEkEkEkkEEkEkEEkE M
ISQDif CEXYV\SPFUAIeI
\pr[ C
HaagpU CGfL`WSLa
Ik I
\SiM TF
IPiMf]lpff_fYS`ISLP \TpWh
CSQiWWi CG
C_WYEa[fUZZX \TllQ
CXLRpTTTTTT CLRpTTT
\_RVBFoE` nNlR`
G $
CZR ICD
CEYP CgSSf_AIHWSH
IEjfZgpSeG_SGGSDY \MGZffQP
IjGQ YqG
\WlOhTA\cp IjGrOTP[
CDpT CXLRpn
\iabWE \SG
E \QPDqBfp
\MhBACDpTT CXLRpnTTTTTT
CXLRpTTTTTTTTTT CLRpTTTT
\hQW \TpM_leVB[fCiS\Tp
]glp]pr CEAHGjKGp^jJppLKGpkjZGqbiWB
\MG Snh
C_L_cL_cL_ IHTpr_L_cL_c`L_cL_cL_cL_B
\TpagpOpUg C_EU
INGL^GVW\eTQDiRVBFnFCZ Ij`CZ
HaagpUgpUg \aEWha`UgpUg
IhlHMrQ_TAipij CGmM
CGOPBV[BUE \Sir_SSIRPP
$ IhfTp
IhCGr F__UlVZZZZZXQi]
CEiWU JC_EDiXm`PCZl
\fMG^ CgSM`r
CGRVRiDqHPMFYXmGSWBmkWopTT CXmkWLRpTTT
IRAllQfYMLKlji CGf]lpClp
\TlpY_`IHQP \_`CMRi
$ IHMhUcI
\aUZX`IjiMQG U
Ie`\jQllQ \QAQ
INGL^GVW\eTQDiRVBFnF Ij`
\MLf_ \SiCOTP[
Ih IAh
CG_E IPiMf]lpff_fYS`ISL
\bWP_ IHTlpCOTV
IEjfZgpSeG_SGGSDYV C_EV
CZR \QAIlprXiRRR
Ij IjU
CgS_EUTA`CGUUZZXfY EIH
IhfM m\[_U
CgSM`r \fMG^
CXLRpIT CXLRpTTTT
\MhUcU\LVPPcUc OBBD
IRjh \TlGS\S`D\S`\QPPHXYV
IBMRQABpVDifrg Ij`CgK]
EIH CgS_EUTA`CGUUZZXfY
Ih XMQC
IeAC IHfTQ`C
\Si]pY__fQW^Z ITSQPFYZ
\S`C_L_WWWcL_ \_fgWL_L_
MRNjLf CGUU
\TpWSRQAll CQrpCOTnf]
\T IdIZ`ITl
CZRPR IN`\amQWYZ
IRjh \TlGS\S`D\S`\QPPHXYV
\_VA\YZ CZ
IHQAQfY IAlHQPfY
IhmQP`C \_A^E
\TQ_fS`IRP IEjfZgpSeG_SGGSDY
QAlp]G]pYQ \QPUC`Ie_E
HSP IhEP_CG
IkN IN
\SGQUfQ [SGm_
O $
CXmkWoTTTXT CGP
\QPQUA \QKLTA
\QWYXLRpT CG_DYp
C_L_cL_WcL_Wc \MOreL
INGGo]LpfEPRV IRjQDYV
C k
C_SWRW W
\MhU\hIYDpTT CDp
\QWZWRAQQG _
ISG f
\S`\QAlQ`CGQUAU \GUP
CDpTT CXLRpnT
\Tp]lprXi CEifWUA\`BbQWAErpSCZ
IRWeSGLf CGm
IeQi IhlH_VRqFBMWU
\cPn`\Q_ \aC`IN`\a
CXmkWoTTTXT IRAQ`\_RVB
\QEeFK]S_E IRjQ
\SiWNiClppPiPHe IjGGBMbQPP[pe
gT IjGGZrG
IhlH_VRqFBMWU IeQi
\Sir_SSIRPP[ INp
CXL \_VA\YZRp
CZ \S`CRZ
ISBZMPUmQ \SGQUfQ
I CgKe
I C[Dpl
CGfClOTPF^X CXmGWV
Iji I
\a CXRWha
CGQ INX_UlA
\MRQWSQ`CG` eCXm
CDp CXpTTT
CGQUA`D \TpW
\aC`IN`\a \cPn`\Q_
I CGOPBV[BUE[
CGffUZZZZ G\L
]glp]pr CEAHGjKGp^jJppLKGpkjZGqbiWB
V\ \QjGF\TQA\
\SG \iabWE
C_EfM_lHS`CX dX`
IRPACG`C mC
\cPn`\Q_C\A CG_mMrOTQ\A
$ C_SWR
BS $
YSRLD IRAOTRV[
\aC`IN`\a \cPn`\Q_
NASGrp Iji
OJXmklWP CGfrX
\TpfmMLDgpUgp IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\gpUgp
IjUGR C_WF\aCUAGBb
IHQPAIj]ipPYVBHXYVBBQ \SUA
CXmGWopTTT \ama^EWMED
\U C_We
dX` \S`CX
\_fgWL_ \S`C_L_WWWc
Q\KLrN \_f
IPFMLXf CGRV[\EQAC_L_cL_WcL_cL_cL_
V\S \SUAGhIlH_Q
$ YqGA
\__C \QW
CEHO \QAQRV
\_`CMRiAC \_A\Sir
nNlR` \_RVBFoE`
CG_mMrOTQ\A IHQPAIj]ipPYVBHXYVBBQ\
\_V\lN` BIZ^nLPA
CXL Cp
\MQVBBDqFBML ISrallllQFML_WcL
IhDgp IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\gpUgpUgpUgp
CGDHFlcjiM IN`\a
Ie_m_Q\A \cPn`\Q_C\A
Ij` INGL^GVW\eTQDiRVBFnF
\_VA\YZRpR CXLR
\MhU\hIY CgRWVXi`C
\__ag Haag
\bWP_ IHTlpCOTV
\QjhI^gREP[rEeRL_c \_fgWL_L_cL_cL_WWc
IRjhqIEEkE \aEWeaCARjhqA
\TQ`\T UK
Ij \G_
CG_DY \QjQACXo
\S`CRZ CZ
nNlR \_RVBFoE
IN`\aU CGDHFlcjiMU
$ \QWl
fC_S]QPF]Rf IN`\_fWHTQ`
\aUZX`IjiMQG U
\_`\__ CgRflLU
$ O
Ie`\jQll \QA
\afS IjU
\QA Ie`\jQll
IqX \SGhU\VP\
\cPn`\Q_ \aC`IN`\a
IeHC \_DqB`IRWFC
CX CZpR
\MGVP IEjfZgpSeG_SGGSD
CZ \QAIlprXiRR
IjipP k_oDb\o
IHMGSRV \T`lOTR
UC C
\QApMV[ ISGZiQV[
CZpR CG_DY
IHTl IN`IRPRV[BBDi`MGE
CZpRpTT \S`CRZpRp
C_WoL C_L_WWcL_c
IRAOTRV[ ICjO
I Ik
_PFFIe`_IH_ IRP`\MrllQRV\ZLfWBMSM
KCXmGW IN
BSC C
C_WMS \Tq
IjU \afS
CgS_Wh IAlHQPfY
\MhU\hIYDpT CDpTTT
CG \
IjGQUE \Y
$ O
IeUl CgSMfS
C_L^__qc CgS_L_WcL_c
H CZRR
Z IH_`CXi
\apfMhqIkkIkp IShqIkkkEEkkEkEkEkkEEkEkEEk
IN`\aU CGDHFlcjiMU
Q IjGLmSUA`C
\VQ ISBbQjG^GRV\BBZYQApfE
IRj \Q
\aC`IN`\a \cPn`\Q_
Tll \_UEA
_PFFIe`_IH_ IRP`\MrllQRV\ZLfWBMSM
C_ IHaE^lpfgQfQ
IeQ`IjF Ij
Cp CXL
CEiP YqG
IdIZ`ITl IHT
IeRV[\U \\
\amTpO_DiUTAGrOT`IH_` CG`
I Ik
\afQW _G
IHMQfrAZpR \TpL`MPFFIRWYZl
CEHO \QAQRV
N`\EQmWoW^E CE
C BSC
C_L_cL_WcL_ ISrallllQFML_
\TOTDqYhMrllpS\lafg \TQAIj
C_L_WWcL_Wc IPFMLXfWc
\Tp]lprXi \YI]aACEY`OCZ
C__cLW\cqL_WcL_WWWWWT C_L_cL_WcL_WWW
CXmGWm CX`F
R CGV\^
CGQiNGRQjhqkHEW \SGhqIk
C_WMS IaU
I IShIY
IN`\aUZ CGDHFlcjiMUZ
IAh Ih
IBMRQABpVDifrg Ij`CgK]
\QAQRV Ie`\jQllQRV
\MQWHWSPF IRWlh
C_SSC_WE Ij`\_fWG
IRW f
\QAQRV Ie`\jQllQRV
CGPHX CSQiWW
CGUi]OTV IN`\TppYRV[RiV
\_ IRW
\QAlOT \TpJQcZH
CEe VCgKd
mC C_WY
IN \QPimS
GV CXLRpTTTTTTTTTTTTTT
CZpR CpR
C_L_WWcL_c_W \TQfSC_L_WcL_
IRAll F__UlVZZZZZXQi]l
CG_U Iq
IRj IZB
CEeRSlQmP[qXqFYg CG`Cg
INiMU Ha
Ie`\jQllQRV \QAQRV
kj $
Z CXiRRR
c^ CEeKT
O \Sir
aCegI \TQfW
\SGrlQDiUmOTPHiWURVRqBPFM CG`Cg
\Tq C_WMS
CXLRpnTTTTTTTTTTTT ISGYXLRpTTTT
\_`CEOBFEGB^Xip CZ
IEjfZgpSeG_SGGSDYV IeV
IhlH_VRqFBMWU IeQi
\QA IN
H \TQQGB
\_fgWL_L_cL_cL_WWcL C_L_WWWcL_WWWcL
CXmGWm _]Xm
C_SL`rXi CZRPRR
\MhU\hIY CgRWVXi`C
INGQP[fTAGQU`Ug IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\gpUgpUgpUg
IhmS \lQPhEQq
CT \QWVAp
C_L_WWcL_c_ C_L_cL_cL_WWcL_cL_cL_WWWWcL_WcL_W
IjGLf nNlR`\
\S`\ CGUC`
\TlGS\S`D\S`\QPPHXYV IHMh
\QAj \aUZX_Ci
\SUA\AAf \_Q\
CZpRpTTT INGL^GVW\eTQDiRVBFnFCZRlp
\MRQ \MrlCTV\Z]Q_ilRjBbh
\TTRVB[fD CGfL`WSLagpUgpU
ISrOTV[ \_eRV
Y IN
C_WMS \Tq
\QAlOT \TpJQcZH
XMQC \MQPBU
CEXqFMSfCi IAlHQPf
\rRVRqHR \QW
CgSloK CKo
Iq CG_U
\QKL C_WBVY_
IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\gpUgp \_QUA`\QP_`
HQrTQP \QWVAp
IhTAUAipXqH I`GhGpZ
\_fgWL_L \S`C_L_WWWcL
IhmQPfpiA hX
\iabWE C_WhSUAUAUAG
$ INGL^GVW\eTQDiRVBFnF
IRAlpWN\AAAAAAA IcN
k_oDb\o \SUA
CGUU MRNjLf
\MQfSC_S]llOTQ`CG_`Ugp\ ISrQU
IEjfZgpSeG_SGGSD \MGVP
\_ IHQAlpL`p
OC C
\_P[Lf \ama^EWM
$ C
CgRSr_EA\MRQ IjCiB\
IHMGSRV C_f[MV
IH_QU C_SpcIUA
IhfM]b IeQGR
ISGZiQ \QApM
F__UlVZZZZZXQi]l IRAll
IRjrlX IeRVBB`IR
IRWeSGLf CGm
Tl \Tlll
\_V[\oWFED\hQjRWQ CG`Ie
\MrpCQ IR
\TlpY_`IHQPA \_`CMRiA
\QPA fC_S]QPF]Rf
CXLRpnT CXLRp
O \QApr
\_`CMRiA \TlpY_`IHQPA
Ie IRjQDiRV[RHPqBP[YGP
CX CXil
\Qj RQPIS
CGDHFlcjiM IN`\a
\MrOTP $
\TOTDqYhMrllpS\lafg \TQAIj
\QAOTQG \QQ
IRAllO F__UlVZZZZZXQi]lO
CSQiWWi IRAllp]OT
_PFFIe`_IH_ IRP`\MrllQRV\ZLfWBMSM
Snh \MG
\QAlOTU \TpJQcZHU
\TQfWRC CG_E
IjU IhC
CZR \_VA\YZR
CDpTT CXLRpnT
CXiRRR Z
CSQiWWi \TOT
INiMUag IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\g
\QKLTA IN
CXLRpnTTT CXLRpTT
\TpfmMLDgpUg IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\gpUg
OCX CX
IRWME_agpUgpUgpUgpUg IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\gpUgpUg
IHQWl T
CgRWVXi`C \MhU\hIY
\TQfSC_L_W C_L^__q
I CGPB
C_ \TiOTU
\amTpO_DiUTAGrOT`IH_` IhmQP`
Z \TlppAqbiWBA
\Sir O
Haa INiMUa
HaagpUgpU \TQ_agpU
\QPim IeQGrQA\
\_U`UgpUgp \M
CXi^pRpDTR CDp
\_VB $
C_WoL C_L_WWcL_c
\TQQG \Qr
INirfTAGB INGB
IRjB \QAIlprXiRRRRRR
\MOreLL \MGBEQRVBB`C_L
IRPACG`C mC
Ie YqG
\amMG^ fC_S]QPF]RfC
C_L_cL C_L^__qcL
\aEWeaCARjhqA IRjhqIEEkE
\iLfEi Ie
\_RV $
L IjGLmSUA`C
\_fgWL_L_cL_ \S`C_L_WWWcL_cL_
INGL^GVW\eTQDiRVBFnFCZRl CD
dI C_We
IhEAl C_WeMe
MRNjLfZ CGUUZ
CXmGWV ISrlQ`CXmkW
C_WF\aCUAG CGmM
M IHMhUcI
oXmL CXmGWmG
\QPim IeQGrQA\
\Qme \MGUA\
\q IRAOTffEAO
CGfMQUASUAUAUAUA \_
\TpM_leVB[fCiS\TpM \hQWM
IN`\aU CGDHFlcjiMU
CgRS]p I_S
C_SSC_WEr Ij`\_fWGr
PMBZ IHQWMWEB
\__ Ha
CZRRR INGL^GVW\eTQDiRVBFnFCZR
\QW \__C
ISQ Ic
IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\gpU \aEWha`U
C_We \_CAUiHj
\aTAGrp]OT`C_W G
CG \
CGUi]OT IN`\TppYRV[Ri
ISrOTV[ \_eRV
fC_S]QPF]RfC \amMG^
CXLRp CXLRpnTTTT
IHT m\[_U
CXLRpTTTT CXLRpnTTTTT
\QAQ Ie`\jQllQ
IHQAlpL`p IjGQ
_SYSi C_S
Snh \MG
nNlR`\ \QP_EWh
$ \_VB
IHS`CEAHGpkqZBrpp \TpSCXipROZT
[SGm_ \SGQUfQ
\S`C_L_WWWcL \_fgWL_L
I IShIY
ISBb IHMXR
\S`CRZ CZ
ING \Qr
\SGrOT_mQWYDp CXmGWob
IRAll F__UlVZZZZZXQi]l
\aph \Sif
\TlpY_`IHQPAC \TpYTpfWRAQ`C
\S KCXmGW
$ \QPAINUA`C
\ama^EWM \_P[Lf
IhUgp \a`
\SiCTPFUDqFSfWR C_WhQ
IhlH_VRqFBMWU IeQi
\afMRo IRAlpYaE
V\ \QjGF\TQA\
HgK CEeKT
W\QAjG^GQ`\[hcBkgRi IHTlOT
\aC`IN`\a \cPn`\Q_
_SYSi C_S
\SiL`S\MQ \TlGS\S`D\S`\QPPHXY
\QMnQVRqH ISrlOTAI
n \SiM`
$ \_Uf
IH_V\eQWL INGQP[fTAGQU
nNlR \_RVBFoE
QAlp]G]pYQ \SGGVijRQ
\_VBH bhIN`C_S`foVWYE
\TOTDqYhMrllpS\lafg \aC
C_W B
Xn CZp
MRNjLf CGUU
INGL^GVW\eTQDiRVBFnFC C
$ U
INX_UlA IN
IePF^Xo CGRVRiDqHPMFYXmGSWBmkWo
IHQWY_L_cL_ IHTpr_L_cL_c`L_cL_cL_cL_B
\aC`IN`\aC\AAAAAA \SA
Hg CgKd
\TQ`\M \K
C_L_WWWWcL_Wc C_B_cL_cL_cL_WcB
CGP[M_`UgpUgp \aDgpUgpUgpUgpgUgpUgpUgYpUgp
\M \_U`UgpUgp
CLR CgRWVXi`CD
\_fgWL_L_ \S`C_L_WWWcL_
IS \afMRoj
IEjfZgpSeG_SGGSDY \MGZffQP
C_E`\QW^ ITSQPFY
ISB IhfM]
^ISITA`\MRQWB C_
mCg C_WYg
N`\EQmWoW^ C
IpiSI CGA\__l
\M \_U`UgpUgp
\iLfEi IHTlQ
IpiS \S`
` \SUA
\TOTA G
\TX IHQA
CEXifYQAQD CEXqHo
\S`C_L_WWWcL_cL \_fgWL_L_cL
j \QjGF\TQA\S
CDpT CXLRpnTTTTTT
\S\A_ IN\AAAAA
CXLRpnTTTTT CXLRpTTTT
IRAQ`\_R \TR_
INirDpTT ZpNHN
\S`CX dX`
IPFMLXfWc CGRV[\EQAC_L_cL_WcL_cL_cL_Wc
IjWfmSGL CgS_EUTA`CGUUZZXfYa
F__UlVZZZZZXQi]l IRAll
C_EU \iLfEi_
\QWeTl C_WeMe
IN`CGUmQ INGGo]LpfE
\_fgWL_L_cL_cL_ C_L_WW
C_L^__qc C_L_cL_WWWWcL_cL_WWc
C_L_WcL_cL_WcL_WcL \_fgWL_L_cL_cL
I]R[ \
IRjQDiRV[RHPqBP[YGPR IRAQ
\T U\T
\rRVRqHR \QW
\QAQRV Ie`\jQllQRV
IN`\TppYRV[Ri INGGo]LpfEPR
C_E $
C_]EmTOT`\_PH IShIYE
IRWeSGLfM CGmM
\aEAOTfMUC \QKLTA
IHML`UgpUgp IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\gpUgpUgp
\QPfr IeHC
\MhU\hIYDp \MhBACDpTTT
IRP`\MrllQRV\ZLfWBMSM R
]baEjGQ \QAOT
Ie`\jQllQ \QAQ
\QWUQ`CGRVBFZCQQU aT
YqG \TQ
\__C \a
UNV \QWUQ`CGRVBFZCQQ
\M eQI
` CG_m_A\S
CG`OZMiOT C_EVRY
Z IH_`CXi
\S`C_L_WWWcL_cL \_fgWL_L_cL
\TpW I\
$ kj
QI \SiWRP`I
IeHC \_DqB`IRWFC
G \aTAGrp]OT`C_W
CgK $
I CGPB
CGA\__l IpiSI
IRAllQfYMLKlji CGf]lpClp
\SCGQ \_
Iji \WS
Ij IT
IRP \\
INiYCMhIM C
CXRWhaE IjGGleVBHi
IHTll \_RVRYV\Vr_Di
IN`INGhUP IRWEhTU
IRAllO F__UlVZZZZZXQi]lO
CXmGW _]X
\ACSa C_WFCDpT
[\MRQ IeRVBB`IR
HaagpUgpUgpUgpUgpUg \aTAGQUagpUg
\K IeRV[\UV
\ $
IRPACG` m
\SGp]OTkL_ \aEWlh
oXmL CXmGWmG
\QAlOT \TpJQcZH
\S`C_L_WWWcL_ \_fgWL_L_
$ U
CGffUZZZZ G\L
\QEeFK]S_E IRjQ
IeHC \QPfr
IeUUX`C_EQiSCGVBFoWSRVBFF\S \TOTDqYhMrllpS\lafg
f C_We
CZlpTTPTTT CDpTTTT
SHEMI C_EUC`\MQQ`IRWUV\ZCpSCEYR
\_U`UgpUgp \M
CXmGWi ITSQPFYZ
$ U
\amTpO_DiUTAGrOT`IH_ IhmQP
$ G
IjGrOTP[ \WlOhTA\cp
\_ CBG
\_P[S\QAQ Y
IhCGr F__UlVZZZZZXQi]
IHQAQfY IAlHQPfY
I CgKe
CpRpTTT CXipRpTT
S Ij
CEAHGqZBoHGHGHGjngqZB QN
f C_We
CgKe I
CEHO \QAQRV
\TQ`IN`CGW \MrlpflN`\MhIe_
CgRERV\^gS_W G
L IjGLmSUA`C
CZRR INGL^GVW\eTQDiRVBFnFCZ
CLR CZl
C_EfM_lHS`CX dX`
IHTOTf]QUE \MrlCTV\Z]Q_ilRjBbh
\amQkijOrpYalHTQQGB \MB
\BMLC`INiro \TlOTRV[\^
\MhU\hIYDpTT \MhBACDpTTTTT
IhlRjrOT`C \YI]aACEY`OC
C R
\TOTAI GI
C_ \TiOTU
$ \_VB
C_L^__q CgS_L_WcL_
\Tq C_WMS
C_WY mC
IH_V\eQWL` \SiClOTVRq[WHaDgpUgpUgpUgpUgpUgp
CXp CZpRp
mC IRPACG`C
\QApMQ`IRWUj \TOTU
INGGo]LpfE IN`CGUmQ
CXmGWm CX`F
Ie_m_Q \cPn`\Q_C
C_W ^ISITA`\MRQWBW
\T IeV[\ZrlpLfE_UX_UZRZX_rT
C_WBVY_TAU IjUAGrAAA
m\[_U IS
CGVRiBU CEijQfWRjB
\QP EIWeM
Iji NASGrp
IN\Air CG`C
C_WBVY_ \QKL
\_P[LfE C\a`C
\QPfr IeHC
QAlp]G]pYQ \QPUC`Ie_E
IHQPAIj]ipPYVBHXYVBBQ \SUA
IRjQDiRV[RHPqBP[YG IN`CGUmQ
\ab \SiM
IShIY I
\TQ_fS`IRPV IEjfZgpSeG_SGGSDYV
CEiWU JC_EDiXm`PCZl
IeQiA\ IShBRV\ZpiWe
IAh Ih
IHTlOTD X\_VYV
IeA\S UNV
CYGR INGLfaCGG^Z
CXil UCX^o
$ G
IHTlQ IN`IRPRV[BBDi`MGEQ
\TQ^c IRAQ`\_R
EIHa CgS_EUTA`CGUUZZXfYa
ITSQPFY \Si]pY__fQW^
IgaTmLC IhlRPffm_QifU
Iji \S`I^SGJmG
\Tqr Ij`CgK]S
EIHa CG_
C_WoL C_L_WWcL_c
\Q CG
IRAllQfYMLKlji CGf]lpClp
\QPfr IeHC
CZ \_VA\YZ
\aEW[C\T IjGQUEPD
IRjhqIEEkE \aEWeaCARjhqA
\_DqB`IRWF IeH
INiMUagpUgpUgpUgpUgpU IhUgpU
ISQDif CEXYV\SPFUAIeI
UK INiYTl
\MhU\hIYDpTT ISGYXLRpT
IRjQ \QEeFK]S_E
HafgL \TOTUDgpUg
C_L^__q CgS_L_
C_L_cL_cL_WWcL_cL_cL_WWWWcL_WcL_W C_L_WWcL_c_
IRAppijGZMQiC afWOfK]l
IN`IRPRV[BBDi`MGE IHTl
BS $
IeUT aT
ISrQPFYEiP \aCAifle
\_P[rDpTTT IWaC`MrFMfrDpn
CXmGWV CXmGW
IH_P[flNG U
YSRLD IRAOTRV[
CpR CXLR
\TcllOhlf]pYMQ`\ Ij`\a
HB ISrQPFYEiP
CEHO \QAQRV
\Q CG
C_WYEa[fUZZXV \QAQV
\TlGS\S`D\S`\QPPHXY \SiL`S\MQ
C_ \TiOTU
IH_V\eQWL`Ugp \MhB_`
Uh IHMh
CGPHiA CgE
\TlpY_`IHQP \_`CMRi
IHTQQUAGGoL_cL_WcL_WWWWWWcL_ C_L_WWcL_c_WW
\TQ_agpUg IefWSBbQjGZfEWEYBUlRWVO[\ZWhagp\gpUgpUg
ISrOTV[ IPWB
IShqIkkkEEkkEkEkEkkEEkEkEEk \apfMhqIkkIkp
\TprD fCX\
IRWMfE \QjhB_EWhTpr
\_eRV \alRPP
CGAIRApLfL_WcL_ ISrallllQFML_W
\Si]pY__fQW^ZpR C\GRl
n \_V\lN`\
\MGUA\ \Qme
Iji \WS
CEXqFMSfCi IAlHQPf
CXmGWV ISrlQ`CXmkW
IHTl IN`IRPRV[BBDi`MGE
C_L_cL_cL_cL_cL IHTpr_L_cL_c`L_cL_cL_cL_BcL_cL
$ kj
\_DqB`IRWFC IeHC
dX` C_EfM_lHS`CX
CS Ij`CX
IRAlpWN\AAAAAAA \aTAM
\SiWNiClppPiPHe CKod
CXmGWmG oXmL
CgRWVXi`CD \MhU\hIYD
\M INirfTAG
\afM RQPIS
IR IhEWEQV\hTlOT
IAlHQP IHQAQ
IHMQ CGP
\S`C_L_WWWcL_cL_ \_fgWL_L_cL_
I \QP
IRWeSGLf CGm
IHQPAIj]ipPYVBHXYVBBQ\AAAA \alSGFCEPqBAIN\AAAAA
VJ \S`CZR
CgSM`r Z\Pfr
\Tlll Tl
CD_ CXLR
C_ IHaE^lpfgQfQ
\MLlN` \YI]aACEY`O
IN`\SGBb M
CGm IRWeSGLf
\lQPhEQqG \MhIeQj
CEYfMACG_`UgpUgpUgpUgpUgpUgpUgpU Ie_UX`TMrVUIp
\DQ IH_UfMhU\V
\TpW YI
\M Ij`\_fWGr
CZlpTTPTTT CXLRpTTTTT
IN`\a CGDHFlcjiM
\TQfSC_L_W C_L^__q
C_L_cL_cL_cL IHTpr_L_cL_c`L_cL_cL_cL_BcL
\S`C_L_WWWcL_c \_fgWL_L_c
IhlHMrQ_TAipij CGmM
YIhW \TQPBA\TlpLoRWVeS
C_E`\QW^Z ITSQPFYZ
CGQ`\__fS\ \SUA\AAf
\MG Snh
C_L_cL ISrallllQFML_WcL
