21398
BBABAABAAABAAA BBBABBAAABAA
BABBAABAABAABBBAAABAAAABBABABABBBABBBABBBABAA BAAABB
BBA BABABAABBBABBABABABA
BABBAABAABAABBBAAABAAAABBABABABBBABBBABBBABAAB BABBBABBABABAABABBA
BAABAAAABBBBA BAAAABABBBA
BAAB ABBBBABBA
ABABAAA AAAB
BBABBAAAAB BBABABBBBBABBBBABAABBBABABABABAAAA
A BABBABBAABABAAAB
AAABBAABBBABBABABBABB ABBBBAB
BABABBBBBBAABBABBA BABBAA
BAAAA BAAB
BABAABBAABAA BBABABAAAA
BAABBABAABBAAB BABABBBAABA
BBABABAAAAAAA BABAABBAABAAAAA
BBABBABAAB BBABBA
BA BABA
A AB
BAABBBBAABBBBAABAABBBBB BAAAABAABABBBABB
BAA BBAB
BAAAABABBAAB BABBABA
BBAAABAB AB
BBABBAA AABAB
BBABABAAABBAAA BBABBAABAAAABAAABAABAABAAA
BBABAAAAABAAAABAAAAABAAABAAAA $
BBBABABBBBAA ABBABB
BA BBABAAB
BBABAAABAABAAAAAA AAA
BAABBBABABBBBBABBAAAABBBBABBBBABAAABBAAABAAB AAABAA
BAA $
BABBB ABB
BABABBBBBBAABBAB BABBABBBABBB
BAAB BABBBBBBABBABBA
BABABAABBBABBABABABAB BBAB
BABABAABBABBBABAABABABBABABBBAAABABBABA ABBBBBAAAABBAAB
BAAAABABBAAB BABBABA
BBB BBBBAABABA
BABABAABBBABAB AB
BABBBAAB $
BBABAB B
BAABBAABBBB BAAAAABBABA
BAAABAAB AAA
B BABABBABBBB
BAABB BAABBAABAAAABABAAB
BBAABA BBABABAABAAABAABAAABAAABAAABAAAAAABAAABAAAABA
BBBAB B
ABABBABB AB
BAAAAB BABBAABABB
ABBBBABBBAABBA B
BAABAB BBABBAB
AAA BAABABBABAABAAAABAA
BABABBBABBAAABBBBBBBBBBAAAAAAABAAA BBABAAAABAABA
ABBAAA B
BAAABABAB BBBBAAABAAB
BAABAABABBAABBBBAABAABBBAABABBB AABBBA
A BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAAB
BAAABABAABABABB BBABBAAB
$ BAA
BBABABBBBBBBABAA BABBBBBABAB
AABBAAAB BAAABBABAABABBAB
ABBAAAA BBBBAAB
AAABBAB BAABBABAABBAA
BBABAABAABAABAAB BBABBBAABAAABBABAAAABA
AAABB AAAAABAABABAABBBA
BAAAB BABABBBAABAA
BABABABAAAAB BAAABBA
ABBABA BAABABABBA
BBABAAAABAABAAABABAB BAAAABBBBBABBABBBBBABBABABABABAABAAAA
AABBA ABBAA
BBABBAA BBAABAAAAAA
AABBBABAABABAAAABAABBBA BAAABABAAABBBABABABB
BBABBAAABAAABAAAAABAAB BBABAABAABAABAA
BABABABAAAAABAB AAAAB
ABAAB BAABBABABAA
B $
BB AB
BABBAAABBBABB BAABAAABB
BBBA BB
BBABBAABAAABAABAABAA BBBAB
BBABBAAAAAA AABB
AABBBAB BABABABBAABBABBBABBABBAA
AAABAB BAABBAAAAAAABBABBBAABABBBABABBBABAAA
BBABBAABAAA BAAB
BABBAABAABAABBBAAABAAAABBABABABBBABBBABBBABA BBABB
BBABAABAABAABAAA BB
AAABBA BBBABAA
BB ABA
BAB A
BAAABABBBABAABBAABA $
BAABABAB BBAABBAAAAAABAAABAAAAAABAAAA
BAABABAB BBAABBAAAAAABAAABAAAAAABAAAA
ABBB ABBAABAABABBBBB
BABABBABBABB BBBAAABAABBBBBBBAABABBBABBABBBAABBBBABBBAA
BABABAABBABBBABAABABABBABABBBAAABABBABA BABABABAAAAABABBBAB
BBABB BAAB
BAABBABAABBA ABBAABBABAAA
AABBBA BAABAABABBAABBBBAABAABBBAABABBB
BBABABABAABAAABAABAABBAA BAABABABAABAA
BBABABAAABBAAABAA BBABBAABAAAABAAABAABAABAAABAA
A BBBBABBBABABA
$ BABB
BBAABBAAAAAABAAABAAAAAABAAAA BAABABAB
$ BABBBAABAABAAAABABBB
BABBBBABBBABABBBBAB BABBBABBABAB
AAB BAABBBABBAABBBAABBABABBBABBAABAABBABAABBABABABBBAAABAABBAAABBAA
BAABBAAA ABBB
BB BBAA
BABBA A
BBBAAABAABBBBBBBAABABBBABBABBBAABBBBABBBAABBBA BABBBBABBBABABBBB
BAB ABAAA
BAAAABBAB AABB
B BBAABA
BAABAAA BABBAAABBBA
BABABBABA AAABA
BBBABBBBB BA
B BAAABABBBABAABBAABA
BBABABAAAAAAAAAB BABAABBAABAAAAAAAB
AAAA BABABABAAAAABA
A $
BAAAAAAAABAABABBB BAAB
BABBAAAA BBABAAB
BABABBBBBAABBBBABAA BBBBBAAA
ABAABA BAABAB
BAABA BBABABAABAAAAABAABAABAAABAAAABAAB
BABBAA BABABBBBBBAABBABBA
BBABBABA BABABABAAAAABBAABB
BBBAB BBBABABBBBAA
BABBAABAABB AAAAAAAAAAA
BBABAAAAABAABAA BAA
BABAABBAABAAAAAA BBABABAAAAAAAA
BAABABBAABBB BABBABBABBBBBA
BABA BA
ABBBBBA BABBAAAAAABBABBB
BAAABABAAABBBABABA BAAAABB
ABBBBABAAAB BAAA
A BABBABBAABABAAAB
ABBBBB AABB
BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAABBA ABA
AB BBB
BA AABBB
BAABBABABABBAABAAB BBABBBAABAAABBABAAAAB
BABA BBBBB
BBABA $
BAABBABBAA BABABBBABBAAABBBBBBBBBBAAAAAAABAAAAABA
B BABBABABBBABBABB
BAABAA ABBBB
B ABBAAA
BAABA BBABABAABAAAAABAABAABAAABAAAABAAB
BBBA ABBAABBABAAAAA
BBABBABAABAAA AABAABB
BABBABBBABBBBABAABB AAAAAAAAAAA
BBB ABBBBBABAABAA
ABAAABBABBBAABAABAAAB AABB
A AAAAB
B BBAB
BBBABABBBA BABABBABAABABB
BBABAAA BAAABABAABABABBAAB
B ABAAB
BABBBBBBAA AAAABB
BABBBAABAABAAAABABBBBABAB BABAB
BBABABBBBBABBBBABAABBBABABABABAAAAAABAA BBABBAAABAABAABAAA
BAABBAAAAAAABBABBBAABABBBABABBBABAAA AAABAB
BBABBAABAAAABAAABAABAABAAAB BAABAAA
A BBB
BAAAABAAABBABBBBAABABBBBABAAABBBBBABBBBBBAABAABA $
BB AAB
BBBBAABBAAAAAAAAA AA
BABBBAABAABAAAABABBBBABAB BABAB
BABBBB ABBB
BBBABAAAABAA BBABAAABAAAABA
ABAA ABAAABA
BAABBBBABABABAAAABAA BBBABAAAA
$ BBBA
ABABBABBAAA BABABAA
BBBAB AAAAAA
BABBBAAAABBABBABBAAB A
BBB BBBB
BBABBAABAAAABAAABAABAABA BBABABAAABBA
BABBBBAABABBAABBBAAB BAA
BABBABBBABBB BABABBBBBBAABBAB
BBAAB BB
BBABBBAAABBAABB ABBABAABAA
BBABABAABAABAAAA BBAABBAAAAAABAAABAAAAAABAA
BBAAABA BBABBAAB
$ BABAB
BABABABBABBBABBBBAABABBBBBBBBABABABAAAAAAAABAA BBAABAAA
BBBAA BABABAABABBA
A BA
AABBBBBAABABAAAABBAB AA
AB A
AAAA BABABABAAAAABA
BBBAAABAABBBBBBBAABABBBABBABBBAABBBBABBBAAB BABABBABBABBB
ABAA BABABBB
ABBB BABBBAAAABBAAAABABAAABBAAABBBABBBBAAABAAB
B BBBBBBAAA
ABBBBABBA BAAB
BBAAB AAABB
AAA BABBBAABAABB
BABAABBBBBBABAABAABBB BABBBBABBABBA
BAAAABBBABBBBBABAAB ABABBBBABBBBAABABAABBABBBABA
BABBA BAAABABABABBAABAAABAAAB
ABBB AABAABA
ABAB AAABB
B ABBBBABBBAABBA
BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAABBAA ABAA
BABBABABBBABBABBBBABA BAABAABABBAABBBBABAABAAABA
ABBBABBBABABA ABBBBB
BABABBBBBA ABBBBB
ABA ABBAAAAAABA
BABBAABABBBABBAABBAAAB AAABAA
BBBABA BBABBAABAABAAABAABAAAAABAAAABAAAAB
BABA BAB
BBBABABBA BAAAB
AA AABBBBBAABABAAAABBAB
BB BABABABAAAAABBA
BABABBBAABAA BAABABAABABABA
BABBABAA BAAAABABBAABA
BAABABBBABBBBBAABBBBBBBB BABABBBAA
BBABABBBBBABBBBABAABBBABABABABAAAAAAB BBABBAAAABAAB
BABBABBAABABBAAAAABAAABAAABBABAABBBAAAAABAAABABABAA BAAABABAABABABBA
ABB AAB
BAAABABAAAA $
BABAB $
B BBBB
BABB BABAB
ABBB BABA
BABABAABABBA BBBAA
BABBBAABAA BAB
BAABAAAABBBBABA BAB
AA BBBAA
BABABABBABBBABBBBAABABBBBBBBBABABABAAAAAAAABA BBAABAA
BAABBBBBA ABAAABBABBBAABAABAAABB
BBABBAA BAA
BABBABBBABBBBAB BABABBBBBBAABBABBAB
$ B
AAA BABABABAAAAAB
BBABABAA BABAABBAAB
BBB BAAABAABBBAA
ABBABBABBBBAABBABBBABBA ABBBABBBABABAA
BBB BBABBAABAABAAA
BABBAABAABAABBBAAABAAAABBABABABBBABBBABBBABA BABABBAB
BABABBA BAABBABAABBB
BBABBAA BBABBABAABA
AAB BB
AAABAA BB
BBBABBBBBB B
A AB
BBABAA AABAABBB
ABA BAB
BBABAABAAAAA BBABABAAABBAAA
$ BBAAAB
BBBBBA BAAABAABBBAABB
BABAABBAABAAAAAA BBABABAAAAAAAA
A BBBAA
BAABBABABAA AAABABBABA
BAABABABBA BABBAAAAAAB
BBBA BABABAABABB
BBBAB BAABBA
AABB ABBBBB
BB BABABBBABBAAABBBBBBBBBBAAAAAAABAAAA
AABBABBBB AABBBBB
BBABAAAABAABAAA BABABBBABBAAABBBBBBBBBBAAAAAAABAAAAA
ABBAAAA BAABABBABAABAAAABAABA
BBBBAAABA BAAABAB
BBBBAAABAABB BABBAABAA
A B
BBBBBBABBBAA BAAAAAAABAAABBABAABABABAABBABBB
B BABBABAAB
$ BABABBABBB
BAAABBBAAABAAABBBBAAA BAAB
BABABAABBBABBABABA B
A AABBBAABABBB
BAB ABBBBBABAABAABB
BABBBAABAABAAAABABBBBABABBAABBA AABBBABBBAABBABABBBBABBBABBABABABBAAAABAAAABABABBABAAA
BBABABAABAABA BAAABABAABABABBAAB
BABAB AA
BBBA BB
ABBAABAABABB A
BBABAAAABAAAABAA AABBAB
$ BBABAAABAABAAA
BAABA BBABBA
BABBAABAB BAAAA
BBBABAB BAAABABBBABAABBAA
AAABBA BBAABA
ABABBBABBB BAAAAABABBBABAABBBBBB
BAABBBABBBAAABABBAABABABBBBABBAABAAAAAABB A
BAABAAABBBB AAB
BB BABABABAAAABA
BAAAABAAABBABBBBAABABBBBABAAABBBBBABBBBBBAABAABA $
BABAB BABBBAABAABAAAABABBBBABAB
BBABAABAAAA BBABABAAABBAA
ABAA ABBAA
BABBBABAAAABABAABABABABAAABA BBAA
ABBBBBAB BABBBAAABB
BAABAAAAAABBBAAAA BBABBBA
BBABB BBAABA
B BBAA
AAAAAB BA
BBBBAABBAAAAAAAA A
$ BABBAAABAABBABA
BAABBAA BBBABABB
BBBAAABAABABABABABBAABAAAABAABAABAAAA ABBBB
BABB $
AABBABABAAB BBABBAAAAABAAAABAABAABAABAAABAABAABAAAAAABAAAAB
BBABBAAAAAABAABAABAAABA BABBAAAA
AABBABB BBBBBA
BB BBABAAAABAAAABAAA
AABBAB BBABAAAABAAAABAA
BAAABABBAAABAAAAAABB BBBABAA
BABABBBABAB ABABB
AAA BAAABAAB
BABABABBAABBABBBABBABBAABB AABBBABBB
A BAABABBABAABAAAAB
BBBAAA AA
BBBAAAA BABABAABABBAAA
AAA ABBAAAABAAAB
BABABBBABBAAABBBBBBBBBBAAAAAAABAAA BBABAAAABAABA
BABBABBAABBBBBABABABAAB BBBBBBABBBA
BABABBBA ABAAA
BAABABABABAABAAAAABAAAAAABAABA BABBAA
ABBBBBABAABAABBA BAAAABBBABBBBBABAABAB
BBAB BABBB
BABABA BBABABAABAAABAAB
BBAB BABA
ABA BAB
BAAABAAAABABBBABAABBBBBAABBBBBABBBABB BBABBBBABABBABBAAABBAAABBBABA
AAAA BAAABBAABB
BABBABB ABBBBABAAABB
ABBBBABAAABB BABBBBABBBBABBBBAAAAAAABB
BAABBBAAABABAAAABBAB BBBABAAAB
BABAABBAABAAAAA BBABABAAAAAAA
B BBABBAAABAA
BAABABBBABBBBBAABBBBBBBBB BABABBBAAB
ABBABBABBBBAABBABBB A
BAAAAABABBBABAABBB $
BAABBBAAABBAABABABAAAAAABAABABAABAB BAAABABBBBABBBBBBBBABBABBAA
BBABABAABAABAAAABAAAABAAABAABAAAB BBAAABAAAAAB
AAABAB BAABBAAAAAAABBABBBAABABBBABABBBABAAA
ABBAABBBABABABAABBA BBABBBAAABBAABBABAB
ABABBAB A
BABABABAAAAB BAAABBA
BABBBAABA BABBBAAAAAAAA
BABABBBBBAABBBBAB BBBBBA
BBABBABAABAA BBABBAAA
ABBAA AAB
BBBAAABAABBBBBBBAABABBBABBABBBAABBBBABBBAABB BABABBABBABBBB
AAB BABAAABABBBBABBA
BABABABBABAABBAB BA
BABBA BABABBBBBBAABBABB
BBBAAABAABBBBBBBAABABBBABBABBBAABBBBABBBAABBB BABABBABBABBBBB
ABBBA BAABBBABAABBB
BAB BBBBBBABBBA
BBAB BAA
$ BABABBABBB
B ABAABBBBAAA
AA BABABB
BAAABBBAAABAAB BABBBABBABABAABABBAA
BBAA BBABABAABAAABAABAAABAAABAAABAAAAAABAAABAAAA
BBA $
ABABAB BBBABAABB
$ A
BABB $
AAA AABBBBBAABABAAAABBABA
BBB BBBBABBBABAB
BBABBAABAAABAAB BBABBBAABAAABBABAA
BABABBA BA
BAABBBBAABBBBAABAABBBBB BAAAABAABABBBABB
BAABBAAAAAAABBABBBAABABBBABABBBABAAA AAABAB
BABABAABBAABBBABAAABAAB BBABBABA
BBABBAAAAB BBABABBBBBABBBBABAABBBABABABABAAAA
$ ABAABBBB
BABBBAABAABBA AABB
BABABABAABB BABA
BABBBAAAAAAA BABBBAAB
BBB BBBBABBBABAB
ABBABAA ABBAAAAABAABAB
AAABABBABABA BABBBBAAABA
$ BABBBABBABABAAB
BBAAABB BBABAABAABA
AAAAABAABABAABBBAAB ABBAAABB
BAB BABBBAABAABAAAABABBBBAB
BABAABBBBBBABAABAABBB BABBBBABBABBA
BAAABBABAABABBABA AABBAAABA
BABAABBAABAAAAA BBABABAAAAAAA
BAA AAABBAB
BABABAABABBAAA BBBAAAA
BABABBB ABAA
ABAABB AAB
BAABAABABBAABBBBABAABAAAB BABBABABBBABBABBBBAB
BAAABABAABABABB BABBABBAABABBAAAAABAAABAAABBABAABBBAAAAABAAABABABA
B BB
ABBAABAABABB A
BBAABBAAAAAABAAABAAAAAABA BBABABAABAABAAA
BABABBBBBAABBBBAB BBBBBA
BAAB A
BBABBAABAAAABAAABAABAABAAABAA BABABABBAAAAAABAAAAABAABAAAABAABAAA
B ABBAAA
BAAAA BABBAABAB
ABBAABAABABB A
BBABAAAABAAAABAAABA BABABBABBABABABBAAABAAABAAB
BABABBBBBAABBBBABA BBBBBAA
AABABA BBABBAAA
BABBABABBBABBAB $
BA AABAAA
BBBABBAAABAA BBABAABAAABAAA
AABAA BAABA
BAAAABAABABBBA BAABBBBAABBBBAABAABBB
BAA BABBBBAABABBAABBBAAB
B ABBAABBABAA
BABABA BBABABAABAAABAAB
BBABBAABAAAAABAABAABAABAAAAB BBAABBAAABAAAABA
BBBABAA BAAABABBAAABAAAAAABB
BBABB BAAB
BBABABA BAB
BBABBAAAA B
BBABABAAAAAAAA BABAABBAABAAAAAA
ABBAABAABABBBB ABB
AB BAB
ABAAA BABABBBA
$ BAAAAAAAABAAB
AABA BAAB
BABABBBBBBAABBAB BABBABBBABBB
BAABABABABAABAABAAABAAABAABAAABAABA BBABABAAABBAAABA
BA $
BAABBAABBBB BAAAAABBABA
ABAA BABABBB
BBA BBBBB
BBBB AB
B BAAAABAABABBBABBA
AB BAB
BAABAAA BABBAAABBBA
B AAA
BABBABBABBBBBA BAABBBBAABBBBAABAABBBBBAB
BABBB ABB
BBBABAABB BBBAABA
BAABA BAABBAABBBB
BBABABAAABAA BABBAAAA
ABBAA AABBA
BBB BBABABAABAABAAAABAAAABAAABAABA
BA $
BBABAAAAABAAAABAAAAABAAABAAAA $
BBB BABBABABBBABBABBBB
BBAAAB BBABABA
ABAA BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAABBAA
B BBBB
BAABB ABBBBABBAB
BBABBAAABAAABAAAAABAAB BBABAAABAAAA
BAA BBAB
AABAAA BA
BAABAAA BABBAAABBBA
BBBBAAAAAAB BAABABABB
AAABAABA BAABBBAAABBAABABABAAAAAABAABABAABABABAB
BAAAABBBBB B
BABBBBABBABBA BAAB
BABAAB BBBABABBBAA
BAB A
BABABBABAABABB BBBABABBBA
BBAB BABA
BBAB BAA
BAAABABBBABBBA BAAB
BAA BBABAAAAAAABAAABAABAA
BABA BBAB
BBABAABAAAAAA BBBB
ABB BBABAAABAABAAAAAABAA
BBBBAABABA BBB
ABB BBABABAABAABAAAAA
BABBBABAAAABABAABABABABAAABABA BB
BAABAAA BBABBAABAAAABAAABAABAABAAAB
BABAABBAABA BBABABAAA
BAABBBAAABABAAAABBA BB
BAABABABABAABAAAAABAAAAAABAAB BABBA
BBBBABBBABA BB
ABAAAB ABAAA
BAABAABA A
BAABAAAABBB BAAAABABB
AABBBBBAABABAAAABBABAB AABAAAA
BBABAA AB
AAABAAAB ABBBAB
AA BAABBABAB
$ ABAABBBB
BBABAABBA BBABAAABAAAABAA
BBBAAABAABBBBBBBAABABBBABBABBBAABBBBABBBAABBBA BABABBABBABBBBBA
AB A
ABAAABA AABBBBAABBB
BBBABAB BBABAABAABAAAAAABA
BBABBAAABAABAABAAABAA BBBABBAAABAABAAA
AABA BAABABA
ABBBBBAAAABB AA
BAABBB BABBBBABAAB
BBAB AA
ABBAABAABABBBB ABB
BAAB B
A BAAABABAAABBBABABAB
BBABABBBBBABBBBABAABBBABABABABAAAAAAB BBABBAAAABAAB
ABAAABA ABAA
$ ABBB
A BA
A BA
$ BABBABABBBABBAB
BABBAAAAA BBABAABAA
BABBBABBAB BABBBBABBBABABBBB
$ BABABBABBB
BBBBBAAAA BAABBBABBAABBBAABBABABBBABBAABAABBABAABBABABABBBAAABAABBAAABBAAB
BABB BBBBAAAA
BAABBAB ABAAABBABBBAABAABAAABB
BABBAAABBBABBBB AAA
BABBBAAAABBABBABBAAB A
BABABAABBABBBABAABABABBABABBBAAABABBA BBAABAB
BBABB A
BAB ABBAAABBBBBA
BABAB $
ABBBA AAABAAA
BBBBBBAAA B
AAAAABB BBBABA
BABBBBBAABABABBAABA AB
BBABBAAA BBABBABAABAA
AABBBAB BAABAABABBAABBBBAABAABBBAABABBBB
BAABABBAAB BABBBBAA
BAAABBBABBAABAABABABABBBABABBAABBBBBBABBAAABABBAAB A
BBAAAABAAABAAABABBBB A
B AABAA
BBBBAAAAA BABBA
BAABBA AAAABAAB
BA ABBAABBABAAA
BABABBAABBABAABBABABBBBBBBBAAABBBBAAABB BBAABAB
B AB
BBABABBBBBABBBBABAABBBABABABABAAAAAAB BBABBAAABAABAABA
BAB A
AB BABBBAAAABBABBABBAABB
BBBABAB BAAABABBBABAABBAA
BABA BA
AABBABAABBBBA BAABBBABABAAABBBABBAAABB
$ BAAAAAAAABAAB
BABBAAAAAABBBABBAABAAAABBBBAAABBAAAAAAABBBBABAAA BABABBBBBAABAABABAABBBBAAAAABBABBABAAB
BABB $
BAAABAB BBBBAAABA
BABAB ABBABBABBBBAABBABBBABB
BBBBBBAB BAABAABABBAABBBBABAABAAABABB
AAA BABBAAABBBABBBB
BBABBAB BAABAB
BABBB ABB
BBBABBAAABAABAA BBABB
BBBABAA BAABBBAAABABAAAABB
AAAABB BABAABBBBBBABAABAABBBABAA
B AA
$ BBBA
ABBABBAA AABA
BAAAABA BAABAAAAB
ABBBBABAAABB BABBABB
BBAAAAAA BBABAABAAAAABAABAAAA
BAAB ABBBBABBA
BAABBAABABBBABBBBBBABAAAAABAABABABBAA BBABBAAAABAAB
AABAABAABBB BABBABAABB
BBABBAAA BBBBAABBAA
BBBBB BAABABABAAB
BBABBAAAABAA BBABABBBBBABBBBABAABBBABABABABAAAAAA
AAA B
AAAABAAA BBABBA
BAABAAAB BABBAAABBBAB
BBABBAABA BBAAABAA
AABA BAAB
BABABABAAAAB BABABBBABBBA
$ BABABBB
BBABBAA BAABA
ABAA BABABBB
BABBABBBABBB BABABBBBBBAABBAB
BBAAA BBA
BAABAAA BABBAAABBBA
BBB BAAAAAAABABBABBAA
BABBBBABBBBABBBBAAAAAAA ABBBBABAAA
AB AABBAA
BBABB BABBAABAABAABBBAAABAAAABBABABABBBABBBABBBABA
BAABBBAAABABAAAABBABBA BABABABBAAAABBBBBBABABBB
AABBABAABBBBABB $
BBBBBB BABA
$ AA
BABABBABAABABBA BBBABABBBAA
BAAAAAAAAA BABBABBBABBBBABA
BAABABAB BBABBABAB
BBBB BABABBABBBBBBA
A BAAABBABABABBAAAAAABBABBBBAA
BBB BBAAAABAAABAAABABB
BABBBBBAABABABBAA AABA
$ BABAB
BBB BAB
BAAAABAAABBABBBBAABABBBBABAAABBBBBABBBBBBAABAABABAAA AABBA
AA $
ABBA ABA
BABABAABABB BBBA
A BBBA
B $
BBABBAAAABAA BBABABBBBBABBBBABAABBBABABABABAAAAAA
BABABBAABBABABBBBB BABBBAAAAAAAAAB
$ BBABAAAAAAABAAABAA
BBBABAAB $
BBABAAAAAAABAAABAABAABAAA BABABBABBBABABA
BAABAAAABBB BAAAABABB
BBABBAAAAAABAA AABBBAA
BBABBAABAAAABAAABAABAA BBABABAAAB
ABB BAABBABA
ABAAABBABBBAABAABAAAB BAABBA
ABAB AAABB
BAAB ABBBBABBA
BABABBABAABABB BBBABABBBA
AAAAABBAAABBAAAABBBA BBAAAABBAABB
BABABA BBBBBBA
BBA BABABABBABABABAABAABAAABAAAABAAAAAABAA
BABABBBABBAAABBBBBBBBBBAAAAAAABAAAAABABABAA ABABAAAA
BABABBBBBBAABBAB BABBABBBABBB
AAAB BBBABABBBBA
AA BBBBAABBAAAAAAAAA
BBBAA BABBABABBBABBABBBBABAB
AABB BBA
BAAABABAABABABBAABAA BBABA
BABA BBBABBBBBBA
BBBBAA BABAABBA
BBA AAB
BAAABABA BBBBAAABAA
BAABBAB BABBBBAABABBAABBBAABBBAB
BBAAABAA BBABABAABAABAAAABAAAABAAABAAB
BABABAABABBA BBBAA
BABBBBABAA BAABB
BB ABB
BBB A
BAB AB
BABBBBABBAAB BAAABBBABABBA
BBBABAAA BBABBAABAABAAABAABAAAAABAAAABAAAABAA
BAABBAAAAB BBBABABBAAB
BBAABBAAABAAA BBABABA
$ BABBBAABAABAAAABABBB
AABBBAA BBABBAAAAAABAA
ABBAAAB BB
BAABA BBABBA
BBB BB
BABBABABBBABBABBBBA BAABAABABBAABBBBABAABAAA
BAABBBABABAAABBBABBAAABBB AABBABAABBBBAB
BA $
ABBBBBABAABAAB BAABBBBBAAAABBBBABAABBABAABABBBBBAABBBABBABBBABBBBBBAABABB
BABBBBAA BABAB
AABB BAAAABAAABBABBBBAABABBBBABAAABBBBBABBBBBBAABAABABAA
BAAABABBBABAABBAAB BBBABABB
BBBA $
BABABBABBBBB BB
AB ABBBBABBABA
BB BAABBBAAABABAAAABBA
BA BAAAABAAABBABBBBAABABBBBABAAABBBBBABBBBBBAABAABABA
BAAABABAABABABBAA BBABBAABAA
BBB ABAB
BAAAABBBBBBABABAABAAABAABBBBAABBBBAABAABBABBABBAAAABAABBBBBBBABBBB BBBABAAABBAAA
ABAABB AABBBABAA
BAABABABBAABAAAB ABBAABAABABBBBBBBAAB
BBBBAAABAABBB BABBABBBABBBBABAAB
BABBA BAABABABABAABAAAAABAAAAAABAAB
A BAAAABBBABBBBBABAAB
BBBA BBBBBB
AABAABA ABBB
BBAA B
B BABABB
BBBAAABAABBBBBBBAABABBBABBABBBAABBBBABBBAABBBAAB ABB
BBABABAABAABAAAAA ABB
BABBAAABAABBA AAB
BBBAAAAABAABAAB BABBABBBBBAA
BBAAABA BBABBAAAAABAAAABAABAABAABAAABAABAABAAAAAAB
AB ABAAA
BBAABA BBA
BABBABBBBBBBABAAABABBABAABABBB $
BBABAABAAAA BBABABAAABBAA
BABABBBABBAAABBBBBBBBBBAAAAAAABAA BBABAAAABAAB
BAABA BBABBA
BAAAA BAABB
BAABABBABAABAAAABAA AAA
$ BABBBABBABABAAB
BBBBBA BABABBBBBAABBBBAB
BBABBAAA AABABA
BABBA BABBAAABAABBABAB
BABABBBABBAAABBBBBBBBBBAAAAAAABAA BBABAAAABAAB
$ BAABAAB
BABBABBBBBBBABAAABABBABAABABBB $
AABBABAABBBBA BAABBBABABAAABBBABBAAABB
ABAA ABBAA
BBABAAAAABAAAABAAAAABAAABAAAA $
BABBBAABAABAAAABABBBB B
BBABBBAABAAABBABAAAAB BAABBABABABBAABAAB
BAAABBA BAABAABABBAABBBBAABAABBBAABABB
BAAB ABBBBABBA
BBBBBBAAAB BAABA
BBABAAAAABAABAA BBAABAAAAAA
A BAAAABBBABBBBBABAAB
$ BAAABBBAAAAA
BABBAAABBBABBB BAABAAABBB
BBABAAAAAAAAAA ABBAABB
BAABBBBAABBBBAABAABBBBB BAAAABAABABBBABB
BABABAB ABAAA
BAAABABBBABAABBAABAA ABBBA
B ABBAAA
BAAABABAABABABB BBABBAAB
BAAAAAAABABBA $
BAABAAAABB BAAAABAB
A BBBAAAAAB
BAABBABABA AAA
BBABABAABAABAA BBBBBA
BAABBBBAABBBBAABAABBBB BAAAABAABABBBAB
BABABBBBBAABAABABAABBBBAAAAABBABBABAAB BABAABBBBBBABAABAABBBA
BABAB AAA
BBBBBABAABAA BAAB
ABABBBBABBBBAABABAABBABBBABA BAAAABBBABBBBBABAAB
B BB
BAAABABAABABABB BABBABBAABABBAAAAABAAABAAABBABAABBBAAAAABAAABABABA
BABABBAABBABABBBBB BAABAABB
BBABAAB AAABBAB
BAA $
BAA $
BBABABAAAAAAAAA BABAABBAABAAAAAAA
BBBABABBBAABA BBAB
AABBBABBBAABBABABBBBABBBABBABABABBAAAABAAAABABABB BBABAABAAAAABA
BBABBAABAABAAAA BBBAABBAAAB
BBBABAAAABAAA AABAABBBBBA
BBBABAA BAABBBAAABABAAAABB
BBBAAABAABABABABABBAABAAAABAABAABAAAA ABBBB
BABBBAABA BABBBAAAAAAAA
BABBAA BBABBAABAAAAABAABAABAAB
ABBB ABBAABAABABBBBB
$ ABAABBBB
ABAABB ABAAB
BBBABB ABBBABBBABA
BB BABBAABABBBABBAABBAAA
BA BABABBAABBABABBB
BBABABAAAAAAAAABA BABABAAA
A ABBBBBBAAAABA
BBB BABBABABBBABBABBBB
BAABABBBABBBBBAABBBBBBBB BABABBBAA
BBABABA BBAABBAAABAAA
BAABBAABBBB BAABA
BBABAABAABAA BBAAABBA
BABABBBBBBAABBA BABBABBBABB
BBBA BB
BBABAABAAA BABBAAAAAA
ABABBBA BAAAAABABBBABAABBB
BBABAAABAABAAAAAABA ABBBBABBBAABBABB
ABBBBBAAAABBAAB AAABBABAABBAAAAABBB
BBA BABBBABAAAABABAABABABABAAAB
BB BABBAABABBBABBAABBAAA
BB B
BABAB A
BABABABAAAAABABB AAAABB
BBABABAABAABAAAAA ABB
BABABBABBABBB BBBAAABAABBBBBBBAABABBBABBABBBAABBBBABBBAAB
BABBBBABBAB BBBBBA
A ABBAABBA
BBABBAABA BAAABABAABABABBA
BABABBABBBB AAABBAABBBA
BBBAAAAAB A
BABBAABAB BAAAA
A BBBAA
AAAAB BAAABBBBBBBBBABAA
BABABABAA BABBAABBBABBBAABAABBBBB
