23703
OGfHUIGK GWkodKgK
SkV_p`Mh``M GWB
OFKmGU OGBqmbfkaKaAW\g
GKKWeIOZ OPieiREiXEIc^kXgWEaPITBeXISOK
OSnXLQn OZnEjkekKjkR
GKKKKKKWGj OoRqmhPDRJRrRrj[Q^nfjkeeOKUog
GKK SjdSpQ
OdHnc SNTBomPmQVc
GpPmChoAbA SeAFqmihPUrjAib
SbEkaSjZjZ]jjj OZaSjQjBjjK
S GKKWogWZfeJQhe
e $
Sjp Ln`caKKKKKWG^ah\k[
SAdRUKr\IS_k Sk
GWeJQeJQhAFXISOhMhMY[ WVMhH
OdRB OFXIGWGYV_CIcUmZBqFq
SV``M GW[Gk`[```MhMfGYWeXmDeO
SV SVVnfh
G OEBqmhbUmhPUrj[QKeXm_nnI
GWf\SomBqmiiQ`aHgZ Sbn
RFEJQHZjBqkej OnIKnp
OGPmhJ[ On`WPmiih[
OFqImi OSENZqmQ`QeJ
Sk`QH_qeT SkTgGjKjk`VcfnT
SelhMGh````MKaIVjTSkaaA`a Orm
SkKRKIGKWBJQ Sejp`MhMhMKU_Ja
OIaI OFqmQ
SO b
OFJ K
OGeXISj^aI`aRKmMkkOqASpc qAZa
MGWHjKGUPm OFqm
OFqm GW\OgBqm
SbKaIcIOFX QOdgeXm^QUPmhAh\KRK
kOZYlV SeASqqM
BR SV``MG
SNTBomPmQV OdHn
oSek Sk
SkV_j^UGpWM`Qh SVMkn`KD
DW\SoYW\`WdHK GWfWHKNF
SOKUo SjCIcoKIKWbkUo
SO OFqmhAQTBPmbBJQ
SjYBGfn Sk^UBXmgPmiibH\Y_p`b``Mh`MYK^YpMGnkjQj
OrmMkKdWDeOnWPmQTB GKKcW
OWmekbdjq OGHZV
OEgJQEIc^kIYKeBRB OnRhUmHIGWeBqRBWH
nEB OF
GWHFqV_^nqkiRnQ OEPmQ`Q
OP` SOn`aZKmhOnTBGk`kV`Mn
SeOh`MhMkFXmRqmQ^UeXm^cLpcSjKZ]jjBj]jjjVQjCK OnRnaPSjQj]Cj
lOEPmQWP GKKWPmb\SPmhEQWPm
GKKKWkUmhAhPUrjPDRrjEib\B\BfBBSGYq`MkE\g\geBRB OnRhUmHIGWeBqRBWHH
RGWfW^g GKKWknhoXIGKKW
SAZaS]jjjQjjQj] GKKWPNhAiQ^aaPSjQj]Rj]CBjjKQjBj]
G Oi`
[OndHRnL SjCaPL
SbKndI GKKWPmQkee
AGW\Ben^P OFq
SelhMGh````MKaIVjTSkaaA`a Orm
OdgGp`e OPNZXIOFqmQ[
OEBJaG GfG^nEcqjdgZnpQ
OnX CWErc
OSE _c
GKWPmiibeJa_naPS SjYInnSBj
XKW\SPmh[h[TQTBkaSBjjKZBjBjj SOnTSPmQc^kXESjZBj]jjBjBj]jjBj]CjK
SkkkcK^Nhe TKKKKgKWPmimcKNh
GWknp Sj^UfGdZUWgGj^UeJaH^^aL
\ OdZqmbHUmZKm_qp`MqbG
SbqAE hCW
GKKWfWh Tkc^C_aAQhWb
OZaaP]C OGeKmZXmZJQESjZjQjBjjKZ]C]Rj
aFSkAr OnRh
RFEJQHZjBqkej OnIKnp
Sk`QjdVeKmgk GWkUW^Q
OrIGWf GW\jBWd\B\BW
OPiRncIVcf`QHIGXH OSh
OrJISbKnh\PjTgPmhA OPNZXIOFqm
SkKZJQ_EjVN O
GKKKWkUfBBqqSBqmQ`QES]RjjQ SOqjkREiRSjK]ZGjnQjjKKQ
gPNd SVMqVMqOGYTg
OEWjdSEjVieNDe OPjKMblq
SkTSHommJiQWka SAGfBXmE
SArmNW GWo
SeBj Od_E
OEfeXmG AOP_Yp`Mn^UkUfk
WVMhH`M GKKKWkndK
GW\OgBq OFq
OZ c
GK OEBqmhbUmhPUrj[QKeXm_nnI
KWeBNMMMBlHCWWH OFBMqRBHHWH
OZndKWPmhPUrjPUrRrjEhAQ^npYYYq Q
H GKKK
OFJQELpYCSj On`TBfkaSBjjQjjjBjjKCKKZjKKKKfQjj
OPcRGhMfkdEa OGPmhPUrRrjEQ[MYKGaa
OGeBMRMS OGPhAQ^U\B
OEWES XKW\SPmh[h[TQTBkaSBjjKZBj
OFJaDV`Mkn`WPmQkejk`kj^U\B GWfR\gi
OnecknXHFqVcY`QeKmgkaI^U SbKCff
S $
On`TBfkaSBjjQjjjBjjKCKKZjKKKKfQj SAZaaPaPLEckP_j^nqq``MKnpcSjKQj]jjjQj
Od SO
OPjKhkkeAdDkK GWPkBqmiQ`a
SbY^UW^Q Sk`QjdVeKmgk
nEB OF
SdgfeBHBHWHaW SAFBqBWH
GWH\FBqBHHWHWHHHHWWWH OdOHoBqMBHWWHHH
OPjKMblq SjpMq
_bKaO GWWGaa
gPNdf SV````MqOqbGhMn`QgkUf\SPmbPmiQW\g
GKKK SbFBRRiB
SkSpYpM OnRE_BGG
OEPmQ`Q GWHFqV_^nqkiRnQ
RGW OrIOFBMSeJQGaLpQUo
OEkU\ G
n`KdOk SAPieiIKUfkaL
SOnWBKmRqmQ[ $
GW\So Ui
OEPmh[Q`QdWeKmMkV ZA
OZ OK
$ GWHF
SH OnXd
GKW\gf SASpQnhZOhMhMncZbKPmKRJQjp``MG^Ufeqmb
GWfWHKNF^ DW\SoYW\`WdHK^
SOGqkNRJQGnqjViR SAEogWff\SomHZejY^n
b SbG
OPiInK^QUBJ Sjm^aaPQLqhjT
SjdP_^aLp SeMY
$ fO
SOGfn^aaPL nnKNZJa_
a GWG^UHI
ASqYCZIcgqcIOrIGKKKXPmQK^caAK OG
SkKZJadffkUH\ OnUGddGUfBmbHgqTSBJQDA
$ GWHF
KWeBNMMMBlHCW OFBMqRBHH
SAdLQURHWfncISbKnnSS OEPmh[QVNeKmhbfY`Q^Yj`a_naPS]jj]RjjKKKKZjZ
GKWWWeqmibBXmMV`MY GWkaaAkk
GWkmW GKWW
OGHZOqbkZUBBB OEgJQEIc^kIYKeBRB
SbnK SBfYe
GWogWWRJQdf\geKISAdeX LA
Sjk`Vcn`a_naPI[`MkPiIkdESB XKW\SPmh[h[TQTBkaSBjjKZBjB
OZn\A SbGnKELEiIqkVjTBGj`QjdrISjj
OGWhVMY[`MfGYTBGCI`QGaIKeJQEaA Sj
SVMfff OdZKHDbj
OQUPBiI SAP
O $
Onech`Mknej Odl
OnIUkUka OdGnEiRn
SAEH DW\SoYW\`WdH
TKKKKgKWPmimcKN SkcaW\BWMOkZUHK^NF^^^NFNFN
SjCaPL iWBKmj\Mn^ln
Odh Sj
OZUkndW SAP_YkdRpQ
Sjm^aaPQLqhjT OPiInK^QUBJ
SbnK SBfYe
OPj^aIVjcFqTSogVKKKKKWWHZeAGGp`Mqb SV`M
OSnLE SeBj
Sj^ndW\BeXm^ ^OSp
OSnIK^Q GS\U\Sk
SgOffq GKWBJaGaI[
SkKZJQ_EjVN O
GWBZkaI[U SV`Mn[
MGWHjKGUP Sk^UkndKW\Seq
Go On`KMbGkPiRqBh`Mh``MYWo
SjCS]RjBj]RjjKKZjZjQjjKKKZBj]C Sbn^aSBjmjj
Orm_EiecYW\SfeKIG GKWeJQRqmhQK^QaaATS
OUr OGH
qAZa OGeXISj^aI`aRKmMkkOqASpc
Ormd GWkodKgKKW
DnRhQgqTr Sj^UkU\
SOGfn^aaPL nnKNZJa_
mn SkVNeXISbnTSkaI
Sj^UPmQc^ddhkKh WrS
OEPmh[QVNeKmhbfY`Q^Yj`a_naPS]jj]RjjKKKKZjZjQ SAdLQURHWfncISbKnnSSjQ
OnX_FKK Odd
GW\BHIGWGCIcZjCSjZBjBjZj\KKQjjKZ OFJQ^cS
OGogoKIP GKWBBSeKm_EjKhjjkebkEGkeN_pcaAkjjTSHoqmbH\
GW\OgB OF
GKKWBXmGUGddGnpcIW kWV
OqmQ SjYj
SVdnd GKKW
GKWWeBRMSkaa ljaaUa
GLom\g GKKW
OZn\ GWH^Ca
KX OSEiIYKg
SbfKnhK^^N GNeqmbHN
OSnS SbY[MkdH^kRqBkdESNZ
OE\BBqmibBqmbfGp`````MfkG\S`qmQTgknpQaa OdjdZaa
SkV OFqmbBJaHZjYbMY`EhaGUW
GoVWG SjY
Sejp`MhMhMKU_Ja SkKRKIGKWBJQ
SOKaa GWfGbVcGYGQGaa
_S SV``MqbnKEIWeJadPmQ
On`TBfkaSBjjQjjjBjjKCKKZjKKKKfQjjK OEknhgqTgkaSjQjjZj
Sjj`aK\BMS\Zbkne_dZaS]RjjK SVMfYKESBjj
OEHncKUPme[Mn^UBa GWPmQWBBSHgqcISVMn`Q
GWkn GYPmQq[MdnRcn
Sk`QgaS]CjKQj]SRj GKWWELpcSjKQjjKQj]jjBj
Odg GKKKqWfWEaA
SjYBGfn Sk^UBXmgPmiibH\Y_p`b``Mh`MYK^YpMGnkjQj
GWBXIOrmeKIGWW^ bMZp
SOKaa GWfGbVcGYGQGaa
AOP_Yp`Mn^UkUfk OEfeXmG
OGB SkFXIOEWgpM^kjYqMKnENR
GKW OrmDkKGUWjdGomfkTemhAFqomb
OPjKhkkeAdDkK GWPkBqmiQ`a
QOdgeXm^QUPmhAh\KRKm SbKaIcIOFXm
GWkU SAdDkKZjKmeqmb
SVM SBf
SAP GKWW
OqmQ^ Skcoqmbk
SkkOkPcnkOfY SVKgGqMncQUWELEiKaL
SV GKWW
GKWW SAP
OrISj[^ OZ
OrIO Orm
_EB GWHaKW
OdjdZa `CSOfkZQaLn
SbqAE hCW
GKKKKWW Seee]fkSEjWfWMjdaX
GWeBq SA[BRS\SfBBRM
OFq GW\OgBq
GWkm GKW
SjmjKhkWBJQELqpMfnc Orm_EiecYW\SfeKIGWH
kKgkASBjBkjKKZ GWkaSjQj
GKWPmbeXm OcPjkk`QdBBqMS
Sjm^aaPQLqhjT OPiInK^QUBJ
O IA
$ OP_CaATSfeKmZqmih
Skep GWkn
SjmjKhkWBJQELqpMfn SbY
OGeKmZXmZJQESjZjQjBjjKZ]C] Sk`QgaS]CjKQj]S
GKKW\Pi`kbn G
SkT DkT
G GKKW\Pi`kbn
OrmiMArm OEW
GWkUdSna OPNEa
G GWG
GWDUkaNIcaK OEPmib
E[ba OSENMO
GKKWBqmiQWkUmiQWGjTgW^ SbfKUPmiihEibHWmknp
SVMKnE P
OP^YBYWWeqm OGomG^UHISk`QdPmii
OZnEjkekKjkR $
OdZqZmQ^nhoBMR OEW
Sj^aaPSj OComPSQ^aS]RjjS
oSek Sbn
SOnWBKmRqmQ[ WVMhH`
Se OPN^cLnI`QGaIcFqKj^aIKgH^k`KDVM
SkTgWRqmih[ihAibkaIk j^nUeJQh
Sk^UkndKW\Seq MGWHjKGUP
SAZUeBMBWHWH MOEBBMXB
OF nEB
Oi` Sk`aDVMY
OdjdZ OE\BBqmibBqmbfGp`````MfkG\S`qmQTgknpQ
OPNZXIOFqm OrJISbKnh\PjTgPmhA
OSpG Sek`a^
NSbQTCgG Sej
OZImHihEUer GW
GWkodKgKK OGfHUIGKK
On` GnWPmL[``VMnKeKmhkLcn
GKKWBKI p
OEfeJagBBqSeqmhPDjPUrRrRrj[QWeqmbPmh N
W\hgeJQhJc\FXm^QnKqkX Odh
S SAdRUKr\IS_
OBqqBH GKWWgBqmihAQWHaWeBMBWHW
OrISj[ OGf\gWGnpYj
SAEfnHZV``Mqbqj^aLd OZaaA`aRBMSknnaA
OdZqmbHUmZKm_qp`MqbG \
Sb SV`YCMM
OGfHUIG GWkodKg
S Dp
GWWZJad\gPmiQ`aZB SOaYWf\\BBqR
OdESjKZ XKW\SPmh[h[TQTBkaSBjjKZBj
GWeJa^cLqBh``MYKELqqMhM GKWeKISK
OPj^aIVjcFqTSogVKKKKKWWHZeAGGp`Mqb SV`M
DW\SoYW\`Wd GWf
GKW\gf SASpQnhZOhMhMncZbKPmKRJQjp``MG^Ufeqmb
OdESjKZ XKW\SPmh[h[TQTBkaSBjjKZBj
YP $
GKKKWkUmhAhPUrjPDRrjEib\B\BfBBSGYq`MkE\g\geBR SOGKUBJQRBRM
gOdG OnREcGqOK
GW\BkUfWZB SVMqrUAqk\FBR
SOj OFqmhAQTBPmbBJQj
GWkodKgKKW OGfHUIGKKW
S $
OrIBAnh\ OPck
GKWH ADhTgq^UH
GW\BPmQ^aIVNZXmHFqKjkIKnnITBWMkWka GWeJagPmbeJQMV```MkE\BGddEf
SAZaaPaPLEckP_j^nqq``MKnpcSjKQj]jjjQ On`TBfkaSBjjQjjjBjjKCKKZjKKKKfQ
SebK Orm`HHeaWkaaA`QMjkYj`ao^Qr
OShIGKKKWWhVM b
SVMqVMKnqjcncknRh GKWeJQRqmhQK^QaaATSWH
JbqOGY SVMGYWGj`a^caA
SbfYVcqjdFBRRSHUISeVMGGnV_Bh```MKaaA^ MO
GWH^Ca OZn\
hCWe SbqAEe
GW\So Ui
Sj^UfGdZUWgGj^UeJaH^^aLY^n OZUkn
SOhMkPNgWhkTBfG^ndWWdPmb\BffPmi Sk
OrIOrm GWgdWBXISeOqkYK
VSeeAPN GW\SkUPmbogWfW
GoW OE
$ SVoMnT
DW\SoYW\`Wd GWf
SA[BRS\SfBBRM GWeBq
GoW OdDOqAGWeBS
GWHF $
OP^YBYWWeqmQcU SOhMG
GWk GYPmQq[MdnRc
dGWSBX\AHqmbGCSjZ SAGPmb\gPmQWWEaPSjQj]C
nEB OF
O S
rGKW\geBBH GWBBMqMBHW
SkV_j^UGpWM`Qh OrIS
OPNGaIcK GNeqmbHNF
IA O
GKWfBXm_ENMeAEPmbWEaAkAG OrISj[^U
QOdgeXm^QUPmhAh\KRKmE OdEI[MknInkOY`aDk`QhbKa
SeeVMqAGknEd SAdDjjkV`MGfYV_dZndWHUm
GWomeBBW rGKW\geBBH
SAP OQUPBiI
OEBqmhbUmhPUrj[QKeXm_nnIWH OFJageJQRJ
QH GKWknpY
SbfKnhK^^ GNeqmbH
E[ba OSENMO
SeeVMqAGknEd OPi``Q
OZnEiXEIW\B Skir^XQ
Sej OEG^UPmibeKmDVMKndWfHoqmhPUrjAQT
OSnIK^Q GS\U\Sk
OPjKMblq SjpMq
Sk^UBXmgPmiibH\Y_p`b``Mh`MYK^YpMGnkjQj SjYBGfn
GLom\g SAdHoKmZBRSeBS
GWBJ $
OGf\gWGnpYj^ OrISj[^
OPch Ln`caKKKKKWG^ah\k[`
GKW\g OSdWBKIOPjTgfepJ^YqM
hCWe SbqAEe
OSqC K]n
Sj^HYbqTo SAZnnLqk`KEITSo
OFqmQVcnkjj`Q OPieNHoJaDAdhYjKRJWeqmQV_BnEkAPqiXRJQd\BWHn_WBXmdBJa
OShgqaS SVMfYKESBj
OdZqmbHUmZKm_qp`MqbG \
GKWBCKIGK OZaIVN^YBnTB
GLom\g SAdHoKmZBRSeBS
GWBJaHK^^N GKWHK^^NF
GKKWBKIO pO
O $
_G SAEeqmhPDRrRrRrRrRrRrRrjAQ
OGHZOqbkZUBB OEgJQEIc^kIYKeBR
SD Sbn[
SASpQnhZOhMhMncZbKPmKRJQjp``MG^Ufeqmb GKW\gf
SY Sbfq
SVdnd GKKW
OrIO Orm
On`[MKUo Ui
GfKWPmhEZhEh[h[Eb GWkU
OFqmhPDRrjAQcUIOFqmh[Q^a GWkUdSn
O_ OG\
OSqC K]n
GWfGbVcGYGQGa SOKa
SAdRUKr\IS_ S
\c O
O $
SbY SjmjKhkWBJQELqpMfn
OZ OrISj[^
OFqmi GW\OgBqmi
GnWPmL[``VMnKeKmhkLcnc GWG^
OrmDkKGUWjdGomfkTemhAFqombGk On
GWk GYPmQq[MdnRc
SAZaaPaPLEckP_j^nqq``MKnpcSjKQj]jjjQ On`TBfkaSBjjQjjjBjjKCKKZjKKKKfQ
SbKCff OSdKWPmib
SbqAE hCW
SBf SVM
GWfGbVcGYGQGaaP SV`MhMKnqC
OdGUPmQT GKW\W
Q OEW_qpMh
GKVO OSqq`MKU
SV`M GWPmiiib\BogWffeKIOdeKmh
UCnc OdeqmhAQWkU\gf\BH^dGogWGke
GKWBCKIGK OZaIVN^YBnTB
SA SVMhMn[MGfnVjKpH\djCgIkK
OZaSjQjBjj SeOh`MhMkFXmRqmQ^UeXm^cLpcSjKZ]jjBj]jjjVQjC
GpPmChoAbA SeAFqmihPUrjAib
S SAdRUKr\IS_
OSpcI`Q_n _bKaOP
Sjq``MkrISeAFqmibkaLEj^aS XKW\SPmh[h[TQTBkaSBjjKZBjBj
OFXmRqmQKDASqY^aaAkVMh``` WSk[
OcEY SkkOkPcnkOfYW
GKKWXeLmQOkEf SVMqOqeekKRqmb
OrISj[ OZaaAVj
SeAnI SOD
OE_mkaa GWkaaPa
SbFBRRiB SeOKnh\ZU
OO Sjd
GKKWPNhAiQ^aaPSjQj]Rj]CBjjKQjBj SjYCSjZ]C
GKKWPmhEQTBfo omo
OoRqmhPDRJRrRrj[Q^nfjkeeOKUog GKKKKKKWGj
SV``MqbnKEIWeJadPmQ _S
GKKWeIOZ OdjYBkZ
GWG^UHI a
GKWoHKH GWGYYBf
OdGnEiRn OnIUkUka
SAdZIBMSWR OPNe
`Wla OdgGCaA
GWWdWMVMkrISjBk N
OGPhAQ^U\B OGeBMRMS
OBqqB GKKWHZAFJQHoJaeKmRBMRBHHWH
OE _JQ_hWmf
On`WBqmihAh[Qc\Za SVMXrHSASfn
OGPhAQ^U\B OGeBMRMS
SkTgGjKjk`VcfnT Sk`QH_qeT
Odl SbfYVcqjdFBRRSHUISeVMGGnV_Bh```MKaaA
GWPmhPUrjPDjPDj BOhSnqTBBqmhEh
OrmRBBWWWWHWHHHWHWHWH ^OPjkk`a^cAqDASd
GWf DW\SoYW\`Wd
OnXZJaEI`QGaIWBKmj^aSj OZSjKK
OSqdrISeebkZfn OSdKKWGqMKnpYC
GWB\aDk`agnG^UoI OrIOFBMSeJQGaLpQUoI
OGPmhJ[Q Sbn
OShgqaS SVMfYKESBj
GKW\BkUPm SV[MqjCLdWPmbPmn
OFBSWe GoWB
SKW GWPmQWeBSHWgKWf
GWkUk SjbLXaKG
SkW SbGKnq
OnI GKWeCBSBKmDkM
OIaIK OFqmQK
GWfeJQ^QndKelJadkaYI Sjj^U\SBJaM
OSh OPiRncIVcf`QHIGXH
SbY^UW^Qn ROPiR
TKKKKgKWPmimcKNh OEPmiQcZjjkjk`^aaA`agkndWPmQVj`QHgqTSWjCLENg\BPmibogKWHK^^Nheee
GAfGp`\ Sb
GKX OdDAP
O_ OG\
GKWHF OnXHUIGWfWeqQKHZbkGPmiQWHoKIGWH
OrIOFBMSeJQGaLpQ GWB\aDk`agnG^
GKWo X
WVMhH OdDOh``MhMKnEcGh
GWeKmhj GWH\G
GKKKWeJQZXm O
SVMqOqeekKRq OSGP
GWfHK DW\SoYW\`WdHK
OG OnFXm
OdeqmhAQWkU\gf\BH^dGogWG Odh
SAdLQURHWfncISbKnnSS GKKKWkUfBBqqSBqmQ`QES]Rj
SepkAddGdZaIK OFJaDV`Mkn`WPmQkejk`kj^U\BoI
OrJISbKnh\PjTgPmhAQ OnIkd_h\FKISk
SVR OSEcncnNeqmih[ib\gWMjk``QZ
SAPNEaA Z
GWkUBBRBH MOEBBMXBHHHW
$ SbqAEe
GWf SOYkVMGfknXM
SZjdZUWgfp SV````
OZU\B ESapVMK
GKWPmhiPDRrRrRrjPDRrRrj[iiQK^YBGYVj`aO_d OZnd
SOqjkREiRSjK]ZGjnQjjKK OEPmh[QVNeKmhbfY`Q^Yj`a_naPS]jj]RjjKKKKZjZj
OZn\A GWeqmbPmiQ
OrIOZaa OnOdW\SGdrIOPG\S\geJQELna
OEPmbB GKWHUIOFJaeKIOGWeE
GWfeJQ^QndKelJadkaYI Sjj^U\SBJaM
OFBBWW MOEBBMXBHHHW
OEk SbnKMj[YkqjpMK
GPmh[bBa[XTI GKW\gBqmibHI
OG \cG
OneIc OPN
O`BM OP_^nnLqCLqCLdWBBRqqRqM
Sk`QZKmZJaDASENjpMGY`QgG^aLp GfG^nEcqjdgZnp
SVMqVMqOGYTg gPNd
SkkjCSBjBj OZaaP
GWWZJad\gPmiQ`aZB SOaYWf\\BBqR
OnIqk[``M^ OPj^
\ OGHZVM
GKWknpY $
OrmRBBWWWWHWHHHWHW OdOHoBqMBHWWHHH
SA OhEYcqOhUMk
\ OGHZVM
`c GWPmibGBkrI
GKKKWkaS]C]jj kKgkASBjBkjKKZ
GKqKWGdEPmQ OrIOrmDV
Sbfq SY
OZUXG^aS]CjQjjZ]CjKKTj SbqkVNESjKKQj
GKKW\S SVMfn`a^YYdHSqjKRqCQkjkRqk`TB
GWfGbVcGYGQGaa SOKaa
SjYInnSBjBj OrIOSnS
GWPmQKChbn`aELn OdeKIOn`TSPmQc^^UWgeB
WVMhH` OdDOh``MhMKnEcGh`
OPrch`MnkOYkeOfnWBBMBW OrmRBBWWWWHWHHHWHWH
OEGCLhFqTBkUHFq`QjBKUGqMKUknp NSVM
O \c
SAE DW\SoYW\`Wd
gOdG OGfeJaH\Ek
GWkodKgKK OGfHUIGKK
X One
OnXZJaEI`QGaIWBKmj^aSj OZSjKK
GNeqmbHN SbfKnhK^^N
SOGfn^aaPL OR
nI OnI
OdGnEiRn Orm`HHeaWkaaA`QMjkYj`ao^Qra
OEk $
GWWGaSBj GWWg\SGBhMfnc^j[MKnpcaPSBjjKZjZj
OrISjke_^UeqmiiihPUrRrjPDRrRrRrjPDjAi OGfWZXmRJ
OEGCLhFqTBkUHFq`QjBKUGqMKUknp NSVM
SOhMkPNgWhkTBfG^ndWWdPmb\BffPmi Sk
\ $
OGPmhJ On`WPmiih
Odhjkei` OShaWWDAd
SkT DkT
e Od
SO OFJQ
OnREcGqOK gOdG
OEkU\ G
mnV SkVNeXISbnTSkaIV
WVMhH OdDOh``MhMKnEcGh
GmeBRYD\SeXIOFqmhAiiahEi SjkIY[MGkFqmihPDRrRrjPDjA
OoRqmhPDRJRrRrj[Q^nfjkeeOKUogW GKKKWom
GWWdS OE
SBfG OrISO
GWkaaP OE_mka
GWkU SAdDkKZjKmeqmb
OEHUmRKIGWH e
OrJISbKnh\PjTgPmhA OPNZXIOFqm
OdgBBBHHW KKKWfBBBHH
GWBBSGq``Mq GWgdWBXISeOqkYKD
SAEogWff\SomHZejY^n GKWPmhiPDRrRrRrjPDRrRrj[iiQK^YBGYVj`aO_
SAG bGWe
pjK SAEeqmhPDRrRrRrRrRrRrRrjAQ
DW\SoYW\`WdHK GWfHK
OG\BeBR IAFB
OZUGdGfW SkJG`\
GWaWJdH OdGaLE_YCLh\Pi``aEIc
OnRhgq[MfYK cgkUfdSBK]m
GKWWWeqmibBXmMV`MY GWkaaAkk
GKdKWBmH\P_kXNph OFJQ^
eOqek`DVMSpQUWZqm GKW\go
Sj^UkU\ DnRhQgqTr
OF IAF
SeOh SZjdZUWgfp
OdgHKNF^N GKWHK^^NF
SVMYcFqkA $
E[ba OSENMO
dGWSBX\AHqmbGCSj GWW_dWknpcSj
SAPi OPcRGhMfkdEaP
GWfeJQ^QndKelJadkaYI Sjj^U\SBJaM
OE_mka GWkaaP
GWDUkaNIcaK SkTSWRKIGKKW
OdDe OnIfYkejjK_hUm^YkRhqBIUffffHZ
SjqMnh`K SOqV
OdDAdIOfkP_dPNdogWH^jWPmh[bWjj^n SjkIkZn
OPN_qq``MKnh Sejp`MhMhMKU_JaH
rGKW\geBB GKWWgBqmihAQWHaWeBMBW
EBp GWBJ
OGPmihAbeJa SbfY`agGldd
SV`MfKnpcaPSBj GW\BGkXhOk^aS
SejqK\UHZbqkkjCLrpYp``IMqbfY^UW OZUGdd
OGPmihAbeJa GKKKKKMkUWoRJa
DW\SoYW\`Wd GWf
OPNMO GWB
OGPmhPUrRrjEQ[MYKGaa OPcRGhMfkdEa
OdZKHDbj SVMfff
OZUGdGf GKKcW
OZaaPLqjKRqmihEQT SVMfn`a^YYdHSqjKRqCQkjkRqk`T
Sj^aaA OnecknXHFqVcY`QeKmgkaI^Uf
SAFBqBWHHHWW SdgfeBHBHWHaWHHWW
SbY[MkdH^kRqBkdESNZ GKKKKKWfGdnRnS
DGQWWZKI $
GcWPaL OPieNDOqOKn
GWBJ $
One_knIGk GWknhn
GKWPm OE\EpYfPmii
GKKKWkUmhAhPUrjPDRrjEib\B\BfBBSGYq`MkE\g\geBR GWeBqq
D S
GKW\W GW\g\B\
SOGqkK GKKKKKMkUWoRJa
Sk^UkndKW\Seq MGWHjKGUP
GKWfG^aLhUmMjk`akAjBh GWWGUGk
DkT SkT
OEeJad aIVHm
KWeBNMMMBlHCWW OFBMqRBHHW
GKKWfWh Tkc^C_aAQhWb
SkT DkT
Sk[``Mfn`a_dKKKK GoV
H GKKK
GKWPm OE\EpYfPmii
SV`YCMMf OnIG
Sbq KS
GWkm GKW
OEG^UPmibeKmDVMKndWfHoqmhPUrjAQTB GWWZXIdH
GKKKKWGY^UeJaHKNF bO]SWK^K
QOdgeXm^QUPmhAh\KRKm OnX
SkKZJQZKm OdGnEWeJ
SAFBqBWHHHW SdgfeBHBHWHaWHHW
SV GKWW
SbKU\BBBMqRMqSGpMYT GWHQZAGWhjYYBfqAneckGWhekWogKWffkndKWeqmbPmbBJQ
SBfG SkKH^B
GWkU GhWgg
GKXj OdDAPj
LOSE OP
SA[BRS\SfBBRMqB OGHZOqbkZUBBBH
OGBqOhPUrjPDRrRrjPUiRrej SAP_^nL
SkT DkT
OnXZJaEI`QGaIWBKmj^aSj OZSjKK
Ui GW\So
SVKgGqMncQUWELEiKaL OZndK
SMOqU GWeJaDjYB
SY GKKKWPmQ`ah
OComPSQ^aS]RjjSK OEknhgqTgkaSjQjj
SAZaaPaPLEckP_j^nqq``MKnpcSjKQj]jjj On`TBfkaSBjjQjjjBjjKCKKZjKKKKf
OnREcGqOK gOdG
SO b
SdgfeBHBHWHaWH SAFBqBWHH
GKWfBJaZ Oqmebea
OrIG PD
SjYj OqmQ
GWHQZAGWhjYYBfqAneckGWhekWogKWffkndKWeqmbPmbBJQgP GWBq
SkkebqbKUeXmj OP_fr
OGHZOqbkZUBB OEgJQEIc^kIYKeBR
GWka OrmeJMOn^npcLqYC
GWWdS GKWPmbeXm
SAE DW\SoYW\`Wd
Odd XSOqbGkPdiXg
OEGjiOk_cKnEck On`c
P SV````MkP_YdnRhnNH^dnX_q^UWdGk`^npQn
OEfeXmG AOP_Yp`Mn^UkUfk
Sj^UfGdZUWgGj^UeJaH^^aLY^n OE\B\BHFq^n
OEfBKmMjkRpQnp GKKWBqmiQWkUmiQWGjTgW^
SAZaaPaPLEckP_j^nqq``MKnpcSjKQj]jjj On`TBfkaSBjjQjjjBjjKCKKZjKKKKf
QBWjYF GWeJQeJQhAFXISOhMhMY[`
SkKhV`MGkPcYkbh``MGYkeAShFqTBk gRa
OZUfkUWHISOkEeBqSBqmbkUeBR OPrch`MnkOYkeOfnWBBM
_S OGkUknENgWDkcISjdPj
GKWH YEPDoh
Onej^aI[`MYVjVj^aaPIcK^ SAnX^caPLnLhK^^NF^b
GWkUG GhWggG
OrIGK PDK
O GKKKWeJQZXm
GWG^UWdfBJQDbh rVd
KWknn GWWRJQdka
GWH\FBqBHHWHWHHHHWWWH OdOHoBqMBHWWHHH
GWoD GWWHgqWGCIkAnXELnITgoV
OZnnS]C]Rjj OComPSQ^aS]RjjSKZj
GKKKWkn GKWPmhiPDRrRrRrjPDRrRrj[iiQK^YBGYVj`aO_
SVMKnE P
OE^Pmfn SAZU
OSdKKWGqMKnpYC OSqdrISeebkZfn
OEWdeKIGWP OSGP
GKKKKK GdKK[
SVMGYWGj`a^caA^ JbqOGY^
MOEBBMXBH SAZUeBMBWHWHH
SeeekkVMh SZjdZUWgfp
E[ba OSENMO
OE_mkaaPS Sjq``MkrISeAFqmibkaLEj^aS
GW\ OZUPmib\a
SAPjTSknEjV GKKOKWkHWgKWomJeJIE
OPNGUomPmh[ dPm
