33108
ABAABABA AAAAABBB
ABAABABBBBBABAAABBABBBBBBBBB ABABAABBB
BBBAABAABBAA AAA
BAABBAABBBBABBB AABABAABBBAB
BABAABBABA ABAA
BBBABBA AAAABB
BAABAABBB AAAA
ABBABABBBAAABBBAAABBBBBABABAA ABBAAAABAB
AAAABBBB $
A AABA
ABBBAABABABBA ABA
ABABABABBAABBABBABBAAAABB ABBAA
ABBBAABABABBABB ABABB
BAABABBBAB A
BAAAAABABA BBABAABBAAA
BABAB BBBBBABBBBAAABBAB
$ AABAB
ABAABAAAAABABBBABAABBBBBA AABABABBABBBBBB
BBBABBBABBAAAAAAABAABBABAABAA AABA
ABAABAB BAAA
$ ABBBAABBABBBA
AABAA $
BAABBAABAAABBAB ABAABAAA
A BAABBA
A BABBBABB
AAAAABAAA AAAA
$ BAAAAABAAB
BB AABBBBAAAAABAABBAAAAA
$ BAAAAABBBBBABBAAAAABABAABAAA
BAABABABBAB B
ABBAA BAAB
ABAAB BB
BA ABABBBAAABB
BBBABBB AB
AA AAB
BA AAABAAA
BBBABBBAABBABAABAA AAABAB
$ BBAB
BABA BAA
BAAAAABAAAAAAAAABBABABB AAB
AAABBAABAB ABA
BBA BAA
ABBBBBBAAAAA BBBAB
ABABBAA ABBAAAABAABBBABBAAB
AAABBBA BAABBAA
BBABAABBABBBBAA BBABBAA
AAABBAABABB ABAB
ABB ABABABBBBBABBBBABA
ABA ABAAAAABBBAAB
AA BA
ABB BABBAAA
$ BBAB
$ AAABAABA
BAABAAAAAABBBABAAAA AABABAABBBABABBBB
AAAAAAB ABBBAABBAABBBABABBAAAABABAABABABBAAAAA
B BAAAAABA
AAA BAABBAAAA
BAAAAB BBABBABBABABBBA
B ABBAAABAB
BB AABBBBAAAAABAABBAAAAA
$ BAB
AABAABBBABBBBAAA $
BAABBBAAAA AAB
AAAAA ABAAAABBBBA
ABBB ABBAABABBABAAAAA
BAABABBBAB BAABBABAABBBBBAAB
AAABBAABABBAB ABABAB
ABB BAABABBBBBABA
ABBBBABBA AB
BBAAABAABABAABBAAAB AABAABB
AAAB AB
B BBAABBB
ABBAB ABAAAABBAA
BBAB ABBABAAB
BABABBA BAB
ABAAB ABAAABBB
BBAAAABAB BAA
BABBB $
BBAAA ABBBAAAA
AA A
AABAAAABBABAABAAABBAB AAAAA
$ AAABAAABA
BABAABBAAAABAAA B
BABAB ABAABAABABBABABBBABABBBBBABA
A $
ABAABAABBAABAAB BABBAABABBA
$ A
ABBBAABBB AB
ABA $
$ BAA
BABBABBBBAABABAA AAAAAB
BAAABBA A
AB AA
BBBBABBB BAABBBBBBBBBAAA
ABBAAAABAABBBABBAABB ABABBAAB
ABAA ABABBBABAABABAABBAABBBBBAABBBABABBBBB
$ A
AAA ABBBAABBABABBB
BAA ABBBB
BAAABAAAABBBAAA BAABABBB
BABBAB $
ABBB AABBAABAAAABBBAA
ABBAAB ABABABABBAABBABBABBAAAABBB
BAABABBBABABABBBABBBBBAABABABBBA A
$ AAABAABAABABAAABAB
ABA BABA
AAAABABBBAABABBA ABB
BBBAABAB BAABAAAB
BABAABABAAAA ABBBB
BBAAAAB AABABAA
ABBAAA $
BABBABAAAABBAABABABBB ABBBB
BABABBBBBBBBAAAABAAA ABABBABBAB
BBABABBA ABBABAAA
BAAAAABAABAA BA
ABBA $
AAABBAABAABBB BBABBBAA
BABBABBA BBBA
BAA ABBA
BBBABBBAABBABAABA ABA
AABBBB AAAA
AB BAA
ABAAB AAABABBBAABBBA
ABAAAAAABAAAAAAABA AABBBBBA
A AAABBAAABAAAA
AABAAAAAABAAAAABBBBBBBBBA ABABABBAABBABABBA
BABAAAAAAA ABAABB
ABBAABABBBABBBBBBAAAABBBBAAAA ABABAABABBB
ABBAA BAAABBAB
AB AAAABAABAAABABABBAABABBABABBABA
ABABB BBABABAABB
$ ABB
ABBABAABBAAABABA A
ABABBAA ABAABB
BAABBAA ABBBAABBABBBBBBAAABBBBBAB
AA BAAABA
ABBABAABBAAAB BAB
BABBA A
ABB BBA
AAB ABBAAABBBAA
A AB
ABBAABBBABBABBB AAAA
ABBBBBABABBAAABBBABA A
ABBBAABBBAABBBABBB AAABB
BBB BBBBABBABABBB
ABAA ABBAAAAABB
A AAB
BABAB BBAAABAAA
BBBBA AAABAB
AAA B
AAABABABBB BAAABBABAAAB
BA ABBBBBBAB
BAAB AAAA
AAAB $
ABABAB ABBBBBABBABBBABABA
B BA
BBBAABABBAAAABBAAAAA BB
ABBABBBA BBABBBBAAB
ABA $
AAAAAABAAA BAAAAABAAAABBAAABB
BABAAABBBBABBAAABBAABBABAABBBBBABAAAAAAAA ABBABA
AAA BBABABB
ABAABABABABAB A
BAABAAAAAAABABBBBBABABABBA BABAA
BAA BBBAABBB
A ABBABAABB
BBBBA AA
BABBBBBBB BAA
BABABABBABABB A
ABAA BBBABBBAABBABAABAA
ABBAABABB ABBABAAAAABBAA
BAB $
BAAAAB AAAA
BBBAABAABBAAA AA
AAAB ABAB
$ BB
AAABAABAABABAAABAB $
BAABABBBBBB BAABBAAAABBBABABBAAAAABBBAAABBAAABBAABBABABBAAABBBA
AAA BAABAAB
BBBABBB AAABAA
ABBAA ABABABABBAABBABBABBAAAABB
BBABBBABBBABB BBBBBBBBABBAABBBBBBBBAABABBB
BAABBBBAABBABBB BABABABABA
BB ABAABAB
BAABBABBBA ABBBBABAA
BA AAAAABAABBBBBAAAABBBB
BBABBABBABABBBAAA BABAABBB
ABBBBB AABA
AAA ABBAAABAB
BAABBAAABABA BB
AABA BAAAABAAAAA
$ AAAAAAA
BABAABBBB AABB
$ BB
B ABBABABBBAAAAAAAAA
AB A
BA BB
B BAA
ABB BABBAAA
AAAA BABAAABABA
AAA ABBAAABAB
AAAABABBBAAABBBA BAABAAAAABBABABAAAABB
BAABBBABB $
AAAB ABBA
BABAAAA ABBABBBBBB
ABB AAAABAABBBBA
BAABAB ABAAAAAAAABAB
$ BABBBABBBBBB
$ BABAAAAAABABA
AB BBA
BBB AAAAAB
B BBBBABBBBBA
AABA BAAAB
$ ABBAA
BAB ABAAAAAAAAB
B BB
BABAB $
A ABABABA
BAAAAAAAA BBAABBAAA
BBA ABA
AAAAABBBBBBAAAAABBABBA BABAAAB
AABAA BAAB
ABBABAA A
$ ABAAAAB
ABB AAAA
AABABAA BAABB
BBBABBBAABBABAABA ABA
ABBAABABB ABBABAAAAABBAA
ABB B
AABA AAAABAABABBAAABA
BBBB AABA
AB BAAA
ABAABBABBAB BBAABB
BB AAAAA
AAAAAABB AAAABAABBA
ABBBBBBABB ABA
$ A
BBBBBBBBAA AB
BABABABAAAABAAA BBBBB
BAA BAB
BABA AABB
AAAAAABABAABBBAAABBAB A
AABBABAABBABBAABBBBBB ABABBBBBABB
B AAABABAABAAABBABBBBA
AAABAAABABAABBA ABBBAABBA
BAABBBBBA BBABABBAABBAABB
BBAAABBAAABBAABBBABABABABABABABBB AAAA
AABABBBBB AAABABAABBB
ABBA BAAB
$ ABA
$ BABAA
AAAAAAA B
ABAAB AA
ABAABA BAABABAB
BBBBBBAA $
A $
AAAA AA
BAABBBBBBA BBBABBBAABBBBAABAA
BAABBAAAAABAAAB AA
AABBBBBAB ABAAAAABAA
ABBBBBBAA AAAAABB
AAAAABBAABBAB $
ABBBAAB BAABBBAAABB
AABA BA
ABAAAABAABBBA BA
BAABBAAB AAAA
BBBABAABAAABABBB $
BABAABAABBBABBBA $
AA AAA
B ABB
A BAABBBABBAAAABBBBABBAAB
ABA BAABBABABBAAABBAA
AAAABBABB $
B AAAAAAA
BA ABAABAABABBBBBBBA
BAAABA B
B AAA
ABAAAAB ABAABBB
ABABBA ABAABBABBBABABBAABB
$ BAAAABAABBA
A AAAABBB
A $
BBAA A
A AA
BBABA BAABBBB
BBABA ABBABAABA
AB AAAA
AAABBABBBBBBAAABBBBBAA AAAAAB
ABAAAAAAAA BA
AA $
BBABABBBBBBBBAABABBABBBBBBAABBBBBBABAAABAAA BBAAB
BB ABBABABBBAAAAAAAAAB
ABB $
BAABAABBBBBAABBAA AAABAABBAAAAAAAAAABAAABBBBAAB
ABBAB AABA
BABBBBAABAB BA
A ABAA
ABAABAA BAABABABA
BABAABAAAAB AA
B BABAAAB
AAABB AAABBAABA
$ BABAABABB
$ ABBB
BBBAAAABAABBBBB BABBB
BAABABBBAABBAABBBBBA BABA
$ BAABAAA
BAABBAAAA BBBBA
ABBBBBBBB AB
BBABB A
A BA
B AB
A AAABABBAABBABAAAAAAAABBAAABBBBAABAAAABAABAABAAABBAAABBA
A AB
BAAAABABA B
BAABAAABBBA AAAA
BABAABBAAAABA $
ABAAABBABBBA BABABBAABBBBABA
ABABABABB ABB
ABBAABABBBBBABA AAAAAB
AABABBB BAAB
A B
ABABAB $
ABAABBBAABBBBBAABBABABABBAAAABBAABBBBBABBBAABBABABABAA ABBB
BAABAAAAAAABB AAAAAB
ABAA $
ABAAB BABBBAAABBBABBABB
BBABBBAA BA
AAABAAA BA
BAA AABABB
BAAABAAB ABBBBBABB
$ BABBAAB
AB BABABAB
BBBB ABAAB
BAAABB $
ABBABAB $
AAABAAAAB ABBABABAAA
BABBAA BAABABBBAABBAABBBBB
BBBAABAABBAA BAAAABA
BAABAABBBBAAB BAAB
BAABA ABBABBBBB
BABBAAA $
AABBBBA A
AAAABAABBBAABB BAABAABABBABAAABAB
BBAA A
AAAAA AAA
BABAABB ABBABBBABBAB
BBBBA AB
$ BAAAAABAAAAAAAA
BAABABABBB ABBAABABBAB
BBBA BB
ABAAB BABBBAAABBBABBABB
B BAA
BAABBA A
AABAA BAB
BAB AAAAABBBBB
$ ABBBAA
AB BAABA
BA BAAA
BAABAABBBBAABB BAABBAAAAABAA
ABB AABAAA
AABBAA ABBBBB
AB BABBABAAAABBAABABA
$ BBA
AAAABBBBA BAAAAAAA
A ABBBB
BA BAABBAAAABABAAAABA
AAABA BABAABAAABBAAAAABBBAB
BABBAAAABBBBAABABBBAAAA ABBAABAB
$ BAABBAAAABAABBBABBABBBABB
AAAAAAAB $
ABAAAABBABABBBABABAABBBBBBAABABA BABAAAABAABBABABB
BABAAAAAABAABBAAABB AAAABAAAAABBBBBBBABBBAABBBAB
BBABABBBBBBBBAABABBABBBBBBAABBBBBBABAAABAAAAB ABBABBBABBBABABBBB
ABBBA $
AABAABBB BBBBAABABBBAAA
ABAABBAAABAAAB AAAA
ABBBABA B
ABBABAABBBAABBBA ABABBBABAAAAABBAAABABA
ABBB A
AAAABB BA
ABBABBB B
ABBABBBAB $
BAABBBABBAAAABBBBABBAAB A
ABAA ABAAABB
ABBBA AAABAAABABA
$ BAAABA
BABAA ABBAAABBAAAABBB
ABBAAABABBB AAABB
AAABBAABABB ABAB
AAABABB BBAABBBA
ABBBABBBB ABABAA
BAABBAABAAABBABB ABAABAAAB
AAABAB ABBAABBBAAAB
ABBAAABBB ABA
$ A
$ AABAA
BBAABBABBABBBAABBABABBABBBABA ABAABABAABBAAB
AABAAA A
BBBBA AAABAB
ABB ABAABBBAAABAAABBAAABBAAAAAA
BAABBBAAABBBA ABB
BA BAA
BBB AAB
B BABBABABBBBBAAB
BAAA ABBABB
$ BB
B AAABBB
ABAAAAABBBAAB ABA
AAABB AAABBAABA
AABAABABBABABB ABBBBBABAA
ABBAAB BABBAAAAAB
ABB BAABABBAAB
ABB ABBBA
AA AAAABAABAAA
B ABAABA
BBABBBBAABBB ABBABBBABB
AAABAB AAB
ABBABABBBABABBABABBAAAABB B
ABBABABBABABABBBBBAABBBBBBABABB ABBBBABAA
AB ABBAAB
BABABBBAABAA B
BB A
BAABBABBBBBBBBA AAABABAABBBBB
ABABBBABAABABAABBAABBBBBAABBBABABBBBB AB
AABBAABBAABABA ABBABAAB
BBA AAB
$ B
BBBB A
BAAAAABAABA B
ABAABABB AABBBAAB
ABBBBBABAA AABAABABBABABB
ABBBBB B
ABAA BABAABBABA
BA A
AA BABBAAAABBBBAABABBBAAAABBBA
BAABBBBAABBA BAABBAB
BAABBABBB A
BABAA AAA
BA ABABABBBABABABBBAB
BABAAAAABA BBAABB
ABA ABBBAABABABBA
BABAB BABABBAAB
BABAAA BAABAAAAAAABABBBBBABABABBAA
BBAAB $
A ABAA
AAAAAAAB BB
ABBBBABBAAA AABA
A AABBB
$ AA
AABBABABA BAA
ABABBBAAAB A
BAAABAA B
ABBABBBBBB AA
AABA BA
BAABBAAAABBBBAAAAA ABBA
BB ABBAABA
BAAABABBBA BB
BAABAA BAABA
AAAAAAA B
BAABBA $
BAABAA AB
ABBAABBBAB BBAAABBAAABBAABBBABABABABABABAB
ABAAAB AABBABAABABBBAABBAAABAABAABBBBBAAAABAABBAABBAAAAABAAAAAABBAAAAAAAAB
ABBA BABB
$ ABAABABA
ABAAAAB A
A ABBBBBBB
ABBAABA ABBBAABBBAABBBABB
BAABBAABABBABBABBABABABBBBBBABA AAAAABABBB
BAABBAABAB $
AB ABBBBB
ABBABAAA ABBAAABABA
ABBAAAA AB
BAABAAAAAAABABBBBBABABABBAA BABAAA
AA ABAABAAAB
BBABBBAAAB AAABBABA
BA BBBB
BBABBB BBA
AAAABBAA ABBABAAABB
ABABBAABBBBABBBB BABAAAB
AA BABA
BABBBAAABBBABBABB ABAAB
ABAAAABAABBBAAA BAAA
BAABBA BAA
AAAAAABB A
B BAABABBB
ABBAABAAAA BBAA
BABBBBBABBBBBBAABBABA AABAABABAAAAABA
BAABBBAAABBBBBBBBB AAAABB
AABBAAAABAABABBAAB BAB
BBA AABAAAAA
ABABABBBAAA AAB
ABBBBABBAA BAAAA
AB BB
AABAABAB B
ABBAAAAABAAA BB
$ AABBAAAABAABABBAAB
ABABABBB BAABBABBBAAABBAAAABBBAAAABBABBAAAAB
BAA AA
ABBBBBBAAA ABBBBBBABBA
ABBAABB BBAAABBAAABBAABBBABABABABABA
ABBBAAA AAABBABABB
ABAA A
AAB ABBBBBAAABBBBABBBBBBBBBBBBAAABBAB
ABB BBB
BAAA AABABBBBBAABBAAABBAAABBBBABBBABBA
ABBAA ABAAAABAABBBAABBBABBBBA
BBAAABBABAA AAABBAAB
BBAB ABAABABAB
BABA ABBBB
$ AABBABBABAB
BBAB AABABBBBAAAAAAAAABAABBBBBBBAA
BABBAABBA ABABBBABB
BAABA B
AAAAABAAAABABAA AAAB
$ ABBBABBBBABBA
AA ABBBAABBABAB
$ ABBBBBBBBA
BA BAABAAB
ABABAB $
ABABB BBA
BAABAABA BB
ABB BABBAABBBA
AB AAABBAABABB
BAABBBAAAAA AABA
ABAABAABBB BBAA
BAABBB B
ABAB ABBBBBABAB
BAA BAABBBA
$ BBABBBBB
A BBABABBA
B AABAABBBA
ABBAABABBB ABBABAAAAABBAAB
AAAAAAAABBAAABBAAABBAAAAABAAAABBABABAAB $
$ B
ABABBABB AA
AAAAAABBABABBABAAABABAABAAABAAB $
ABBABBB BBAAABAAB
$ ABAAAABBAA
$ BBAA
BAA ABAAAAAAAA
BAABBAABABA ABBB
ABAABBABBBBABAABBBAB AAAABB
BAAB ABABAB
ABAABABABAABAAABAAABBBBBBABBAB AABB
ABBABBBBBBBABBABBBA $
BA ABAABA
ABBABAB BBB
ABBB BBAABBA
B AAABAA
BABBBA A
A AAABBA
BAAAAABAABAABA AAAAAABB
BABAABABAAABBBBAA ABABBB
A AA
BAABAABA ABABABBBABABABBBA
BABBAA A
AAAAA BAAB
AB AAAABABBBB
ABBAAA ABAAAAA
B BA
BAABA AAA
BB BAABBAAAABAABBBABBABBBABBBB
AB $
AAAAAABBA ABBABAAAAAABBABBB
BAABBBBBBABB AABA
A B
AABBBBABBAAA AABAB
BAABBB AAABAAAABABBABA
AABAABBAABAAAB AAAABBBABABBBAAAAB
BBA ABBABBBABBBAABAB
A AAAAAABB
ABBAAA BABAAAABBBBBABBBAB
BAA AAABABBBBBBBBAABAAAAAAABBBA
ABBAAB AAAAAABBABB
$ ABBABBABAAAABA
AABA BAABAABAA
BABABBBAABAABB ABAABBABBBBBBBABABBAABBBBBAABABB
AAAAAAABA A
ABBABBBAAA BABBAABBAAABA
AAAA ABAAA
ABAABABABAABAAABAAABBBBBBA ABBBAABBABB
AAABBA AAABABBABB
BABBB ABAABAA
BABABA AABAABBBBAAA
AB AABAABAA
AAABBAABABBAB BAABBAAA
AB BABABABABABAABAA
BABAAAAABA ABBBB
AAABAABBAAABAAA AAABBAA
BBABBBABBBABBA BBBBBBBBABBAABBBBBBBBAABABBBA
BAA B
BAABAABBB AAA
AAABBBB ABAABABAAAAAABAABBB
ABAABAA AAA
$ AAAB
A BBABB
ABAAAABBBAABBA BABAABBAAAA
ABAAAAB A
BBABBB B
BBAABB $
BBBBBB A
AAAABAB ABBAAA
BAAAAAAB BAABBBBBBAAABBBAAABBBAABA
ABBA AABB
AB BAABBABAABBBBBA
BABAAAAABBBBBBA ABB
BAAABA $
ABBABBAAABBBB $
AAAAB ABBA
BABBAABABAAB BABABAABAABAAA
B AABBAB
ABAAABAABBBBABAA A
AB BAABBAAB
BBABABBAABBA AAABBAABBBAAA
$ B
BAABBAABAB $
AABAA ABBBAABB
BBABBAB ABBAABBBAAAAB
A AAA
ABAAAAB AAAB
BABBBBA BABBB
AB B
ABABBA BABAAAABBBBBAB
AAAABAAAA B
BAABAAAAAAABABBBBBABABABB BABA
BA ABAABAABABBBBBBBA
ABAABB ABAAAA
$ BABBA
ABBBABBBAB BABA
ABBABBAB AB
BBABBBBAABBB ABBABBBABB
BB BABAAABBA
BAA BA
A AAABAABAA
BB ABA
BABAAAA BABBB
AAABABBBBBBBBAABAAAAAAABB $
AB BBA
AA $
AAABBABABBAAB BBBABABBBBBABBBBAA
AAA BBAB
ABBABBBABA AAAABA
ABBABBBAAA BABBAABBAAABA
BAABAA ABABABBBABABABB
$ BBBBBABB
BAAAAAAAABBAABBBAAAAB AAABAAB
AAAB AAAAAA
BABAA ABBAAABBAAAABBB
A ABBBAAAABBABB
AAAABBAAA ABBABBBB
$ ABBAAA
ABBABA BAB
AB BAABAAAABAAAA
BABBA AABBAAA
A $
$ A
BAAABABBABBBBB $
ABAABBBABBBAABBBAAABBBABBAABBBAB AABAAABBAB
A BABAAAAABBBBBBABB
BBBB BABAAAABBABBBAAAABBBBBAABAABBBBABABBBBBBABBAABBABAAA
AABBAB BAABBABABAA
BAABBBAAABBBBBBBB $
ABABABABBAABBABBABBAAAABB ABBAA
AABABABBABBBBBBBB ABAABAAAAABABBBABAABBBBBABB
ABBBBBAAABBBBABBBBBBBBBBBBAAABBAB AAB
A BABAAABA
$ BAA
B BA
AB A
ABABBABBABABBABAAAABBBAB AA
AAAAAAAB BB
ABABAAB AAABA
BAA AAAB
ABAA A
ABBABBBBBBA AAA
ABBAAABBBAABBBA $
AAABABAABB AABABBBB
ABB ABAAAA
AAAABAABBA ABAABAABBAAB
ABBABB ABAA
BB $
$ BAABBAAAA
AAABAABAABABAAABAB $
BAAABAABABBABB AAABABABBA
AAAAAB AAABBABBBBBBAAABBBBBAA
A AB
BAABAAABB BBBAABABB
BABBBAABBBB AAAAABBBAAAAABBBB
$ AABB
BBABBAA BBABA
AA AABAA
B BAAB
B AAA
AAAAAAAAABBABABBA AABB
AAAAAAAAAABAAAAAAA $
BAABBAA BABAABAABABBAABBAABBABBABB
ABABABABBAABBABBABBAAAABBB ABBAAB
BAABAABBBBAAB BAAB
AAABABAA AABABB
ABBABA ABAABBABAABABAB
ABBABAAB ABB
BAAAAABBBBABAAAAA BA
BABAA B
BBABBBABBBABBA BBBBBBBBABBAABBBBBBBBAABABBBA
BAAAAAB BABAABBB
ABBAAAABAB ABBABABBBAAABBBAAABBBBBABABAA
$ AAABABBBAABBBAABA
BBAAABBABA $
AABB ABBAAABABBBBAAAAAB
AAB BABABBAABBBBA
BABA AAABB
ABAA BABABABB
AAA B
$ BAAA
AA AAB
$ ABB
$ ABBABBAAABBBB
BBBAABB BA
$ BAABBBA
BBAABBBBBBAABABAABBAABABBBBBABABBB ABBBA
AAABAB BAAB
A AAA
$ BAABBAAAABAABBBABBABBBABB
BBAABBABAABABAABBA BBBAABA
ABBAABABBBBB ABBABAAAAABBAABBB
AAAB ABBA
BBAABA BBA
ABBBBBAAABB BABBA
AAAA AA
$ AABAABBBB
B BB
A B
AB AA
ABBBBBBAAB AAAAABBB
AAB AAAAAA
ABBBB AA
BAAAAAA BBA
A ABAA
AA BBABAABBBAABBAAAAAA
AAAAAABAB ABAABBAAABA
B AABBABBABABB
BAABB BA
BBABAABBABBB BBAB
ABBAA AAAAB
ABBAAB BABABAABBBAAABAAAABAAABA
BB ABABAAAABBABBBABAAABABBAAABBAAAA
BAABA ABBAAA
AB BAABAAAABAAAA
AB ABBBBB
BAAAABB $
BAB BAA
AABBBA BABABA
AABBABAABBABBAABBBBBBA ABB
A AABAAA
BABAAAA BBA
AAAAABAABBBBBAAAA BBAAAABAAABBABB
BA BAABABABB
A AB
A BBBB
A ABAAABA
BAABAAB BAABAB
BBABAABBBAABBAAAAAAAA ABA
AAABABAAABABBBABAAAA $
ABAAAAAB BA
AAABBBBBB $
BA BBABBBAA
$ AABAABBBBAA
AA AAAABABBABBABA
BAABAAA BA
ABB ABBBAAAABBBABABBA
BAABBBBAABBAB BAABBABB
ABBA AAA
$ AA
AB BAABABABAAA
BBAAAAABA BAAAAABAABABAAAAAA
AAABBABBBBBBAAABBBBAABB $
ABBBAABBAB AAABAAABABAABBAB
ABB BAAA
AAAAAABBA BAAAAABAABAABAA
BA BAABABBBAABBAABBBB
AAB A
ABAA BBAA
BBABBABAB ABBABABAB
B AABABAAAAA
ABB $
BBAABBA ABBB
BAAB ABAAAAAAAAB
B BABABBBAABAA
BABABAA BAAABAABA
BABBA ABBBBBAAABB
AA ABAABABAB
ABB BABAABBABABAABBAABBBBBAAABBA
ABAABBBABBBAABBBAAABBBABBAABBB AAABAAAA
BABBBAA ABAAABBABABBAB
ABAABBBBBBBABB $
B ABBBABAA
AABABBBB AAB
ABBBBBABAAAAB BBAA
AAAABAABBBB ABA
BAABBBB AB
AAAA AB
$ BB
AB AAABAB
ABBBBAAAAA AAABABA
BAABABABAA ABAABAAA
AAAABBBBBA BAAAA
ABBAAABA ABBBBB
AAABAB AABBABAABABBBAABBAAABAABAABBBBBAAAABAABBAABBAAAAABAAAAAABBAAAAAAA
AAAABBAAABAAABA BAAAABAAABAAAABAAAAAAB
B BAABAAA
BAB BBA
BB BAABBAAAAABAAB
AB AA
BAAAAA BAABBBAAB
ABBBAAABBAAAABBABAAA BAAABABBAABBB
ABBAABAA ABA
BB $
AAAAAAA $
A BBABAAABAB
B ABBABBBABBBAA
$ BBAA
$ AA
A BAABAB
BAABABA B
A ABAAAAABBBAABAA
BAABBAAAABAABBBABBABBBABBBB BB
ABBAABB BBAB
BAABBBAAABBBBABBBBBAB BABABBBBBAB
$ BBAA
ABBAB AAABBA
AAABB ABA
BBAABBBAABAABA BAABAABA
ABBBAA BBABBABBABABBB
BAABBBABBBBBABBAAAABBABBB ABAABBAB
BAABAAAAAAABBB AAAAABB
BBA AAAAA
ABABA AAABABB
AAAAAB BAABB
A ABBBBBAAABBBBABBBBBBBBBBBBAAABB
ABBABABBBAAAAAAAAA B
ABBAAAB ABAABAA
AAA B
AAA BB
ABBAABBBBBABBBA B
BABAB BABABBAAB
BAAB AA
BAAAABAAAAAABABBBAA ABB
ABBBBBBAA BB
AABAA B
AAAABB AABAB
BABBB BABBBBA
AAABBAABAB ABA
$ B
BAABAAABBBABBBBABABBABBAAA BBBAAB
BAABBBBAABBAB AB
A AABBA
BBABAB AA
AA ABA
AAA ABB
BAAABAAABAAAAAB BAABBAAAAAAABBBBAAAABB
AA $
ABAABBBAAABAAABBAAABBAAAAAAA ABBA
AB AAABBAAA
A B
AABABAA BBAAAAB
BAA $
ABA A
A $
AABBABBAA AAB
BAABAABABA AAAABAABBBBABBABBBAABAAAB
AABABBBABBBAB AA
BA BAABABBB
A $
$ BABABAB
BABAABBAAABAAABAAAABBA BBABBBABAAA
AAA BABABABB
AABABB BAABBA
ABAABBABBBBBBAA ABBAABBABBBB
BAABBAA BBAABBABAABAB
BA BBBBBABBBBAAAB
BABAAAA BABBB
ABBAAA BAABBAAABBBBA
AAAA ABB
ABBBBAA ABBBBBABAAB
ABBA AABAAB
ABA AAABB
BBA BBBBABBBBBABA
$ ABABBBABABBBAABBAAB
A BBBB
AAAAABA AABAAAABBAAABAAAA
BBBBBBBBBBBABB BABABAB
ABABABBBAAA AAB
A BBBAABAABBAA
AAAAABBBBBA BA
AABB BABA
ABBA BAA
ABBB $
AABBABB AB
BAAAAAABABABBBBAA BA
BB BAABBAAAAABABBA
ABAABABB BAAAB
ABAB ABBBAA
AA A
ABA ABBBBABB
ABBBAABABAB A
ABBBBBAAABBBAB BABBABAB
BAAAABBABBBABBBBAABBBBBAAAB $
AAA BBAABBBBAAAAABABBABBABBAAAABAABA
A AAABABBABBA
BABABAB ABA
B ABBAABBAABA
AABAAAABAB BABA
BB BBBB
AAAABBB AAA
BA ABBAABBBBBABBBAA
AA ABA
ABB AAAAA
BBABBABBABABBB ABBBAA
ABBABBBABBBABABB ABBABA
AAAB BBBBBABBBBAAABBABBABB
ABBAB ABABA
ABAABAABABBBBBBBA BA
ABBA BBBAA
ABBA AA
ABBBAAAABAA ABBAA
A $
ABB BABBB
ABBAAAABABBBAAAAAAAB BA
BBABB BABAAAABBAAA
BAAAAABAABABAAAAA BBAAAAAB
$ B
BAABBAAAABAABBBABBABBBABBBBAAAABAAA $
BBB BA
BAAA BBBBBA
BABAABBBBBAABBBABBB AABAABBBBBAAAA
AA ABBBBBBABBABBA
BBAAABBAAABBAABBBABABABABABABA ABBAABBBA
ABBAABA BABABAABABAAABBBBAABABABBBAB
BBAABBBAA BAA
AAAAA ABBBBBBABBABBA
AB AABAAAABBAAABAAAAAB
BBAAAB BAAAAABBAABAAABB
ABABAABBBB ABAAAAABABABAAABA
ABABAABABAB ABBAA
BAAAAB AABBBBBB
AABAAB BABBABAAAABBAABABAB
BBB BABBBBAAABBABBBABAABB
AAAAA AAA
ABABBABBABABBABAAAABBBABBB AABB
AABABAA BAABB
$ BAABBA
AB BBAABABBBABAABBABBABA
BAA ABAABABAAAAAABAABBB
BBAABA BBABABBBBBBBBAABABBABBBBBBAABBBBBBABAAABAAAA
BA ABA
BBBBA AAABAA
AAAABBBAAAAAAAA AA
ABAAA AAA
AABAB ABBBAAABBB
BAABBAAABBBABAAAABBBBBBBBAAAABBABBABABABBBA ABAAA
BABABAAAABAABAA AABAAAABBABAB
AAB BAABBBAAAA
A BAABBAA
B BAAABBBBABBA
ABB AAAABBABB
BAA BABAABBAABAABBA
AABBABA BBBAABABBB
ABBA $
BAAABA AA
BABABBB AB
BAABBAABAAABBABBBBBBBBA ABBBBAABBBAAAA
$ ABABB
ABBAAABAAAABA BBBBBABB
ABAABAAAB BAABBAABAAABBABB
BAABABABAA ABAABAAA
A $
ABAABAAABBB BBBBABBAAAB
BB AB
ABBABBBAAAABABBBBB AA
BABAAAABBABBBAAAABBBBBAABAABBBBABABBBBBBABBAABBABAAA BBBB
AABABA BAAAABAAAAABA
ABBBA $
AAABABAAABABAABBB A
A ABAA
BAAAAAAABAAAABAAA BABAAABAABBBBBAABBAABBBBBBABBBBAAABAABABBAAAAAA
$ ABBAABAAAAB
AABABBBAB BBBAABABBBBABB
AAABBA BABAAA
$ A
BBAAB B
A BAAABAA
ABABAAB ABAABABBBBBABAAABBABBBBBBB
B ABBB
AAAAB ABBBABBA
AABBBBBBAB BAABBABABABABBABBBBAB
ABAABBAAAABBABBAABBBBAAABAAAAB BAAAABAAAAAB
$ AB
BAA AABAABB
AAAAABA ABB
BBA BA
BBBABBBABBAAAAAAABAABBABAABAAA AABAA
BABABBABAAAAABBBAAABBBAABB AAA
