27737
lcElh ^P^Kb
^TKRlc dlaBjGkJBVVVfZIIMggc
Qlq l\gQnAS
VJEdHqSYje l\llbkJ
^JdHFKT\` Q`CCCCCC
lPSfZLgq d_h[jGbrm
dgXdKYGN dG^
lhqmjeL lSc
QgnhRdXkGRXl lKcmjf[BYBSojf`BdUb
^ f^
l\` QgCCHC
Qlhamjb Qbb
lPkG R\`dPO
lRdfl lKf
^WlUQlFK QgF
lcEdCEZ^TPhplO QbkJm
^VJEl`F\MRnPG lcEdlG
^VXmb QT^`
lmhNlO lcEl
QgNrB QlGkhXWZGlmF
dXNrFj dXNY
^C lXW
gdW ^CFjWlcElmDkGPSfVZMg
lmFdSY lc^TKf`jLm
^MhXU ^MhU
KQbkJMVV lcEQgMZMfVVZIIILfVVVVV
Qgd QllLmjRdG
$ ^d
dhLnLBYDNfrndj QlGNYUNndj
g^WJr_ dgPkGhXkddheNL
^qXeclK dgK
^KnX\cb dg
dlSBBd lR
^JFm[`MH ^JF^_C
dlLmjeLfVVZ Q\EfZ
l\gdFdbkJm QgL
Qgm`BSghLnf[o ndlcY
dhf[Bj lcdl
QlXSCkGXMnqjCWVJE^MpFB lXeNNS`F[_qB]oNS_NS_NS
^W^eGNJ^]qaYW^eZB^ ^JNNS
Ycbd Qb^
^BVdlPSglnm dlf`BXQBdedBkddqmBdf`BX
dXNIEjNjUUNjUNjNOdjNUUphJmJ lcEdXNrNUphJ\JnJ
lmBSVVVVZLfVVV QgrSf
dlfoBgJnNSf QgMV
lmeYIncm QgF^XSggRdao
$ O
J ^Mni_eM
dq^gKf`jeBVVZMCkGcE^ k
Q`CC QCC
QgSlKS Jqna
RlgmF lPkGR
dpSfVVVVAZ QgLfVZ
dqnaBjb^L`FBmJ\EfVZfZI\ ^TXTKGkJBZI
lc ^SOqBgS^JVJ
QbkJMZIIMCkd^JNJ CWNPSS
QgLg EQl
R\`dP l`P
JeJ^`aMnXd ^qXd
^YDXkDYXNW dlaoB
dlRl`BNWUp HXqqjYXNA
d ^MpMHFjekMpF^qZBB
$ ci
bW^T[ ^W^qiJe
ecJTf_J[ ^CWaeZiJJB_CWF[JNSmeNNS
QbkJdpljOXqaSkl ^qXdgRXMZMfVZILgGkGXShSBBd
l QgmR
^CVGiLeirQ ^JaMhSGQ
lcE^ThXkdQlqnSYj Q^llRdl
dl dqSjf[
ClPNYUU ^SXkGPNWpdjjNj
^She\ECSfVVLkG\lg`b dX
^ekeG lgS^Mp
hGYG l`PhbNhUpdjj
Qb^\ Qb^
QlgKamBg l[alUgMZIIMghbbk
^qi`NNS_N ^qBB_gXP
^ jdhRN^L
qMhU ^W^M
lPSfVVZLfMglleLfEZMCSfZMfVZghSY lcEdgXTKf`
l ^
GkGf`cBjcmjcB Qb^L`Fm
lm ]dlLmBSY
Qg\E QlXg
^Ylao lRgJdNLRmjernf[o
^qB[qPCF ^CEZSi_e
Slg lXW^qXl
QlqnSYBTb^LRBYPm dghlSYB\RBY
l elD
Qlhf[BjamB ^WlKXcB]
dGk]R ^CVMHWNeVJEdqmB
LqQ`C ^W^CEkdKCEZqKdKMhUnXdg
lgS^Mp ^ekeG
lcE^VJElcEl QlGkdlKfR^W^MjpVJEl
dlR^MnEaJMHWNJB_CFKqEF^me eG
dq bB^
^YG QbkJm`IB\`MVVZIILf[VVVVZMfV\ZMC
dGqSfqILVZfbI Qg
lhlUgSQ $
lmInU`C QgCCHC
d_h[jGbrm lPSfZLgq
^h^GS ^MpG
lKSm ^VJE^eghq^q^qmjaY
l`bNR_UUphpJ\ lKG^rBYDSgGkGXT`DNNWph
^dVnXa lRY
lXq HD[NQ
l` Rlgm
dlL^GSfZI dpSfVVVVAZI
lh kd\Vd^Y
M ^Yle
QlqnSYBTb^LRBYPm dghlSYB\RBY
lXW^JMHVaC \lghJF[HJC
l`BSCSf Q\EfZMfV
^MhX ^Mh
lc^TKf`jL QgQ
QlgX $
^qcdKeVd ^W
QlqnSBBXFnSmjUlXNYNNUU dhUNO`rNAEdUUUUNjNN
QgQBgJLfV dlfbUB
^Mh QlGkGXM
^dKeYlaoBXO Qg
lmplQQ ndXd
dlccmB dXkGmplOR
lXMhUhUpMHE ^qB^`F[JMHEkef
^CEPeNCVF[mNS`aCEkYGNYUNjUNNpdjndjNp `ENWUp
QbkJS^T $
^SXkGmDSfZMg ^WQ[lhTLmBdaYjUlgcEd
dGkGcE ^kdAKl
Qg dGkdlXdjeGadjKJHWaTnKSYjUg
lPNAdj PdXNNAdjjW
^[qGFBM_J^qGF^_CVV lXJaV
QllLmjRdGDSfZI dlLmjeLfVVZ
ke ^YgcE^qB^`NeF[q
lmBkGmBNYNN lW`Bkdlhlamje\EfVVZLCNhU
l`BSfZLfVVVVZMfVVZILfVZILCkd ^MMnEVd
rW^qi_JBqkSXSggmDNrnP^ QgLgGNNYUUNNUpdjNpd
Qb L
l\gQ^XNYUN dhLnLBYDNfrndj
lmbNYUUUN dWpdd
lPSCkd^MhUh^VJEl`PQOKf` dhc
^Sq^ emh
^T` l`q
lm gPSCS]XSfhgm
^WJElfBSC lmB
dXNIEjNjUUNjUNjNOdjNUUphJm dXNAhJmJO
QcgQm dGSfZLCSghG^rneSQgQm
rJY d
lRdfl lKf
^JMH ^Wl`POXEnYXkG_
^Yhf[Y dgRYIqm
Q`CCCCCC Q_`CCCM
lhq $
lPSfZLgq d_h[jGbrm
^ePeMHWNJ[_J^qZqKTcElm NPkG`
`bkd_GNJEUpd QlXkGPkGKenq^GkGPNNWpd
dqBdR^e ^dHKdje
lmeYIncm ^Ylao
l`plhFgJLfVVZLfZMfVVZMgG lXGSC
^ \
^daKJVddqnf ^WdlSojf
dqm bB^m
lEQg\EgqnRQgjNLF Qgnlb^
hqneMVVZQgh lmFYpljQQQhFgJNLRmjLmj
le\ECkl dhaBjaBBgJrk
dZBhC lmImB
lmpljOcEUqmBTpff` ^Shao
^TXYGN QmmFbSUN
Rl lcElXT
lhhLncmjUll QRlGkJY^h
^W^Sqjdj ^
^ShU`C QgCCHCC
qXkGXSpRhLnLBPOK ^JaYl
dhf[oB\`LCNWp lXXNEjUUNjUNjUUUNn
lcE^eGMEk ^
^iqG ^qE
^WlR\FrnerSCSCNWpd ^JVdd^Nhpak
lhlcoB^XrSfZIMgGSqgXkdlmDS]Ln ^Yl
lW` lhled
QllUgnqB\RB\`\ECN lXMpNhWF[JNS_NS_CFKVJdGN
qMhU ^YgcE^M
lPk dq^X[
dgc_lc lc
dleMVZHMMfVZLCdad Ql
^YGSC ^PimNSJCVVcE^fXmb
QlGZN]Khpdj Qlqnf`BXS^ThXkdlXSGNrj
dlSBBgJMZLghf[Bjf`BdaBja ^gXlL
^WNQngdB ^WdXkGP
^Wl`DSCkd^C lXMbni_BWFBqZEMH
lcE^gh ^Mh
lcElP dMLRlRgJrXgXkGYlG
^HE`Cc lXYgPkd^qB^JeVJE^d
l`bN l`boNb
[fg QlGSfVVVVVZMgXkdlmbSglRQg
d_h[jGbrm lPSfZLgq
dlfoBgJnNSf QgMV
ldXSfVVZILCnZlRlKbbLe^Le Qg\EC
^YXSCkGmBNWUp Q`gMVZILlCNp
l`PhbNhUpdjj hGYG
GdhqbkJPNi QlherNE
lRrLMCkd^VXPNdNYNnh lPNNNNWUph
lK dhelDkJmcDEdqdalcBBdM\Eg
edEQ Q
lPkddGkdQgrkGqYFden ^S
^LG ^MpF^`
QgSdgKel^LRBgJQ^qneLfZIIGMCNN QgdBN
ddS QlhUgMVVVVVVZL
$ Fml
dXSC QT^`
K d
^YlSYjL^l $
dgKac] ClKcc
^MpVdlhhLmBX\ECNYN RdNdlOmDWpdj
^WldOcEldDVSYBdS^rBXS $
^SqBgJ\EfVZLCSgGN Q_kJF^gPN
l QbkJmcE^Y
^T`POlcE $
lRdRdGkddXSgqmBXlkJdDSg ^qXlcIc]lKUl
m^TmDNhpo dXSCSCNhUUUpdjNUp
lXVJEdXN q`dGON
lXCEk OXCFjqqjp
D ^Vd
`ENWUph dlG^rmjLBgJrNENpdjNUphJO
lRXdbSCqkdlcEQlGNNhpdjjN dXNNNNYNndjhdjndjjN
KlGN ^TcElPSgXSCN
dXNEjUUUUNhhJnJ ^djY^GNYNjUUUjUUNhhJM
QgSl \
dGSfSVZIIILCCkGPSCNhUUUUUUkph QgLCNNWpdjhh
$ lXeZqKqB^mCFK
Ql a
\ dg
$ ^SOqBgS^JVJE
^Wl\b^rAnaYjkJdFX ^WQg
^TcElm l`jb
Cm lmplQQ
lcE HO
QSlRdU Q
dgRXMVVVZLCSC g^YgP
l`[DNjhNU lKLBXMVVVZIMgXNhpdjj
Ql ^VXdGFSglLB\g
d lScg
^VJE^MpF DdhR^CWF_
Sl lcElcEQb^
$ lPNhUUUpZjNUUUUUU
^oMnE_QXR^ERQRirQR ^MpaqEF[`G
^eZi_ ^eLiJ
^qiqGaMh^NeNeNCVG_QRoQe_ oPYdE^CWG_
lhheMVZMfZIIMCSgGN CK
gh d
QgrNWpd dGoNAd
^WdhR^W ^PimNSJCVVcE^fXmbkd
QlXNYNjN dg`BSgXkGPkGhGNN
lKeNrB\ QRiIL
^C dXkd^qB[_eneMH
dhUNO`rNAEdUUUUNjNN ^TKSYjaBjcBBYBNWU
^VJElcElPN VXN
^CWMHWFImCWVJElKb^JnkJLfZII lcEdXSfVZLfZI
QbkJS^T ^qel
d^qnYBjL^qOnaBBdUg\ECN dXN
^CWaeZiJJB_CWF[JNSmeNNS_e ecJTf_J[_e
^EJ[`MHWG_Q ^Mh^GoQ
^JGoQ ^W^JMpRGU_Q
QbkJnGNENUUUUUpdjjNnhJ\ dGNWpSJ\
lcE^g ^M
$ A
QmmFbSUN lhhf[YjRlRdRdGN
dGkd lmbSggPSfVVVVZLgPlLBcE
Qg\EgXN KlGN
dhelDkJmcDEdqdalcBBdM\E l`PhDkGXYhbkJL
lRgJlkGmMll ^YlSYjL^l
d^qnYBjL^qOnaBBdUg\ECN dXN
lbNhUUpFjjUUN lhGNNhpdj
^YlLmjamBgJl^ Ycbd
DKNR ^ShamjaYB
^WdlUgnlc QbkJLg`FgJFmjc
lR\RBgJ\ECSfV dlXmBdeqZIpIIMf
^WdXkGPN ^WNQngdBN
QbkJ QEgdInGhJ
^WdlUgnlcm QbkJLg`FgJFmjcm
$ ^Vddq
dq^gRX ^CEkShcmoBX
lPSfZLgqB d_h[jGbrmB
^JMHFKePNSJNS WdKeGFB
l\lqBYbkdlcBdglcE^YXSfVZqMfZILfZLf ^VdlKbkJM
QgLfZLCSCkG` lEc
dYRYbSfZMCkWR\`brkdlK lKaYj
lcElcEdGSCNNhUUUUUpdjNpd cKPONhUpd
Qg\E]ZMfZfVZLfVZIIMfZILfVVZLglb^LRBdf`BdR^T l
^qXlcIc]lKU Ql
lmBkddl lXYIl
^VJ Qlmgoc_
$ lhGSgXSCSghG^L`F
dhLnLBYDNfrndj Qb^rBgJnGkG`bkGKerNhpdjjUUUNhdj
lXeGaeZ ^MhUC
l\gBZIMCNWUUUp dgmplOmPQOmNrjNNp
QOl l
^MhXUp ^MhUni`
^P^Kb d
^YqmjSojSoBgFmjR ^WQgS
QgQ^]ha dhS
dGkGhGNYNNUUpdj ^TPNHUN
lPSCNWph lPNqaEnHhJ\
lXYI lmBkdd
dLmjf[mjSlXMRhUpa ^CWadK
IldN Qg\EgXN
lmBSVVVVZLfVVVZ ^SqmB\FJbkJ
^WdXkGP ^WNQngdB
dhcoBYbSgqBYbkdQb^LFL`rkGcEdXNrNU lPWU
l` AlKGkJd
lXMbni_BWFBqZEMHV ^Wl`DSCkd^CV
lhlLmjaB edqnSm
^eGFBqGFBJJ[`MHEPJ[ $
$ YZcE
mlc lXSqmjcBjf[mBYI
V^T`PhAFp\`K dqn
dgmF ^MpFB_NSJJ^_CFjShSYB\RBXQmja^B
^ePCVGirQ ^JaMhSGQ
dlSBjG lXXJH
QK[QY l`DSCkGRXSdhco
BePCEGF^[^` dhUgmcE^VXhqBdb^rBXLCkGX
AlKGk dqmjRlRgJlk
Rl lcElXT
lcEdXNrNUphJ\JnJOJO dXkddqneLCNhUpdjNpdjNUpdjndjjUNjUNnhJmT
lhlLdf`jR lhlf[ojG^rne
lmbNNNNYNhd QlgNpljhBANhUpd
l\g lKcBf[IB\`
dfd Qlqnco
dha Oha
QbkJLg`FgJFmj ^WdlUgnl
Qb^rB\` C^VXR\`
lK dgRNq
dl $
^JMHE ^SqlUbYl^L
$ O
DdhR^CWF_^ lcE^ePCVF[
QgF dhCLmB\FLRnBL
^SqneBVVZMfZLfZMCkGcEdXkGcElXJNCEZEMHVaeGaVXmInSB ^YlcBB
Q^llRd d
l lmF\V^LFr^gXqqKqXl
QlhcBjcmjf lmpljOcEUqmBTpff
QgQ^Gk nTZ
dgc_lc lc
l`BSCSf Q\EfZMfV
dgEXdKeZB^`NJB`NCEPJ[`NJ^_NSJJ[qPNSJCV lcElcE^eZBB`F^`
gQBgJokG`kQQQQOhlf[ dqB\Fr
lr lKU
lXGS QgMZIIL
^SqneBVVZMfZLfZMCkGcEdXkGcElXJNCEZEMHVaeGaVXmInSB ^YlcBB
CWNPSS ^Mni`F
^dKqX^J ^C_EG
lmbSfVVVMfVVZL lRgJBVVZIM
q]CB_X l`BSfZ
mWl\gLCNhpJjjUU ^YgRdedPjhF\
^ dqnLBd
lcEdXSglSojaYBXrk g^YgPk
d QlhaYB
dlGkJRmcEdg ^Yg
Q XI^WQ
^dM ^qB[_CF
lPS[XkP lPkG
rlKRlPSCSCSfVZM dXS
RdNdlOmDWp lR\FL`BVZMCNrn
lhqBgJ l
lcEdXNrNUphJ\JnJ dXNIEjNjUUNjUNjNOdjNUUphJmJ
^eZX QO
^dHKdj dqBdR^
QlGkdlKfR^W^MjpVJE lcE^VJElcE
dq ^gXlL
lcElcE^eZBB`F^` dgEXdKeZB^`NJB`NCEPJ[`NJ^_NSJJ[qPNSJCV
^CWadKS dLmjf[mjSlXMRhUpaS
d^N dqnf`B\`MVVVZILC
lmBNN dghXNE
lE^ ^
AlKGkJd lcEl`
^JVdQbkJUSQihaYB\ QlgR\
dg lY
a ^YlSYjL^
$ ^CVMHFjdKdKMpF
^qkjJVmImjRdXkdhcBBdUgSQgQ lKUgBZMgh
Q ^TcEGkdQ
dhUNO`rNAEdUUUUNjNN dGNWUU
b Q
l aT
dl dhepVZMZMfVVZMghSmj
lKR^djVJElKRl`POmInG ddaRojbi
Rdq^hfb QbkJlk
QgSKhfm Qb^LFr^GSglSmjSojcm
^Mh^VXKaBjaojenqmBXQ^hcY dqB]\Rm
lhXNNAdjhd JdXNNhUHgpd
lXeNNS`F[_qB]oNS_NS_N ^JNCEPN
^CFjCWNeVJE^VX lF\Rnem
^ cqS
^W^ePeGo lXeYPeNNSJJ[`ahh^GogQRiLXR
lPSfZLgqBd lmbkrIXSQbiJFn
RlXJGiG ^JG_
^Thq^GkddG ^MnX^YXSCkddg`ImBJ\EghamB\`LfVVZIGCSC
^qiSCFST\gBVZD dXkddhbkJ\E
Jqna QgSlKS
dG dlLB
dgmI^lbkJQnUlGkGXWd DmI^
Qg ^MpMHEPJ[`NJBmeF[`MHEGG_
^MhX ^Mh
^WJElfBSC lmB
Q l`B]rnOdjn
Qllc QllbkJnGSgqBdLm
DmI^ dgmI^lbkJQnUlGkGXWd
lXeYPeNNSJJ[`ahh^GogQRiLXRQ ^W^ePeGoQ
^ePeaYhLnbkJMZILfVZIM`NNUUNjU ^Mh^F^JNSmNSJCEZi_eaJaSGNrj
l`Php $
Qg\ ^dKeYlaoBXO\
^rQlhG^rB\RBdaBjfJ dqm
QllUgnqB\RB\`\E lmNDSgleBZILCS
QEgdInGhJr QbkJr
^YgRdedPjhF\ l
VSCBk l`FYbSfVVVVZILCSgGk
QgnGkddlUl lXCFj
QbkJS^Vd^M ^eGMHEkMhcU
lQ dlR^qBBJJ[meVX
dlR^W^JMH lXW
cjSS l`ImBgJNrmjLnaojRdXkddlLmBXNJbkJ\EfZIL
lX d^gm
dXNqh ^ekqB[_eMHFKCVNeVJEdGNhp
lcEdXNrNUphJ\JnJ dXNIEjNjUUNjUNjNOdjNUUphJmJ
dGNNNAdhjjN lRgJLCSCNrNp
QT^` ^VXmb
^CEZiJJ^JCWNJ[_C ^eMH
lXGiQ lXqiJNSJNS`G_Q
^MhUhUnqKd QEl^f[Q
lXMpNhWF[JNS_NS_CFKVJdGNh dqBgJMZLCNNh
^eGVd^qiqZi ^qBBGF^
dhLnLBYDNfrn ^YXNEjNh
V^T`PhAFp\` QbkJLgXkdl
^q]XXF ^YgX
^dKeZimeM qM
dgcEQg l\Dkfm`Inee
dXSfVZLgXSgheNrB\`QnRd ^VXdGFSglLB\g
^SgXCWG ^YnMX
^MpVdlhhLmBX\ECNYN RdNdlOmDWpdj
O $
dlaY dqnLmBgJrSjXghS`IB
dhLB hLH
Qgr ^TcEG
^ThX l
l elD
^JaqB[JCEGVX`Dkddg\g Qgr
^JNCEP lXeNNS`F[_qB]oNS_NS_
QbkJm`IB\`MVVZIILf[VVVVZMfV\ZMC ^YG
lhXNNE QlXN]r
l ^CVV
dGSfZLCSghG^rneSQg Qcg
PNr ^Mh^NeVXPNEjN
lmbWUpdj lPNNYNjNjNjUUN
hLH dhLB
lcEl lmhNlO
lKcmjf[BYBSojf`BdUb QgnhRdXkGRXl
^CVaJMHWF^_CFKeGaCF dfd
^qX JeJ^`aMnX
lcEdXk mg\lk
^CEkShcmoB dq^gR
l`IBgJQnLB\ dheNLm
dGNWpSJ\Jm QbkJmmPjQOKeMVZMCNhph
^JNNSP`G lcE^CVG
^hcEd ^ekT`InaoB\`
WdKeGFB ^JMHFKePNSJNS
Q llrU
dgKe C^VXR\`
^dKT\gLfZM hqneMVVZQ
dglQVG dqBgJS^MpMHWG
$ Q^llR
QbkJS^T ^qel
^VJ Qlmgoc_
Hll l
Q R
lmF\V^LFr^gXqqKqX $
^WQlgRgJl^rBdaB lh\gqf`
lXMhUhUpMH lPkdg\cXkd^eGNJ[mNSqZEMH
^eGMHVaVd ^hlR
dlamB\` g
lKLBXMVVVZIMgXNhpdj Q`gMVZILlCNpdj
^Wl\b DdXRgleNrmjG
lXCFj QgnGkddlUl
dg T
QgQmjamDjUb^L`m ^MnEVdQlg
^CE ^qi`FL
lgS^Mp ^ekeG
VSCBk l`FYbSfVVVVZILCSgGk
lRXm`DSgGN QlXN]
^MhXUp ^MhUni`
^Y dlGkJRmcEd
lXThX ^UY`
QgCCHCC QgNJ`CC
i`h Qgnlb^
^JMHE ^Wl`POXEnYXkG_E
lmbWUpdj lPNNYNjNjNjUUN
^djeZrB[`FBJN ^ePN
lPSfVVZLfMglleLfEZMCSfZMfVZghSY lcEdgXTKf`
QgQ^g` $
hqneMVVZQg Ql
ecJTf_J[_ ^CWaeZiJJB_CWF[JNSmeNNS_
lhXNhUUUUUU dGSfSVZIIILCCkGPSCNhUUUUUUk
Q`CCCC Q`lZ
dg`ImjRlh dXSCkG\lhf`BcoBYlhpljjQO
lPSfZ QllLmjRdGDSfZ
^qqjC cj^C
Qb^ Qb^JlqnU
lXMpNhWF[JNS_NS_CFKVJdGN ^SGN
dlf[ dhaoJBXm\bkJFmja
Q QZ
e ^djeZB[`adjVdl
lRgJLCSCNrNphJ dGNNNAdhjjNhJ
XI^WQ Q
RdNdlOmDWpdj lR\FL`BVZMCNrndj
QgN d
f^ ^
^qXeclKac]] lcEdhac]
lXeNNS`F[_qB]oNS_NS_NS ^JNCEPNS
^WQ^ZJ l\g
dXrChkFh ^Yq^q^
dXNYN dXNrFjN
lMpoQeieORo lPkd^MpNCVaJGir
dfd ^CVaJMHWF^_CFKeGaCF
lKbkJBZM Qb^rmjSmB\`HVZIMafVZIL
Qgr ^TcEG
QgBZMfVZIL dggOYUYBNAldj
dqmjac]] qqmBYPOKScp]]
dlRdrf` QlqBYI
^WdlG^Jb^J ^VFaB_J[qGaMhUnX^CFKVX\
lPNW dGmPhFYhNNEndjr
$ ^ePCEPJ[qkV
rdSj Qb^Jlh
nkgWBVZMgXNrCJ dXNEjUUUUNhhJ
$ \
^J U
lcEdqBXF^q^h a
D $
^kdAKl ^Vd
QllLmjRdG Qgd
QbkBZW^glSYB\e^` Qlq^hGkJ
lcE^Mn V^q
dXNYN dXNrFjN
dFU lKG^rmB\Rnf`jSmBgJ\EfZIIIMg
^Mh QlGkGXM
dGSfZLCSghG^rneSQgQm QcgQm
Tdbhb^L`nGk^W^Sgm ^T`
^oMnE_QXR^ERQRirQRo $
lcEdgOR\FLE dgKL
dG ^TKSmjLnL^GSfVZLgg
dgRYIqm QgFm
^e ^qB^`F[JMHEkef
^ lE^
n^Jh dqBgJBZMCkddhf[oBXdPhplQOXM
dGkGKGkJLgXNWpd ^JVdd^Nhpak
DmI^ dgmI^lbkJQnUlGkGXWd
Qgo\EfZILfVVICggh ^JF[_NS_NSJCFKdjSq^
^dM ^qB[_CF
^WdlL^gRXFnUb^LFJlhLnUgmRdaYjRlhGkd^CVMHEPNSqPeM I\W^CVNeaQqB[JJ[mNS_^M
^[HcBBYImB ^TmF
l QbkJ
QbkJnXSgXNr`hJnJ l\gBZIMCNWUUUphJ
^qEFBmNS_ea RdK
^YlaoB ^WlKXcB]
l\gBZIMCNWUUU dgmplOmPQOmNrjNN
lPSCkd^MhUh^VJEl`PQOKf` dhc
^VXmFYI^ QPl
$ ^TmBSRgApljOcE
^qqj cj^
l`POhqm drglLm
lKLBXMVVVZIMgXNh Q`gMVZILlCN
QlqmUgd lhGSfVVVVZILgghqBYFY
^WldOcEldDVSYBdS^rBXS $
^djeG oPYdE^CW
lRrLMCkd^VXPNdNYN ^WdXNNYUUN
dqmjG lcEdRqB\R^cG
^eZiqkVX\lhf`jeQBdcojcojenh lc^TKf`jLmj
^dKqimJ[`aMpMH C
lbeJZ dX
GkGf`cBjcmjcB Qb^L`Fm
dgEXdKeZB^`NJB`NCEPJ[`NJ^_NSJJ[qPNSJCV ^ekeG
pL QbkJ
dG dGGJPQODf
QbkJLg`FgJFmjc dg`PQhFdf[
QlGSgXk lmIBZk
^VJElXV dFqmB
ecJTf_J[ ^CWaeZiJJB_CWF[JNSmeNNS
^WdGNEjUU dhUNO`rNAEdUUUUNj
lKeNrB\ QRiIL
dgXV dXgRdRp^JVJEl
^d $
dqnLBd ^
lXYgPkd^qB^JeVJE^d ^HE`Cc
$ ^ThqBgJNL`FB
^JG lMpoQeieOR
^YgcE^qB^`NeF[q ke
dXkd^CEkWl\ Qb
bB^ dq
^MpYaSNN dg`P
l`I^GSfZMgq^X lXTRdRG
lcElh ^P^Kb
dhUNO`rNAEdUUUUNjN ^WdGNEjUUN
dSfZYjam dqmBdam
Vl Qb^L`MZL
dhUb^rnb l`plOhXF^rG
QgSD lcE
^JF[HiJeG^ ^Mh^GoQe
^MhpF dqmBgJQnb
Q` dqneSlX
dSiNENpQh ^WlPSfZMfZLgXNrnh
G^_H QgLfZLCSCkG`
mg\l lcEdX
^TPSCN QmmFbSUN
l`bkGmIB\ekJNr^gRgJ\EggPNYNjNNUUpdjNU dhGkJng`FLCNWU
lhGkdlcE^ ^ePUea
^d^ ^CEk
^hl QgMVZMgq^gK
lKeM PSZLCSCScV
^QVF^_CVF[G_QeQirQR_ ^ePCWG_
pgNrJo^N l`ImB\RBYPhPQOhhUbkJm`
^e lcE^eGME
QgWm dg
^JaYlUgLgGSggRdedDkd^CF ^VJ^ekJF[mNqr^dX
QlhUgSdg\gFne\Egh ^YqmjSojSoBgFmj
^CFjWlcElmDkGPSfVZMg gdW
lR\FL`BVZMCNrnd RdNdlOmDWpd
lKG l`Fg
lPSfVZIMfVLZILfZMggcE ^W
QllaoBXBZIILhLlgRdaoBdSYj ^WdleQ^l
^dlj ^TcEdh
_`E lcElcEQb
^W^CFKVJElh dMLRlRgJrXgXkGYl
lcEdgXTKf`j lPSfVVZLfMglleLfEZMCSfZMfVZghSYj
dqnLBd ^
^VGX QgQ^g
^VXdGFSglLB\gG l`b
dWpdd lmbNYUUUN
^hl QgMVZMgq^gK
QlGkGRYbNhUpd ^JVdd^Nhpak
eG ^qqKqE
Q`C[ lPkdl
l\lghXSCkG\gNr^gKf`BXd ^e
lRXdbSCqkdlcEQlGNNhpdjjNN dXNYNjNNU
l\lF ^CWNCEZqKek
RSI d
^dheLghfBX\ElSCSgl QbkJNrn
^WdlUgnl QbkJLg`FgJFmj
l\g\EfVVZMfZMfZ lgRdUblgKbkJLfVVZcI
^MpFB_NSJJ^_CFjShSYB\RBXQmja^B l\lhf[oB
^CVaq ^BOnd
KGkGp l
lRgJmmBNWU cKPONhU
clp\ Q
dqmBYFX klhGSglf[YBX
dgcElR l
^q JeJ^`aMn
lcEdXNrNUphJ\Jn dXNIEjNjUUNjUNjNOdjNUUphJm
dg`BSgXkGPkGhGN QlXNYNj
^ ^d^
l QJqBgJSl
AlKG dqmjRlRgJl
dXNYNjNndjj PNrj
lPSCkGRd ld
lG]GhchSYBf`dplOh lRdSYjSYjamBXMVZMfZLg
^TcE elXVhR
dqBYI dlf`B\R^XSfVVZIMigGSfZIIMCSfZMfVZMglL
Qg\ECSfVVVVZLfZ lXSfVVZIMfVVZI
Q`CCCC QCCC
dXNEYjN Qgd
^ dGNAdj
dqmjRlRgJl AlKG
^qBBGF^ ^qB[meNNS
lmF\FCFL ^dKTR\
dLlLBLJ l`p
lh\gqf` ^WQlgRgJl^rBdaB
R lKLnU
fXVXc lc
dXUf[ZMfVVVVV]_I lKe
lhgcE^ePCVNe BePCEGF^[^`
QlqnaojLnLBYFXl^JgFnUlGkdlR\FJgnGNY lbNhUUpFjjUU
dhLnLBYDNfrn ^YXNEjNh
^JVJElKcoBdaB lh\gqf`
dXgRdRp^JVJEl ^eZB[qkV
lmBSVVVVZLfVVVZLf ^WQbkJBZMgqneQBgJBVVZIMf
^Mh^NNS ^dKJaCFKqimSJJB
^TXWdGSgX gdngdhG
^eZXdherN QgdBNAj
QgmXWdl Q^r^]C
^TcEQb^LR ^MpFB_NSJJ^_CFjShSYB\RBXQmja^
QgSl lcEQmhg
dG lhmjLmBdG^rAfNjLmBYB
^TmImjLmB ^VVqd
lPkd^MpNCVaJGirQ lMpoQeieORoQ
dhamBgJm dG
qMhUh dgXdKMh
edqnSmB l`bkdlcEdqB
QlGk e
lA dqmB\`dIn
MlEPN dGNA
dg\bkJNLR ^ckRO
dhUb L
f $
^T`PQjOXJMHV `gXJMHW
^lBaYBXok l\g
^VdQb^LFL QRiIL
^djJVO ^V
Qg\EfVVVVV ^JMHW]F^mCWMHDWVdQgrSfVZLTVZMfVVZLfAV
^TmDNYNjUN mgLfZMUVVZLCNYUNNpdj
Qlgmbkkd^ePJ[mNS_CWVXndLCSfZIM ^T`bS
lXTXYgPNNAdjj lhVYUUflj
dqmjRlRgJlk AlKGk
l`BSCSfVVZ lhlf[YB\RB\FLFJlhbkKLXfZII
lRgJLCSCNrNphJ dGNNNAdhjjNhJ
^CFKTZXeZi`Gir ^W^JGirQR_
D^X ^Vd^CVNeNCFj
^MhUCE ^CWMHEPCVaJ
QlgXaWah^ ^TcEQlXk
^eGNCWG_Q ^oMnE_QXR^ERQRirQ
lXTXYgPNNAdjj lhVYUUflj
dXkGPSgq dXSfVVAVZILglHYjeF
Q^r^]C dhSoBXdbkGRgJLgl
^Thq^GkddGNW ^MnX^YXSCkddg`ImBJ\EghamB\`LfVVZIGCSCNW
QlGkdlKfR^W^MjpVJE lcE^VJElcE
dgKf`BdeLOVZfVZMVVVV dlLmjeLfV
F lhgcElcEQbk
QgQB\ekJBVZMfVZLfZLCNYUNjNj ^ePeaYhLnbkJMZILfVZIM`NNUUNj
^MpYaSNN dg`P
d_h[jGbrmB lPSfZLgqB
QmmFbSU ^TXYG
