24676
BBBAABABB BBABABBBABBAABBBBABBAABBBABAABBAB
ABABABBBABAAAAB AAA
ABBBAAAABABABBABABABBBBABBBBBBBABBAA ABBBAABBBABBABBBBBABBBBAAAABB
AAAABAA BAABABABBABABABAB
AAABAABBBAAAA B
ABBAABABB ABBAAABBAABABABBBABBBAABA
BAABABABAAAABBABABBBB ABAABBABBBAABBA
BBABBBABAABA BAAAABABBBAA
AABABBBABBBABBBBBAAA BBABABABAAAB
ABABBBABBAABABBBBAAA ABAAAABBABABBA
AAAAAAA AAB
AAAAA AABBBBABAABABABBAA
BBAA BA
BAAAAAAAAAABABAA ABAAB
BAAAAAAABBBAABAA BABA
BBBABABAABBB BABABBABAAABAABABA
AAABA ABBBABAABABBA
BABAAAABBBAAA A
BBBABBAAABABAABB BBBBBB
A ABBABBBABABAAAABBAABAAAAABAAABABBAABAAAA
BA BBAA
BBBABBAAABABAAB BBBBB
BAABBBABBABABABBBBBBB AABABB
BAABBBABABAABBAABABA ABBABAAA
AAABBABBAABAAAA BABBBAAB
AAABBAB AABAABBBAB
AABB ABB
BBBAABABABABBBAABABAABBBBAAA $
AAAABABBBAAAAAB BBABAAAAABABAB
A ABAABBBBBBABBBBABB
AAABBABAABBABA BA
BBBAABABABABBBAABABAABBBBA AAAAABA
AAABBABA B
AAB BABBBBB
BBAAAAAABABB BBBABBBBBBBBBBBAABAABABBABBABAAABBBBBAAABABAA
ABBAAB ABBBABABABBBBBBBBAABAABBBAAAAAAAABBAABAABABBBBAAABAABAAAA
B BABBABAABAAAA
ABAAABAABAAABBAABBBBBBAABA BB
AAAABABBBAAAAABAA BA
ABAAABBAAAAABAAAABAAABBBAABBAAB AAABBAAABB
BBBBAABB BAAAAAABBAAA
$ ABAAABAAAAAAAAAAAAABBBBAAAAAABBBABAAAAABBBBAABABAABAABBBB
BBAB AAABBABAAAAAAA
BABB ABAABAA
AAABBBAAAAAA ABAB
ABBAA ABBBBBBBAABAAABAAA
BB A
ABBABBABBAAAA AAABAABBBABBABBBA
BBABAAAABBAABABAAABBABABBAAABBBA AABAABB
BBAABBABAABBBABBBB BBAAAAAABAAAABBABBBBB
BBAAAAAAAAAAA AABBBBBABAA
A ABBAA
ABABBBAABBAAABAABABB ABAAAAABABABABAABBAABAABB
ABBB BAAABBA
A BAAAABBABAAAABABBABABBBBAABA
BAB A
AAA AABAABAB
BBABAAB AA
ABBBAABABABB BBBA
ABBAABAB AA
ABBBBABAABAABABABAABBA AB
ABBBBBBAAA A
BABBABBAABABABBB BBAA
BBBBBAABAAAABAB ABAAABA
BAABBBBABBBBBBABBAAAABAAABAAABABB AAAAAAAA
BAAABABBABAAABBB BAABBAA
BAAABAABB AA
BA $
AABAAAAAAAAAA AAABBBAAAABAABBBBBAABBBB
BBABA $
A AABBAAABABBAAAAAABABBBAAAABAAAABABAABB
AAAB AABAAAAABBAABAAA
BBABABBBA BB
$ B
BBBABABBAA AAABBABABABBBBA
ABBABB AB
AABAABA BAABAA
ABBAAB ABABBBA
ABBBBAAA A
BB AAAAABABBBBBABBA
BBBAABB AAABBABAAA
BAAAB BBBBBAABAAAABA
BABBBBB ABBBAAABB
BABABBABABAAAABABABBAABABAB BABBABBBABABABBBAAB
ABAAAAABBAAAABBBBBAABBBB ABBAAB
ABABAAB AAABBABBAAAABBAB
AAABAABA AABBAABBABABABBBABBBB
AB AAABBBBBAAABBB
$ AAAABAABBBABBABBAAAAAABA
A ABBBBAABAAAAABABAABBBBABB
ABBBBBBBAABAAABA ABB
ABABAABBAABBAAABABB ABBBAB
AABBBAABBAABBABB AABBAAABAAAABAA
AABABBBBA BAAABBBBABBAABBBBBAABA
BBBAABABABABBBAABABAABBBB AAAAAB
ABBBBA BAAB
BBAABAABBBABABBAAABBBBABB AAABB
BAABBBAABBB ABA
ABAAAAABAB A
ABAABBBABBBAAAABBBBBB AAABA
BBBBBBBAAABAAAAAABAABB ABBABBB
BABBAABBBABABABBAAA $
AB AAAABBAB
AABBABAB BB
ABBBBABBB ABBBABAABAABBBAABBAAABA
BBBABB $
ABBBA BAAB
AAAB BBBABBBBBBAAA
BAABABBBB AAAABAAAAABBA
ABBBABAAABBBBABBABBBA ABAABBABA
$ ABBBBBBBBAAABAABBAABAABB
B ABBBAAAAB
ABBAABABBA ABBAAABBAABABABBBABBBAABAA
BABBBBAABB BABAB
AAABBB BAAAAABB
ABAABAAAA ABAAAAAB
ABB ABBABABBBBA
$ A
BAABABAAB ABAABBAAAAAABABAA
BBBAAA ABBBABABAAABBBABABBAABBAAB
BAABBBBBABBBBB AAAA
$ ABBBAABABA
AAAABBABBBBAABABBBAAAAAABBAAAABBB ABBBAABABABB
AABBBBA AAABABBBABBABB
BBBAAAAABAAABBBBBBB AAAABAABAABBAAAAAAABAABBBAABAA
A BABBBA
BBBAABAAAABAAAB AAAAAAA
AAB ABBBABB
$ AABAA
ABAABABABAAAABAABABA BABBABBBABABAB
AABBAAAB AABABBAA
ABABA AB
AAAABAABAABBAAAAAAABAABBBAABAAB BABAAABABBABBABABBBABA
AABBBAABA ABAB
A AABA
ABABBB $
ABBAA A
AA A
AABABBBAAAABA ABBAABABABBBBAA
ABB BBABABB
AABBBABBBBAABBBABBAAABBAAAABAA BBABABBA
B AB
AABB ABBB
AABBAABBB BAB
BABABAB AABBBABBBBAABBBABBAAABBAAAABA
ABB A
AABABBBBB ABABBAABBBBBBBBBBAAABBAAB
BA $
ABBBAABBAAAAAB BABBBBABA
BBAA ABBABB
A AAAAABAABAAABAAAABB
B $
ABBBA ABABAABBAABBAAABAB
BAAAAAAABBBBBBA ABB
ABAABBBBABBBABB BAAABABBABAAABB
ABBAAA AAABABAAABAAABA
BAB ABBBABABAAA
BABA AAAABABBABABA
BBBABBBBBBAAA AAABBAABBABAAABABABAAABBA
BABBBBB BAABAABABBBAAABBABB
$ AAAAABBAABAABB
AAABBBA AAABBAABAABABAABABAABBBBA
AABBBBB BBAA
ABAB $
BAAAA $
ABBAAABABBAABAAABBAAAABBABABAAA ABBAABBBABBBBABA
AABB BAAABBBBABBAABBBBB
BAABAA AAAABBBAAAAAB
BBBAAAB BAABBAA
ABAAAAAB AAAABBBABABAABBBB
AABBABAABBAAA BBBAABBBABAABBBB
BAABBAABABBAAA ABBAAB
BABA BABBABABAAA
A BA
BABBABBAA B
ABBBABBB AABABBB
$ A
ABAAA BBB
B BAAB
BAABBAABABBAAA ABBAAB
BBAABAB B
BABAAB AAAABAABAABAAAABBAAAAAAAAAB
BBBABBBBBB BAAAABBABAAAABABBABABBBBAAB
ABAAAABAAB BAABBBBBAABBBAABBAAABBBABAAABAAABABAABBAA
A AA
AABBBA AAAAAABABB
BABBA BBB
BAABABABBABABABAB AAAABAA
BAABABABAAAB AA
BAAABAAABBABAAAAA ABAAAABABABBBBABBBAA
ABAB AABAABBAAAAABAAAA
BABBBAAAAAABBBBBA $
BAABBAA ABBBBBAAAAABABBABAAABBBAA
ABAABBABBBAABBA BAABABABAAAABBABABBBB
BAAAABA BBB
AAAABABBAB B
AABABBBABBABBBA A
BBAABA BABAABBBBBBBBAAABB
AA BAAABAABB
AABAAB BBAAABB
BAABBBAAABBBBBBB AAABABAA
BABBAABAABA AABAAAAABBAA
BBABBBBBAABBBABABABBBBAAABBBABAAAAABAA AAABBB
BAA AABBBAABBBABABAABBA
BBBABABAAABBAAABAAAAABABBBABAAAA ABAABABBBBBBA
BABBB ABAAAAABA
ABBAAABBABA ABAB
AAB ABBB
BAABA ABBBAAAABAABA
BAABBBBAA ABBA
BBBABB ABBBAA
ABABBBBAB A
ABAAB AAABBBABAABB
BAB BAABABBAAA
BAAAAB AAABAABABABBB
BABABAABBBAABBABBAAABB $
ABBB BBABABBB
ABBABAABA ABBAAA
B AABA
AAAAAAAABBA AABAABABBBBAAABABAABAAAABABBAABBBBBAAAAAABBBBBAABABABABBBABBABABBABBABABABBAAAB
ABBAABABBA AABAABBAAAAABAA
ABAABABBA BABBB
ABBBBAAAAB $
$ BAAABABBAB
ABABABAAABBBBABBABA AAAAABAAAABABBBABBBBABBBBAAAABA
AAAAABBABAAAAAABBABBABBABABAABBAAAAABBABBABB AABBAABAAABAAAABABBBAAAAABABAAAAB
A AAABBA
ABBABABBBABAB AAABBAABBB
B ABABAA
ABB ABBBAABABAABBBBABBBBBB
$ AABA
BBABAABAAAA $
BBAABBBAAA AABBBAABA
BBBAABABABABBBAABABAABBBBA AAAAABA
ABABABBBAAABBB AAB
BABBABBBB AAABAAB
ABBAAABB AAABA
A ABA
ABBBAAAABABABBABABABBBBABBBBBBBABB A
BBABBAABABB BAABBBABBABABABBBBBBB
ABBBBABBBAABABABABB ABAABABAAAAAAAAB
BABAAABABBABBABABBBABA AAAAA
$ BAAAAB
$ AAABBA
BAABBAAB ABAA
AABBBAAB ABAABBABAAABAA
ABBAABBABBA AAAAB
ABAABBBBABBBABBB AA
BBABBABBBABA ABAAABBAAA
BBBBBABBA AAAAAABA
AABB AAA
AAAB $
AABAAABBBAA ABAABAABA
AABAAAABABABAAAAABABBB AB
ABBBBBB BAB
AAAA BBBBA
BAA AABBAA
BABABABA AAAAAAB
AA AB
AABA ABBBA
AAABBBBABA BB
ABAAB BBBABBAB
AAABAAAABAAAB ABAAB
BABABBBAB ABBA
AABAAABBABAAABABABAAAAABABAAABBABBBAABAAB ABAABAA
AABA B
BAABBBAABBAABBAABBBBBAAABA ABBBAABABAB
AA ABBBBBABAAAAB
AAB AAAAABBBB
AAABAA AABAA
ABABABBABBBABABAABBBAB B
AAABABBABBAAA ABBB
AAABB $
ABABBBBABBBBAABBBAABABABABAB BAABABBBBAAABBBABABAABABB
A BAAAAABAAAAAB
ABAAAAABAABABABAB ABBBAABAABAAAAAABBAABABAAABABA
A BAAABABABAA
ABAABBB ABBABBABBBBBAAB
ABBBABBBBABBABBBAAAAAA AABABBBBBBAAB
ABAAAABABAAABA AAA
AAAAAABAABAA ABAAAABAB
AA AABAABABBBBBAABAAABBAB
ABAAA BBBABBAAABABAABBBABAABAAA
ABABAAABBBAABAABBABA B
AABBAABA $
AABAAAAABBB A
BBAAABAABBBB BAB
ABBBBAABAAAB AAABBBAAAABABBBA
ABBBBBABABB AABBA
ABABA BABAAAAA
AABBBBBABBA BABBABBA
AABBABBABAAB BAAABBAAB
AABABBBABBBABBBBBAAAA BAB
ABAB ABBAAABBABA
ABBBAAAAAABB B
AAABBAB AABAABBBAB
ABBBBAAAABBABAAABBBBABABBBBAB BB
BABBB AA
AAAABAAAABBBBBBB ABBBABABAAA
BAABA B
AB ABBBBBBBBAAABAABBAABA
AABBAAAAABBBAA AA
$ ABBABBABAAB
$ ABBBABBBBBBA
AA BAAABABBA
BBAB AABBAABAABBBBBAA
AABAAAAABB BBBBBAABAB
BAAABAAAA AABBAA
ABBABB BAABBBABBAABAAAABAAABB
ABAA ABA
BBABABBABABAABAAABAABBBBAB AABAABAABBBAB
BAABABBBBBAABAABA AAA
BA ABBBBB
BABAAAAA BBBBAABBAA
BBABABBBBBAA ABABB
A AABBB
ABAABBBBABAABAB BBB
BAAABBAABABABBBAA BABABABBA
ABAABBBBAABBB BBBBBAAABAA
$ ABAAAABAA
AABBABBABAAB BAAABBAAB
AABB AABAB
BBBAA BAAAAABB
BBABABBBBABABBBABBBBAA AABAAAAAB
AABAAAABABABAAAAABABBBA $
BAA $
BAAAABABBBABAABBBBBABAABAB BABB
BBABBABBBAB ABAAABBAA
BBABBAAABBB AB
AAAABAAAAABABBA BAA
AAABBBABAAABBA BAABBB
ABBBABBB AAABA
$ BAA
AABBBA A
BAABABABA BBAAABBAAAAAABBABBB
BAAB AABABBABBB
AAABAABBB AAB
BABBABAABABAA AAABA
AABBABAAAAAABB BAAAAAABAABBABAAABAABBBBBBB
BBBABBA BAAABAB
ABBA BBABA
ABBABA BBBABBBAABAAB
AABBABBABAABA ABAAB
ABAAAAABABB ABB
ABBBBB BA
ABAABBBBB ABAABAAA
AAB ABBAABB
ABBAABA AAAAAAAABBAB
BAAABAA AABB
ABBAAAB BAABBBABABAABBBBAAAABABAAAAABA
BA ABBBBB
AAABBABAAA BABAABABABBBABBABBBBB
ABBAAABBAABABABBBABBBAABAA ABBAABABBA
BAABABBA $
BABAAB BAABABABAAA
BAAAAAAA AAABB
ABABABAAABBBBABBA AAAAABAAAABABBBABBBBABBBBAAAA
AABAAAB BABABBABABABBB
AAAABBBAA ABBABBBBA
BAABBBAAABBBBBBBBBB AABAABABABBABBBAB
ABBBBAABBAAAABABAB AAA
AABA AAAAABBBBA
AAABABAAA ABBBAAA
AB BAABBAA
ABBB BBBAAABBA
ABAAABAAABBAAAB ABAAA
BAABAABBAAA ABBBABBBAA
AB BABAAABAA
BAABABBAABABBBBBB BBBAAABBAABABA
ABBAAAAAABBABAAAAAAA AABBBABABBBBAABBBBBAABBB
BBAAAAAABAAAABBABB BBAABBABAABBBAB
$ ABBBAABAABAAABABBABB
AAABBBA AAAABAABAABAAAABBAAAAAAAAAB
ABAABAAB ABBBBAAAABBABAAABBBBABABBBBABAA
BAA $
BB B
AAAAABBB AAAAABABBBB
BAAABBA AABBABBABA
ABAAAABBABABBAA ABABBBABBAABABBBBAAAA
BAAAABB AAAAABBABAAAAAABBABBABBABABAABBAAAAABBABBABB
AABAAB ABA
ABBBA AAABBBBBAAABB
BAABABBBB AAAABAAAAABBA
BAAAAABBBAAAAAAAAABBBAB AAAAABAA
ABBAABAAAABABAAAAAA BBB
B ABABAABABBBABA
BBBAABB AAABBABAAA
ABABAA AAAAAABBAABABBBBBBBABBBABBBAAABABABAABBA
$ BBBAAB
$ ABBAAABAABAAAAAABBBAABABAABBBABAABBAAA
AABAABB ABBA
AAB BABBBAAB
ABABABBABBABAA A
$ BBAAB
B $
BBABBBBBAABBBABABABBBBAAABBBABAAA $
ABBAABBBAB AAABAAAAABBBAAAABABABAABABB
AABABB AAABBAA
BBABA ABBABB
ABAAAAAABABAABBB BBABABABBABBBABABBBABAAAAB
BAABBBAABBBAABABBABBABABBABBAA BBBABBABBB
A ABAAAAABA
ABABAAAAAAAABAAABBABBBABABBBBAAA AAAAABBBBBBAABBBAABBBAABAABABBBAABBBBABABB
ABABBBAABBBABBB AAAAAB
AAAABAABAABAAAABBAAAAAAAA BABA
BAB BBBBAABABBABBBABBAAABBABAA
AAAAAAABBAABAABAABABABBA AA
ABBAABABABBBB AAAAABAABABABBBAAABABBBAA
ABAAABBA ABAAABAABABBBAAABABBABABBAABABBBAAAAAABBABBAA
AABAAAB BBBAABB
BBA $
B AABAABABBBBBAABAAABBABA
AAAAABBAABAABBAAAAAAABAAABA BABAABABBBBABBAABBAB
ABBBAAABABAAAABBAAAAAABAAABABAAAABBAABBAB AABAABABB
B A
ABBB ABBABBBB
BABBAAA A
ABBAABABAABBBA BBBB
AAAAABABBBA ABBBAAAAAABA
BABBBB ABAB
ABAAAAAABA B
AB ABB
ABBBBABABBBB ABBBBBBBBBBBAAAAABBBAAB
AAAAAB AA
A BA
AABBA BAAABBBBABBAABBBBBA
ABAABB ABBBAABABAB
ABBB BAAAAAA
BBBABBBBA ABBBAB
BAABBBABBABABABBBBBBB AABABB
ABBA AA
BABBAABAABABAAA $
ABAAAAABBBBBBBAABBBABBBBBBBBBB AAA
$ BABAAABAAABBA
ABBAAABAAAABABBB ABAA
A AAABBBAB
ABAABAABBBA ABBBBAAAABBABAAABBBBABABBBBABAABBA
AB AAABBBAAAAAA
ABBABBBA BBBAABA
ABABABBBABAAAABB ABBAABABBA
AAABA AAAABAAAB
AABAABAABAABBAABABBAAAABA A
A BAAABAABABABBABABBBA
AABAAABABBBAA ABBABABAAABBABBABAABB
ABBABBB AAB
AAAABBBB AABA
AABAABBAABABBABABAABBBBAA BAB
ABBAABA ABA
BB B
BABAAAABABABAAAABABABAABABBBABBA AA
BBAAAABABABB BABABAA
BBBBBAB BBAABBBA
BBABAB AB
ABBBBAAAABBABAAABBBBABABBBBABA BBA
AA ABBBAAAABABABBABABABBBBABBBBBBBABBA
AABBAAB AAAB
BABBABBB BBABAABBAAAABABAAAAABAAAAAAAB
AABABBBAAAABAAAA AABAAB
BBABBBABAABA BAAAABABBBAA
ABBA BBBAAABB
ABBBBAAAAAAABBABAABAAB B
BAAAAB ABA
ABBAABA AABABBAAAAABBBBAABAA
ABAABBBBAAABABAABABBAABAB AABBBA
AABAA AAABBAAABBBAA
BB AAAAAABBAABABBBBBBBABBBABBBAAABABA
ABBABABBBBAAAB $
AAAAA AAAAABBAAB
ABBABB AABAA
BAABABABAAAB AABABBBBB
BBBAB BBBBAB
AAAAAAB ABBBA
B $
ABAABA BBAABAABBBABABBAAABB
ABB BABBABBAABABABB
AAABBABAABBABAB BAB
BBAB $
BABAAABBBA AAABAAABBBAAABAABAAB
ABAAABBBB A
ABAABBAB ABBBABAAABBBBABBABBB
ABBBABBBBABBABBBAAAAAAB ABBA
AABABBBBBBBBAA ABBBBABA
ABAABBAAABAAA AABBAABAABBBBA
BA $
AAB BBBABAAABBB
BAAAAB AAA
AAAAAAABBABABABBBBBAAAAABAABBBB AABBBBA
BBBBABABABA BAAAABBAAAAABABAABABBBBBB
ABBBAAABB AAABABABAAABAAAABBBAABB
$ BBAAAAB
AB BAAAA
ABABABAAABBA BAAABAB
AAAABABBBAAAA BBABAAAAABAB
AA BAAABABBA
AA ABBBABABBBBAAB
AAABB ABAAABAAB
BAA ABBBBBA
BBABABBBABBAABBBBABBAABBBABAABBABBBAB ABAA
BABBABBBABABABBB AAAAAABAABABA
BBAAAB AABAA
AAABBBABAAA BBBAAB
AB ABBBBBBBBAAABAABBAABA
BBABAABB ABBABABBABBBBBABABBABBBBA
BABABBAABAABBBBAAAA AAABBAABAABBAABAABBAAAAAAAA
AAAAABBBB AAAAABABBBBB
BA $
ABABABBBABAAAAB AAA
A BABAAAA
AAAAAB ABAABBAABABBBBBB
ABAABBBABBBABABAAAA $
BAAAAA AB
ABAAAAAA $
AABAB B
AAA ABAAAABBBAAB
BBBABAABAABBAABBABB BABAAAAAABABBBAAABBBA
BAA BAABAA
BB BBBBBAABABB
AABA AABAAAABBB
AAABBAABAABBAABAABBAAAAAAAA ABBAAABBBBAAABABAAAABABAABBAAAAB
ABBAAAAA BB
BABABBAAAB AAABBABBAABABAABBBBBBBBBAB
ABABBABABAAAAABAABA AAAAA
AABABBB ABBBABBB
BABABABAAABB ABABABBABBBABABAAB
A BBBBABABAABABAAA
ABBB ABAAAAABAAAABABAAA
ABAABB ABBABBABBBBBAA
BABB AAB
AA AB
AAA BABB
ABAAAAAAAABBABAAAAABBABABABAA BAABBA
B BAABBBBBABBBB
AAABA ABBBABBB
BABBABBBABABABBBA BA
BAAABABABBBBAB BAABA
BB A
ABBA AA
ABA AABAAB
ABBBAABBBABBABBBBBABBBBAAAA AA
AABBBBAAAA AAABAABAAABBBBABAAABABBBAAABBAAA
ABBB ABBAAAABAABABBAAB
AAAABABBBAAAAABA BAA
BAABBAABABBAAA ABBAAB
ABBBB A
BABAAABAAABBA $
BABBAAB AA
BB BBB
BABBAABB ABBBBBBAAAAABBABBABBBB
ABBBBABABBAABBAAAA ABAABAAAA
B AAAAAABBAA
AAAB ABABAAABA
ABA B
AAAB ABBBABAABABB
BAABABBBB AAAABAAAAABBA
ABBBBAAAAA AAA
$ ABAAABBAAABBAABABAAA
ABAABBBABAABAAAB BBB
BAABBBABBAABAAAABAA ABB
BAAABABBAABABBAABBBBAABBBBAAAAA AAA
BAAAAABAAABABBAABBABBBBBA A
$ AAAB
BABA BAABBAAAB
BB AAAAABAB
AA AABAAABBABAAABABABAAAAABABAAABBABBBA
ABAA BA
ABBBAABBABABBAAABAABABABABBA AAA
AAABAA BBBBBBBBBBBABBB
BAAA AAAAABBABAAAAAABBABBABBABABAABBAAAAABBABB
BBBABAABAABBBBBBAAAABAAA ABBABBAB
AABBBA ABAABAABAABABAAABABAABAAAABBABBAAAAABABBAB
BAABBBBABBBBBBAABBBAAABBBAB BBA
BABAA BBBAAB
BABAAA $
ABB BAABABAAAAABBBBBABAABABBBAA
ABBBAB AAABBBBBAAABBB
BBBBA BBBA
ABBBAAAAAAB AAAAABABBB
AAAABAAB $
AABABB BBABB
AAAB BAABB
AAABAAABBABBB $
BABAAB AAABABAA
ABBA ABAAABAA
ABBAABAABBBBBBBAAAABBA AABAAB
AB BAAA
ABB AAB
ABBABAAAABABAABBBBABBAB ABABABBBBAABABABAAABBBAA
AAAAABAABABABBBAAABAB BAABABBBAABBABAA
AAABAA BAABABBBA
BBBBBBBAAABAAAAAABAA ABBAB
ABBAAA ABBBBBBBAABAAABAAAA
BAABABBBAABBABAAB ABABBBB
ABBBBAABAABBAB A
BAABAABBBBBABBBBBBAABBBBBABABBB AAAABBBA
AA AAAAABAABAAABAAAABBA
BA AABBBBBBAA
AAABB BBA
BAABBBABBABABABBBBBBBBA BBAAAABABBB
ABBB BAB
AABBAAABBAAAAAAB ABBBB
BAABBBABABAABBBBAAAABABAAAAABA ABBAAAB
AABABB ABBBABB
ABBAAB ABBAABABA
BB AAAAAABBAABABBBBBBBABBBABBBAAABABA
BABBAABBBABABABBA BAABAB
$ BABBBAAAAAABBBBBA
A BAAAAA
ABB AABBBB
BB AAABBAAABAABB
ABBB B
ABAAB AABBAABABBABA
AAABABBBABBABB AABAB
ABABABABABABABBBBBABBAABBBBBBBBABAABABABBAABBAAA BBBBBAABAAABBBAABABAABABAAAABABBBABBBAABBBBABABAA
ABAAABAABABAAABBB AAAAABAAAABABBAABAAB
BBBABBAAABABAABBBAB AAABAAAABBAAAB
AABABBBBBBA ABBBABBBBBBA
AAAAAABAB ABABBAB
BABBB ABAAA
BAABABABAABB BABAB
ABBBBAAAABBABAAABBBBABABBBBABA BBA
BAAAABBABA BBA
ABBABBB $
BAABA BAAABABABBBBAB
AAAAABAAAABABBBABBBBABBBBAAAABA ABABABAAABBBBABBABA
AA BAB
AA AAAAAAABBAABAABAABABABBA
A AABABABABBBABAABABA
ABAABAAA AAABBAAA
ABAB BAAAAAAB
BAB ABBBB
AAABBBAAAABAABBBBBAABBBBA AABAAAAAAAAAAA
ABAABAAB AABAAABBBA
ABAAB B
ABABAAAAABAA A
AB AAABBAABBBAABABAABABAAAAAAAA
ABAB BA
ABBAABAABAA AAAABBBB
ABBBAAAAAABBB BB
AABBAABAABBBBA ABAABBAAABAAA
AAABBBABAABBBA AAAB
AABB AAAAAAA
BA BBBABBAABBAA
A AAAAAAB
BBAABABBBBAAAABAABBA AAAABA
BAABBA B
BABBABAABABA AAAB
BBABAB B
ABABABBBAA A
AAABBAAB BABBABBBBAA
A AA
BBBABAABAABB ABAABABB
ABBBB $
ABBBBB BAABBBBBAABBBAABBAAABBBABAAABAAABABAAB
ABAABBBA BAAABAABABABBABABBBAB
BAB ABBBBBBBAABAABBB
BABBBBAA ABBAABBBABAB
BBBBBAAAAABABAAAB ABBBAABABABBA
BAB AB
AB BAAAAA
BAABBBABABAABBBBAAAABABAAAAABAA ABBAAABA
BAABABABBABABABABA AAAABAAA
$ ABBBBAAABA
ABAABAA BBABAB
AABAB AAAABAABAABAAAABBAAAAAAAAAB
B BABBA
ABAAB AAABAAAABAAAB
BAAAABBABAAAABABBABABBBBAA BBBABBBBB
AAABBBBAAAABBABAAABBBAAABBBBBBABAB BBBABAAAA
ABAB ABBAABAB
AABBBA A
AABBA BBBAAAAB
$ AABBABBA
AAAAAABBAABABBBBBBBABBBABBBAAABABA BB
AABA AAAABBBB
AAAB ABAAABAA
ABB BBBBA
ABAAAABABABBBBABBB BAAABAAABBABAAA
ABAABBABBBBAAABBBBBABAAAAABBAAAABAAABBAAABBBABBBABAABBAAAAB AABAB
$ ABBABABAAABBABBABAABBB
ABBB $
ABBBAAAAB $
AA AAAAABBB
BBBBB BBBABBAAABABAAB
BABBABAA BABABBABBABBBBBBAB
AB BBA
BAABABBBABBBAABBBAB AABAAAAAAABAAABA
AAAABA AABBABAAAAAA
AAABBABA AABAABBBABA
$ AAABABAAAA
BBBBAB ABABA
AAAAABAAAABABBBABBBBABBBBAAAABAA $
ABBABB AA
AABA ABABBBAAABBBAAAAAABBB
AAABBBABAAABBA BAABBB
AAABBAABAABBAABAABBAAAA BABABBAABAABBBB
ABBAB ABABAB
B BAABBBAABB
AAAB BBBABBBBBBAAA
A BBAAABAAAAABABBB
BAAAB AAABB
ABBABBABAABBBB BBB
BBA AABA
AABBAAAABBBAA $
BAAAAAB AAABB
ABBBBB BA
BBABBBBBAABBBABABABBBBAAABBBABAAAAA AA
ABAAAA BBBA
ABBABA ABA
AAAA B
ABBBBABAABAABABABAABBABB BBAAAABAB
ABBBAABABAB B
BABBABBB AAABAA
BAABAAABAAAABABABBBAAAABBBAAAABABABBBAABBAABABBBBBBBA BABBAB
$ ABAABBBBABBBABBB
BAAAABAABAABBBAABBBABBAABAAA AABBBAABAA
AABAAAABBABBBA AABBBBABAABAB
BAAAA ABABAAB
ABBABBBBAABBBAAAAAB BABBAABBBB
AAABBABBABABAABAAABABAAAABAAABABBAABABAAAAABBABAAAB BBABBABAABBABBABBABBA
ABAABA BBBABAABAA
$ BB
AABBAABAABBBBAB ABAABBAAABAAAB
BBABAA BAAAAAABAA
BABB AAABAAAAA
AA ABBABA
BA ABAABBBBABBBABBBB
BBBBBB ABBBAABBBBBBABABAAAABBA
AABAABBAABBABBBB ABBBAABABAABA
B ABABA
BBABAAAABBBABB A
ABAA AABBAABA
$ BBAABAABBBBBAABBBBBBBBBBBBBBBAABBBBBBBBAAA
BAABB B
BAAABABABAAB AAABBBBBA
BABBAAABBA AABABABAAABABAAAB
A AAAB
B AAAAAABABBAABBABBBBB
ABAABA BBBABBABA
BBBBAABBBABAABBBBAAAABBBB AB
ABAAAABABABB AB
AAABAB BAAAAABABAABB
AAAAABB AAAAABABBB
B ABBBAAAAAABB
BABBABBBABABABB ABAABABABAAAABAABABAB
BAAAABABBAB ABBAAABBAAABA
AABAAAA A
BBBABBAAABABAA BBBB
ABBABABBBBB $
BABABAABBBAABBABBAAA AABABBB
AA BABAAAAA
BABABABAAABAAA BBABBA
BB AABBABAB
$ ABBBBAA
AAABAABBBABABABAB ABB
A $
AAABA BAAAAABABAAB
ABAAAABB AA
BBABABB BABAAAA
$ AABBAABAABAAAAABBAABABABB
AABAABB AAAB
AAAABBBBB AABAB
AAAAABAAAABABBBABBBBABBBBAAAABAA ABABABAAABBBBABBABAA
AABBAAAABBBAA BAABABB
BBAABABBB AA
BBBABBBBBBAAA A
ABAAB BABAABBAABA
ABBBBB A
ABAAAABAA $
AABBAABAB AABABAAAABAABAAB
BBBABBBBBBAA AAABBAABBABAAABABABAAABB
AB BABAAABABABBBABBBAABBBBA
ABBABB $
ABAAAABBABABBA AAAAAAABBAAAABBBAAABBAABAABAABBBABAAAABBAA
BAAA AAABBABAAAA
BABAABAAABAAABBBBBBA BBAABAABBBABABBAAABBBBA
AAAAAB BBABABAABBAAA
BABBBA ABBAABBAAAB
B AAABBBABAABABBBBBB
ABABBABABAAAAABAAB AAAA
BBAABAABBBABABBAAABB ABAABA
ABBBAAAAAAB AAAAABABBB
ABBBBABBBBBBBAAAABAA BAAAB
BABABBABBBABABBB BBBAABBBABAABBBB
AAA AABB
B AABA
ABBAABAABBBABBAABAAB AABBBB
AAAAABAABABABBBAAABABB BAABABBBAABBABAAB
ABBBAAABBBAAABBBBBABBBB BBABAAAAAABBBABB
AABBAB BAABAABB
BBABABB ABA
BAABBBBBAB AAABAAAAA
ABABAAAAABB ABBBB
BAABAAAAAA AABBBABAABA
ABBAABA AABBBABBAAAAB
BBBBAABBBABAABBBBAAAABBB AB
BAAABBBBABBBA BAABABAB
ABAAA BBB
AABA AAAABBBB
BBAABBBAAA AABBBAABA
