17566
bbaaabbbb baaaaabaab
abbaba abaabba
bbbbb baaabbb
babbaabb abbaabab
bbaa baa
aa ba
bbabaa babaab
baabbb bbbaba
baba bbaa
aaabbabbb bbbbbbbaa
bbbbaaaa baabbaa
babaaa bbaabbbb
aabbaaa bbaabab
aaaaab bbaa
aa abaabaa
bbababaaba bbbbaaaab
bbbaaabb babbabaa
bbabba bbbaba
bbabaab aaabbba
abbabb aaabb
baaaba aaaabb
abaabbba bababbaa
bbaaaabba aabbbbbaa
ba bba
aabba aaba
aababab aaabbab
aaa aaba
abaaba ababb
bbbbab aaaaab
bbbaba abbabba
abbba abaaa
baabba a
babbbb babaabab
aabaaab bbbaaaa
bbbbababa abbbbbbaa
ab bbbb
babbaab abbbaab
abbabbbb bbaabbba
aaabaabb bbaabbaba
a abaaab
aaab baaaa
ababaab abbbbbaa
baabb abaaa
aabab babbaa
babb bbb
ab b
babaabb ababbb
bbbaba aaaba
aaabb aabab
baab aaba
baaa abbab
ababbaaaa baabbab
aabaaabb baababab
abbabb bba
aaaaba bbbb
ababaa aaaaaa
aaabbbbab bbabb
baaabbbbaab baaabbba
bbaa aaa
babbb baababa
bbbababb aaaaabbb
bbbbba ababa
baabba aaabbb
babaaba abbabb
baaaba bbaaa
bbabaaaabbbb bbbbbabbaa
bbb aba
ababbba abbaab
abbabbba abaaa
abab aabba
bab bbbbbb
baaabb babaabb
bbaaaa aaaabaa
aaabbbab abababb
aaaa aa
aaaabb bbabbb
a babb
abbbb abbb
aaaabba abaaaba
abaababbbab bbbbbbbab
babaa baba
aabb abaaa
bbabba bbbbab
ababbab bbbbba
baab bb
bbbbbaa abababb
bb ab
abbabba abba
abbabb baab
bba ab
bbaab bb
ababb aa
babaaaaa aaaabbba
bbabbaaba aaaabbbaa
abbaa baba
abbbba a
abab ba
abab bbaab
aaaaaabb aaabbbba
bba abbba
abbbba a
ababaa aabaaa
baaba abbab
ab bbaabb
abbbbbbaabba bbaaabbbabba
abbbb aab
aabab aa
baba bbbb
abaababbbb aababaaaa
ababa abbb
aaab aaba
abaabaab aabaaabaa
baaabb baabaa
aab abb
abbbbbbb baabbbb
aaa aa
aabaa abbba
abbababb bbbabbab
abab aaaaa
baaaaba ab
bbbaab aaaabb
bbbaba babba
bbbaaaba bbaaabaa
bbbaaaaab bbbbaabaa
abababb abaaa
bbb babb
ab bb
aababab abbbabb
bab a
ba bbbb
babbaaa babaab
aaaa aaaba
abbbbbab baaaaba
ababaaaa aabb
abbbbaaa ababbaba
aba ba
aaabb bbbbb
bbababa babbabb
abbaab baa
bbabb aabaa
baaa bbbaba
aaabbbbb baababb
bbaaabaaba baabbbaaa
aaabb bbaabba
bbabbaaaab aaabbaaaba
b bbaaba
aabaa bba
baababb aaabaaa
bbbbaaba babbaabb
bbaaaa bbabaa
abbb babbaa
aaabaabbbb abbbaaaaba
abbbb aaab
aaabb bbb
baabab bbbbbb
ab baabbbab
b bba
bbaaba babb
bbbbaab bbaaaab
aa ba
aa bbaaaa
baaaabb aba
bbaaaaa abbbaab
abaaababaa bbbbbbabb
aabbab bbaabab
aabb bbaa
aababb abbbb
abaabab ababbba
b aa
abb aaa
bbbbb baaaa
abaaaa abbaa
bbba aaaba
abbaba babab
bbaaaab bbaaa
bbbbbaa baaaaba
aabaaabba ababbaaaa
aabaa bbaba
bbab abbbbab
aaabb aab
baabaaaa abbabb
ba bbbbba
bbbaba abbabb
bbaabaaa baababbb
abbab abaaaa
bbaa baab
ababa aabb
babbbab babbb
bb ababb
ba bb
abbaa abbbbab
bbaaabbbb aabbaaa
aabbba aaabbb
babbbaa baabbabab
aabbbabbaababaaab bababbbbbaaaabaab
abbaba babaab
abbaaa aabbba
aab aa
aaba aaa
bbaaa baaabb
baaaab aababbb
aaabbbbab aaaabbbabb
ba aa
abaabb bbabaa
baaab bababb
baa babaa
abababaa bbbbaaa
babbaaba bbbaabaa
bbbb ab
babbaab aa
baabba bbabba
babbbbaa aaab
baabbbbaaa aababaab
abaaa aabaab
bbbabba babbbb
ab aab
aaababb bbbb
bb baba
abbaabba babbabbbb
baaab bbbb
baabb baaaaa
aaba bbaaaaa
ababa baabba
b bbbbbab
bbaabab abaaa
aba bbaab
bbb baabaa
aaaaa aaba
abb aab
baaab abaaabbb
aaaabba abbbb
aabb abaaa
abbbabb aababaa
bbaaaabaaabbbbb aaaabaaaaaaaabbb
bbbabbb bbbbaaa
bbaaa aabba
abaaaba aababba
ababab baab
baaabb bb
abbbabab abbbaaa
babbab aaabb
babbaaaaa bbbabaaa
bbbbbbb bbaabb
aabbba babba
aabb abbbab
aaaaaabab babbabbba
bbbba aa
aabaa ababa
aaba bbbab
aaabbbbb abbbabbb
bababaa abbbabba
baabaab baaaaaa
abbabb ababa
babbb aa
aabbba baaab
bbbbb aabaab
babaab abbb
bbb aaa
baaaa aabbb
baabab ababbab
aab babb
abaabbabb aaabaaaa
bbaababba bbabbabba
aaaabba bbbbaba
baaab aaaab
bbbaba aaabab
aaa bbbba
aabaa baaab
abababa aabab
aabbbab abaaabbb
babbba bbbba
bbaaba baaaabba
ba ab
aaabbbaaabb bbbabbaba
aaabbbb abbaaabaaa
abbaab aabba
bbaaab aaaaa
bbabab bababb
bbbaaa aaaabb
bbbab aabaab
aaabab bbab
baaa baaaabaa
ba abaa
babab baaba
ba abba
aa aaa
aabbaab aabaa
aaa aab
bbaab abaab
baaabb abb
ababb bababab
abbbbb bababb
bbbaaa babbaa
ab aba
abbaaaab ababbaabb
bbaaabbba bbababab
aaabbb abbbaa
aaaabab babbbbab
baababba baaabbabb
abaaba abbabbba
ababbabab abaaaa
aabaa bba
a abaa
aab babb
aabab ababbb
abbabbab aaaabbb
b ab
ababb abab
baaab bbaba
aaaaaa abbbbba
abbabab aa
ba bbbaa
aabbbbbb aabaaa
baaab ababbbbb
aba aabb
aabaab ababb
abba bbaa
babaab baabba
aabbaaabb bbaaba
bbbabaaa aaabab
abaaaa aabab
a aaa
bbaaaab aababab
bab bb
bbaabb abbbaba
baba ababaa
babaa bbabb
bab aabbb
babbb aaababbab
bbabbb ababab
abbaabb baabbab
baa bb
bbab babb
babbaaa bbbb
bbbab baaaabaa
baabbbaa baaaaa
bbaabbbbb babbbbaab
aaa abbbbb
baaaaaa abaab
bbababa aabaabb
abaabb baab
aabbba baabb
abab abaa
baaabaa baabbabab
bba bababbb
bbab bbaaaa
baabab bbaabb
bbabaab babbbbb
baaaaaba bbbaabba
bbaab aabbaba
b ab
babbaa baabba
bbaaabb baabbb
aabaaa baabbbab
aabaa babbab
bbaaaabba abaababab
bababa bbabab
aaabbb abaabb
bbbabbba ababbbb
baababbaba aabbaaabb
abab b
bbbb babb
aaa aaabb
a bbbab
b a
abb ab
abb aaabbab
abbaab aba
ba bbbbbb
bba ababaab
aababaabbab abaabbababaa
aaaab abaa
aa bbaaaa
bbaab bbbba
bbabbbb abbaaba
babbbb bababaaa
aabaaab bbabaaa
aaaaaab a
abbba aab
a aaa
abbaba aaaa
aababb aaababb
baaaa aaabbb
aabbaab aaa
aab aaa
aba bbab
aba aabaabaa
aabb bbbba
babaab aabaaa
babaaaaa baababb
aabbbbb babb
bbabbbbb abaaabba
baabbaaaaa babbabaabb
aaab aaaa
babba bbab
ababaab abbba
bbaaba bbaabba
aaaaaa bbabb
abbaa abbbbb
bbabbbb abbbbab
baa aaba
babbaa bbaaabb
abbbbab ab
aaaaaabbba babaabababa
aabb aaa
baab aaab
babbbab aaabbba
bbbbb bbbab
abaabb baaabba
abaaabb abaab
babbbb babab
babaa abaa
bbbbaaaa abbbbab
aaaaba bbabba
aba aaaba
baaaba bbaa
aabba abbaabba
bbaaa babaaa
bbabaabaabbb babbabaaab
abbaab bbaaabb
ba bb
baabb bbaaa
aabbaaba bbbabaaa
ab bbbbb
aabba abbbaaa
abbbb aaaaa
bbbaba baaaab
babaabbaa abbaaaabaa
aa bb
abababaa aabaa
bbabaaaba baababaaa
b baaa
abaaaa aabaa
bbbbaa aabbbab
bab bbab
abb abaaa
aaaaaaa bbabba
aaaaba bababa
bbababba bbbbbaab
aababbbabaaa aaabbbaaabbb
ababaaa bab
aba bbbba
ababbb abaabb
bbbbbb ababa
bab bbaab
abaaa aaabba
bba aabaaa
baabbb abab
aaa aaba
bbab aaabb
babaabba aaababab
bbbbaa aabaab
aaab abaaabb
b abbbb
bababbaaaab ababbabbaaba
aabb baaaba
ab abbaaa
a aaa
aa baaba
bbabaa bbbbab
bababa babbaa
bbbb abbb
aaabbbaa aabbbbb
bbbab aabb
aaaaaaabb bbbbb
aaaabaaa baaabbab
aaa aba
aaabbbbba aaabbbbaab
aaaa bbb
abab aa
abaa aaaa
bbabbbaaa babaabbbab
baa aaaba
babaabaabb abaaabaaa
abbbabba a
abaaab babbb
bbaaaa bbb
abaababa babbab
aaabbab baaaabb
bbb bbaaa
aba bbab
bbbaa baaabab
babba babbb
bab abbb
abaaaa aaaaaab
baaabb bbabba
ababaab bbbab
baba babb
aaba ababa
abbaaaaabb abbaaaabaa
bbaa bbba
ba bab
abba bbba
baaaabb baabab
ababbaa baabbbaa
bbbbabb abab
bbba aaab
bbbaaa aaaaaa
abaaa baabba
bababb aabaaaa
aababbb abaaaa
aaabbabb baabaabb
abb baba
aaaabbba aaaaaaba
aaaabbbaba aaaaabaaba
abaaaa ababbaba
baaabbbb bbbabbaa
bb aa
abbaab abbbab
aabab aaaab
aaaaabbaabaa aabaabbaaba
baaab aaaba
bbbabbb abbaa
bbaa bbababa
aba bbaab
bab b
baaba abbabba
abbabba bbbaaabb
baaabaa babba
bbb abb
baabbba bbbaabbaa
abbaa aabbb
baa abaaaba
baababa bba
bb aaba
bbbbbaabaa aaababbbb
baba bbab
bbabaaab baaaabaa
bba bbb
abbbb babb
b ababb
babab bb
aaab abb
aabbbaab aabab
abaa baaa
abb aab
bababaa bbbaaaaa
aaaba aabaaa
aabbbaba aabbbaaab
baaaba baaba
bbaabaaa aabbbaa
aaba aab
aabbabb abbb
bbb abb
babaaa abaaa
abbbabaa baaaba
baaabba aabaaab
abbab baba
baba bbabba
bbbbbb abaabb
abaaa babbaa
bbba ba
baaaab bbbaba
bb babaa
ab baabb
baaa abbab
aabbb baba
bba a
aaabbabb aaababa
abbbbaa abbbbb
aabbaaa aaabbba
bbbbaab baaabbbb
abbbabb aabbaa
aaa aabb
abab a
aabaaa bbaab
aba bbabb
ba ab
baaabb bbbbab
babaaa ababbb
abaaaa abaaab
baabb bbababbba
bbab bbaa
abbab bbabaa
baba babb
bab bba
abaabbbaa abbbaaba
abbbbab bbabbb
baba baaa
baaba baaab
babaa babbb
abbaaaaaaba abbabbbabaaa
abbbabba ababbaaaa
aabb aa
aaab ababa
baaabab abbbb
baabaa abaab
a aaab
abbaa ab
abbbab aabaaab
aabaabab aaaaabab
babbbbabba aababbabaab
bbabaa abb
babaa baaa
bbaaab aaabb
bbbbbbaaaba aabababbbbb
abaaabb aabbbbb
bbaaa babb
aaaababa bbaaabaa
babbaaaab abbaaaba
abbaba bbabab
bbaaa bbbbbbb
aaaabb aabb
aabbba abbaba
abbaba babaaba
baaabaa abaaa
aabb ababa
aa bb
ba baab
aaaa ababba
abaaa bbbaabbb
babbabbba aaababbaa
bbbbaaba abab
bab ba
baabbaa ababbaa
aaaa bbba
bbaaaaaa abababab
babaaabb bbabbaabaa
bbbaba ababba
abaabaa bbabbaa
baaa babaabb
aaabba aaaab
aabbbabab abbaaaaba
babaaabb bbabbbbbb
abaaabaab bbbbaaa
a babb
aaababaa ababbbb
abba baaaab
ababbb aababa
baaabbb babbbbaa
abba aab
baa abab
abbaabb abbaba
babaa bbabbb
bbbbb bbb
baba aab
a aa
abaabb bbbba
aab abbbb
bbaaa bbba
bbaa ababb
aabbabb aabaabb
aabbbb bbbbba
baabba aabaaa
aaabb babbb
aababb babba
bbb babba
bbabb aaaba
abbbbb abbabb
abab bbabbab
aaabb ab
ababaaaaa bbbbaabaa
baabaa babba
aaababb abbaabb
baaaab bbabba
bbb bba
ba bab
abbbbaab baababaaa
ba aabaaa
abb bbab
abaabbbb abbbbb
abaabb ababa
abbbbaabab bbbababaa
baab aaab
ba bba
aabbb aaaab
baaabbb bbbbb
baababb babaaaa
aabba aabab
aaababaaa baaabbb
abbababbab baabaaabbb
babba bbaab
ba bab
babba babbb
ababb ababbb
abaaba babbbbaaa
babbaab aabbba
abbbab abaaab
aaa bbb
babb babaab
baab aa
babb bba
abbbba aabbaab
aaaaaaa aabbaaaaa
aaaab abbb
bbaaa baaaaab
bbabba bbabbb
aaaa abbaab
baaba aab
bba aaba
abbbbaa abbbabab
bababab bababbb
ababaaa baaaaabbba
baaba baaaa
aaab bba
aa babbb
babab abbabb
babbab abbbab
bbba bbbab
aaabbbb abaabab
abbbbb bbaaa
aabb bbabb
babbbb baabab
bbbbabb abaabba
bbbb aaaabb
aababa bbbaa
aabaa ba
bbabbbbbab aabababab
abaab bababb
baaab aababa
bbaa ababb
aaaaabba abaabba
baaba baab
baaaaaab babbbbb
bbbaa bbaab
aaaa bbaab
aababa bbabab
bbbbbaa bababa
aaa baa
aabbbab bbababa
bbaaa abbbb
babbaaa bbaabbbbb
aababbb baaabaa
aabaaaa abbabb
aaabb a
aaba aaab
bbaaab abaaab
abbaabab aaabbab
bbaba aaaa
baaaab abba
bbabbaa bbab
abbbaaa aababbb
abbaa abaaa
aabbbabbb bbbababba
bbaba babb
babbba abbaaab
aaaab baaaa
bbaaabab abaabbba
aabbabaa bbbbaabb
baba baabba
aabb ababba
bbbabb bbbab
aabb aaa
bbabaa bbab
baba aab
bbbab bbba
abbbab bbabbb
aaaab ababab
aaaab bbbb
baaa bbabb
bba aabb
bbaba bbaa
bbaabbbaa babbaaaa
aaabbbba bbababbb
bbbbaa ababaa
aaaaa bbbaaa
babbaaaa abbabbb
aaabb babbabba
aab babaa
bab abab
babaab aabba
baaababab ababbbaa
bbbaa bbabb
bbbaaba aabbba
bababab abaaaba
abbabab bbbabba
abba babba
aaaba babba
aaa aaabaa
aa aabba
bbaba aabaaba
bababa aaabbb
aaba aaab
aab bb
aa babb
babab aaaaa
babbabba baab
bbab abbba
bbabab aaaab
aaabba bbbbaabba
bb a
baa aaa
bbbbb abba
babbabb aabbababa
abbaabaa aabbabb
babbb baba
aaabbba aabaaab
abaaaa babb
aababb aababab
ababa bbaa
aaaba bbbaaba
bbbab a
babaa aaabab
baaba aaabab
ab babababab
aabb abbabb
babaabba bbbbbbb
babbbb bbbbb
aaa baa
bbbaab aaaaaab
aabbbaabbb abbabaabb
aaaaaa aabaaa
bbaba abaaa
bbba bbbabb
baabba aabbaa
ababbbaa babaaaa
ba bb
bbaa aabba
bbb baaaa
babaa baabbaa
bbaabbbabbbaa aaaaabb
bbbaaaba aabab
bbaababaaaa abbabaabbab
aabaa bababaa
baabaaa baaabbb
bbaabba bbabaa
ababba bbabbb
bbbabab aabbaab
babaa bbbab
baabbbba abbaaabab
bbabba baba
bbaba baaa
aba bb
bbbbb aba
baaaab baabbb
aabbbbab bbbb
bbba bbbbb
bbba bbbaa
babbaaa babaab
baba bbbbbaab
baaaabb ababaa
baba aaaba
ababba bbaaa
bbbbaa bbbbbb
aabbb baabaaa
baaaabb ababa
aabaa bbaaaaa
babaabab baabbaa
abaabbbaa bbbabbbbb
bbbaba ababbabb
aba bba
abaaabab babbbbaa
aabbbba abaabab
babaa abbbbb
baaa baaaa
aaabaabbb abababbaa
babaaa bbbbbaa
baaabb aabbab
bbaaaba abaaab
abaaa babba
b babbb
abb b
baaabaa aaaaa
abbbb abbab
baa aabaaa
abbbaaa bababaaa
aaa bbba
baaaabb bbaabb
abbaba abbbbb
b aaab
bbbaba bbbbbb
aabb ba
aabaabb aaaaabb
abab bba
bbb aba
bbaaa abaaba
bbb aaaaa
aaaaaaba babbbb
abaaaa abbbbba
aaaabab abababb
aabb bbba
aaaaaa aaba
baa bb
bbaabaabaa abbbbaba
aaa abbba
ababab bbbaaa
abbaaab abbbbab
ababaab abaab
aaba bbbbb
aabbbbaa baaababab
abab abbaaa
bbbabbaba bbbab
bbbba aaaa
aba baaa
abbab babab
bbababaaaab aaabaabbab
aaababaa aabaabba
aabaaaba bbbabbbb
baabaaaaa abbbbabba
abba bbbbb
abbabbabbaaabb bababbbaaabbb
abbbab bb
ababba aaaaaba
abb ababab
bbbb aaabb
abbbbabb bbbaaabbb
baabb baabaab
babaab bbbaaaa
ababbbaa abababbb
baabb baabba
bbabbb bbbaab
abbbbbb aabbaaa
aabaaba ba
bbabbbaaba aabaabbbb
babaaabb bbabbaa
baab abbaa
b bbab
bbabbba aaaaaab
bbbaaa abbba
aa abb
baabbbba abaabab
bbbabbab aababbaab
abbabb aabbbb
abbbb aaabbb
abaaaba aabaaa
aaab aa
babaaabb bbabbaab
babb aababb
bba abab
baaaab bbab
baaab abaabaaa
bba abbab
aaaaaa abbbab
abaabbb aaabaabb
babbba aaaab
babbab bbabba
ababaa bbaaab
babbaa baabbb
bab bbb
baabab bbbbabbb
ba a
bab baa
bbabbaba abaabaab
aaaaaa babbabbab
abbbb aaba
baaaa baaba
aaabbb aaabaa
aabbabab bbababb
bab bbbb
aabaaab bbbbabb
bbaabbbba bbbbaabbba
bbaa baaaba
abaabbb aabaaab
babbabb abbabbaa
bbbba abaaabbba
bab abababb
bbbabb baaaaa
bab aaaa
babaa aa
bbbaaba bbbbaa
aaa aabb
abab aabaa
abbaba abba
aaaabbab abaaab
baba bbaa
bbaaab ababa
aabbaa bbbaabb
baabaaba abababab
bbbbb ababb
aababbab abbbbb
abaabbb bbbaab
b abaaaa
abbaaa baabab
babbbaa ab
baaba baaaa
bbbbabaab bbaaaabbb
abaabaab aabaaaa
babbab aaabba
aabbabbbba abaabbaabb
b bab
bbaabaa babababb
abbaa bbaaba
abbab bbbaa
aba abab
baa bbbbaba
bbbbba baabba
abbabb bbbaaba
a bab
bbbabab baaaaaba
aabbbab abbabb
aabaabba abababbb
ababbbb bababa
bbaba bba
babbaabba ababbbbb
aaaab baabbb
aabbbaa abababaaa
ab aa
aabbaabbaa abaabbbaaba
bbbbabaa baaabbbbba
aaabbbab baaaaaa
baabbbb baabaaa
baaba aaabbb
bbabbaaa bbbbabbb
abbba aabbaaa
ababab abaab
ab aaaabb
aaabab aaaaab
baab ba
baabbbbab bbaaabbaa
bbbab babbabb
bbabaaabab baaaabaaab
aaa bbbbaa
aaabbbab abbaabb
aabbaaaaaaabb bbabbaaaaaaaa
abaaba bbbbba
aaaab aaba
bba abab
abbab abbbb
aabaababa aaaabbabb
bbbbabbab bbbbbbba
bbaab aaaa
ba abb
bababbab aababa
abb aabbb
bbabaaba ababaaab
bbabb bbabba
ababa aa
aaaa abbaba
abba aabba
b bb
aabbbb bba
ababab bbbbaab
abbb aab
abababb baaba
abaa aaaba
aabbab aaabbabba
aaababba bbbbabbb
babab bbbbb
aabaa bbaab
abaa aaaa
aabbbbaa aaaaabbba
abaab baaaaab
aabb babb
ababaaa bbba
aa abba
baabaaa abbbbbb
bbbb baabb
abbabb bbabab
bbaaa aabaa
aabbb baaba
bbbaab bbabba
babbb bbbaa
babbabaa ababbbba
bbba abbbb
aaabaaba aababaaa
bbaab baba
abaab aaa
aababab bb
bbbaba bbaa
bbb aabaab
bababbaab bbbbbbaa
aabbbbaa aabaaa
bbabbaa abba
bbaaab aaaaba
aaabbb baaaab
aaba aaa
aaabaaabbb aaaaababba
bbbaba aabaaa
bbaaab bbbbba
aa a
babbb b
baba abbbbb
bba baaa
bbaaba aabbbaba
aaaaaaba abbbbaab
ababbb baabba
abbab abaaa
babbabaa babbbbaa
bbbaabaa bababb
ab ba
abaabbab bbbbabbb
bba abbbabb
ababbbaab baabbbaababab
abbbba bba
abbbaaa baba
abbaaaa aaaabab
a aabaa
aababb bababb
abaaa ababb
baaaabb baaaa
bbbabba bbbaba
bbb bb
baaba bababba
aabbb aabaab
ababbbb aabaaba
babab abab
abaaa babbb
aaa aabb
ab aab
aa abbb
aabbaababaabb bbaaaabbbabba
bb aab
a aabbbbb
babbb baabb
bbaa bbab
aababa bbaaa
aab bbba
aababa abbba
bab abbbaa
aabb baa
bbbba aa
aaaaabbab bbabbbaab
a bab
abbabbaaab aabbaaabba
bbaaabaa abaaabb
aaaaaab bababaa
baabb aaa
baaaaa aaaaaab
abbbb abbb
aa baa
babbbaa aababab
ababbb aba
baa baaa
abbb bbabaaaab
bbababb bbbaabb
abb aa
bbabaa baabb
baaabaaab aaabbbab
ab b
aababbb bbbaaaaa
abba bab
aba aab
aaaa aaba
abaa aaba
aaaa aaabb
baab abaabab
aabba baaa
bbaaabaaa aaabab
babaaab abaaabb
bbaba babbbba
aabaa aababaabb
baabbaaab babaaaaa
aabbbaab bbaabba
aaaab abbbb
bbaaaaba bbaaaba
aaabba abababb
aabaaaabbbb bbbbabbaba
bbaaaa abbabba
bbbabaab abbaabbb
aababa bbababa
abaaa abb
abaaba aaaab
aa ba
aaabaab babaaab
bbbbbbb aab
baaba aaaa
bbaa ababb
aaabbbaa abbb
abab bbbba
abbbab bbab
bbbbbbaba babababaa
ab abb
bbabbaa abbaaaba
bb a
abaababb aabbaaaaa
ababa bbb
babba bbaa
abaabab abbbaa
baaab babb
aaaab abaab
baabb aabba
aabb aaaaa
babbaaaa babaaab
ab b
bbabbbbb bbabbbb
b aaa
aabb bba
baba bb
baab aabb
ababa aabb
bbbaab abbbb
abbab aba
abbbbaabaa abaaabbbba
abaa babb
bbaaaa abaaa
b aba
bbb baba
aaabab aaaaba
aaababbbb abaabbaab
bbababa abbaaaa
bbbbbb baaaaaa
a aab
bbbba aaabba
bbbbbba babaaa
babaaaa baabbb
babbbaa baaaaaaa
bbaaaba abbbaa
babbbb abbb
bbaaabaab aabaaaabb
aabaabba baaaabab
aabbab abaabb
bbababa babbbaba
aaba baba
aaa bb
baaab abb
bbaaa aabbb
baabab abbb
baabaa bbb
abbabb aababba
bbbbbbbbabbb aaabbbabbaa
bbba aabaa
aaaaaaa bbabaaba
bbaabbb ababba
bbbba baaba
bbbaba aabbb
babbbab aaaaaab
bababab baababb
baaba bbab
aa aba
bbab ab
bbaabbaab aababbbbb
ababa aabab
bbabbb abababb
aaa bba
bbbaa abaaa
abbaa baabbb
aabaab bbbabba
aaababba aababaa
aabbba aaabab
baaaa abbbabb
b aaa
aabbabbbba bbbbaabaaa
bab bb
ababbaa bbbaa
aabab aaabb
bbbbbb baaaa
bbaaa babba
aaaa bbb
bbab abbb
aabab bbbbaa
bbbaaa abaaba
aabaaa abaaa
aaabaa bbaa
bbaaaabaaaa babbabbbaaa
aabbb babbb
abbab ababba
babbbbba aabaa
abaaaba aabaa
bbaba ababba
bbbbabbbb babbaaab
bbbabab bbbbbab
bbaa bab
bbb bb
bbbabbb aabbaab
aabbb abab
baaba aabba
ababab aabbbb
aaaaaba aaaaaa
aba bba
a b
aaabba abaaaba
aab aabaa
bbbaa aabbb
aaababb babbaa
bbbbbb bbaaaa
aabaa bbabab
aabbbaaa baaaababa
bbaaa aabab
aaba abba
baa bab
abaaab aaaa
baa abbb
abbba abbab
bb bab
ababbb aabaab
abbabaaaaababaa abbbbababaabba
abbbaa b
ababab aabbab
aab aabbb
ababbaaa aababba
b baaa
bbaaaabb abaabbaab
baababaa aaabbbaaa
ababab aaabbab
babba abbb
bbbbb abbabb
bbababb baabbbb
aabbabbaaaabba aaababbabbbaab
bbbbba babaab
babba aaab
baaabb abbbb
aba abba
ababbb baaaa
aab abaa
baaaaaaabaabaa babaabaaaaabb
abbbabbb aba
aabbbab baaabbaa
aabbb abbbba
a bab
bbabbbbbb bbabbbb
bbbbbaa bbbabb
aabbaabb abaaaaba
aabbbaa abbaaaa
aba aab
baa bbba
baaa aaab
aaba abbbb
bbabb b
baabb bbaabbb
baaaab aabbbb
bbaba baaa
aabaaba abbbba
bbbba babba
baabbbba abbaaaaa
aaaab aab
baaabbab aabbaa
bab aaa
aabaaaa bbbab
bbbbb bbbaab
baaabbba abbbaabb
bbbbb aaabbb
bbbb aaaabba
bbabbbabaa bbabbbbbab
aaa baabb
abba baaa
baba bbbbbab
baab bbaaaaa
ba bbbb
bababb abbaaaa
baaa baaaba
bbbbb babbba
ababaa aaabaabb
bb a
abbaba bbabb
bbabbaa abababa
bbbaab bbaba
bababa baaaab
baabbaa abbbaaa
bbbaabab bbaababb
aaababa aaaaa
abbba abbaaa
baaabba aaabbbb
abb aaab
aa ab
baabaabb aaabbbba
aba ab
aabaaaa baabbbb
abababb aabbbbb
babbaabb baaabab
babbaa baabaa
abbbbabbba aab
abbab bbba
babaa babbba
b abbb
bbbaa bbbab
b a
aaabaabbaaba bbbbaabbabba
bbab aabb
bab bbaababb
bbba bbbb
aaabaa babbaaaa
ababb aababba
aaaba bbaaaaa
baaaab aaababa
aabb bbabbb
ababb bbabaa
aaa bbaa
abbbbaa aaaababb
babba aaaab
aaabbb abbbaabb
bbb baaaaa
aab babba
b a
bbbbb aabaa
bbbbbbbba bbbbaababa
abbba aabaabbb
bbababa abaabb
bbabbbbabb babaabaabb
ababbbb abaabbbaa
babbbbabbaba aabaaabaaaab
ba b
babbb babb
bbbaab aabaaa
aab aaa
abbbbbbb bbabab
bbbbbbb aababab
abbbbbbaa abababbbb
aaaaababb baaabbabaa
aabaabba abbbaabab
aaabaa bbbbbb
ababab ba
aaba abbab
bababbb abbabaa
baabbbbbaab abbbbbbbbaa
baaaab bababa
aababb ababa
abbbaaaaa aabaaa
bababba aabbbaab
bbaa b
bbbaa abbbab
abbabbb baaabbbb
bbbab bbaaba
abaa abbb
abbaaba aaabbbb
aaaabba baabbaa
babbbbb aaabbba
bbabbba abaabba
aaba babbab
aaaabb bbaba
abbbbb baabbba
bab ba
babbbb baabbb
baba abb
abbaabbbaa baabbbaaa
baab aabab
a baabbb
babababb abbaabbb
abbaabb baabbbb
bb aaa
babaabaa bbbaabb
ababbbb bbabaaa
abbbb aabbb
babbabbbaa abbbaaabba
aaabbb baaaa
babbbba abbabbb
abba baabaaba
aa baa
babbaab baaaaa
aaba abbb
ababa bbaba
aabbbaab aaaaabaa
baaabb aba
aabaaababb bbbaabaaba
aaabbab abbbb
aabb abaaa
aabbbaa bbabaabba
babaab aababa
babab bb
babb aababb
abbbab ba
baaaababbb aaabababba
aaaba aabbbb
baaa aaa
a ababb
aaabaaba baaabaaab
bb baab
aaaaabb bbaabbaab
aaba aabb
aabaaa baababa
aabb baa
baabaa aaabba
bbabaabbb abbabbaaa
bab aaab
baaba aabbbbb
ababbaa abaab
baabbab bbabaa
bbbaabbabaa babaabbabba
ba abbabab
babaa bbbbb
bbba babaa
abab aaa
aaa ababbb
abab baba
bbba aaaaabb
aaba aabb
bab b
bbbaabbb baaababb
bbaaaabba aaaaaaaba
baabab aabaa
bbabbb babbaa
baababbbba abbbaaab
aaaaaaabbba babbabbbaaba
bbababbb bbabbab
ababb babbb
bab bbabab
ba bbb
bbaabbbb baba
bbbabaab abaaabab
bbb abbbbbab
baaabb abaabb
bba aaabbb
baabbb aabbab
aabb aabaa
aabaaba abaaaaa
aaaabba aaabaaa
baaababab bbababaa
a ababbbb
bbaaaa abaaa
aaaaa abbabb
bbba a
ab bbab
aaabaa baab
aaa abab
babb bbabaaa
abbbaaa abaabaab
abaababb abbabaa
baab aaaaa
a ba
abbba bbaaba
bbbaab abaaab
bbbb abbbab
abbaba abbaabb
ba a
aba baa
ba aa
bababa abbabb
baaabbb babaaab
ba aabbbb
babba ababa
bbbbbabba abaabaaabb
abb aba
bbaaaaa babbbb
babaaab bbaaaba
abaaab aabbabb
aaaabaa aaaabbb
aaab ba
ababbbbbbb aabbbbaab
bbaba baab
bababb bbabab
baabaabaa baababbba
aabbba bbbaaa
bbaaab bbbbabb
ababbb baba
abaaaa aaabbba
