65350
ABABBBB BABBAAB
ABBBAAB ABABABBA
A BA
BAAABA BABBB
BBBB BBBA
BA A
BAB BBAAAABB
BBBAA AAABBB
ABA BBBA
BABBA BBABB
BBBAAB BBBBAA
ABBB BB
BBBAA BAAB
BBBA ABBB
ABA B
A BA
BB AB
ABBB BBA
AABAAB BAAB
BA BAA
ABAA BBB
BBAAB AA
ABAB ABB
BBB BBAAA
ABBABA ABBAA
ABA BABBA
BA ABBBB
BAB BAA
BAAAB AABBA
A AAAA
BABBBA ABABAB
AAABAA BBBAAA
AAABAB BAABB
BBBABB BAAAB
BBA B
AAAAAB BAABAA
B $
AAABAB BBBBAA
AAB BBAA
BA BAAB
AAA A
AAA $
ABBBABA ABABABB
BA AA
AAAAAA AABBBB
$ BA
ABBB BABBBABAB
ABA BB
B BB
ABBBB ABAAB
AAAB BABA
$ B
AB BAAB
AAABBA AABB
ABBB BBB
$ BBA
AAABAA BAAA
AA BB
ABA BBBBB
AAA AAABA
AAABB BABBB
BAB ABB
BABBA BAAA
BBABBABA BAAAABBA
AABB B
B A
AB $
BAAAAB AABBA
BAAAAAB ABBBB
BAAAB BBBA
B BBAAB
AAAAA ABAB
A AA
AB ABABA
A $
AAAA B
B AB
B AA
BBABAA ABBBA
BAAAB AA
ABB $
BBBB ABBAB
ABAAABB BBBAAAB
AAABABB BBBAABA
ABBBA ABBA
AAB BAB
A B
BB AAABB
AABBAABABBB AABAAABBAB
BAAA ABBA
BAAA BBB
AAABA BAAA
ABAAB BABABBBBA
BAA BBABB
ABAAA BAABA
AB $
BABB B
BAA ABAB
BBA ABAA
ABBBBBA BABBB
ABBBA BABAAA
AAA AAB
BBABBB AAABBAB
AA BB
ABBAAB AAAABA
A B
AA AB
AAAB ABBAA
BBA BBAB
ABBAAB BABAA
$ BBA
BB AB
B AAA
BBBABA ABBBABB
ABABB AAB
AAB ABAB
BAAAAABBB AABABA
AAABBB AB
B AB
BABB BAA
AABAAB ABA
A $
AAAA BABB
ABAA AABB
AAA B
AABA AAA
BABB AAA
BAAABA AABBBB
ABA AAAB
ABAA AABBBBA
BAABBBA BAAAA
BBA ABB
BABB BBA
BBA BBB
ABBBBAB BBBBABA
BBAA AAB
BBBA BAAB
AABB BAAA
AA ABBBA
BBABA BAABB
BB BBAA
AAABAAA BBBAA
BAAAABA BBABAB
BAA AA
AAB BBB
BA B
B $
ABABBAAB AABBAAAB
$ B
AABAA AABBAA
ABB ABA
AB AAAA
AAA AAABB
BAAAB AABAB
AABABA AAAAB
AAAAAAA ABAAAA
AA BBB
ABBAB AAABBB
ABAB BAAB
$ ABAA
ABAABB AA
BBBAB BBABB
BBABB ABBAA
BAAAB AAAA
AABB BBBB
ABAA BAAB
BBBAB ABAAA
AAAABAAA AAA
BAAB BAB
BAB BAABAB
ABBAB AABBBB
BAAAAA AABB
ABBA BA
BBA B
BAA AA
BBB B
AAAB ABAAB
ABBB BAA
BBA A
$ B
BBBABABB AABBBBAB
BABAB BABBA
ABBB BA
BBB BABBB
BBB AAB
BBB B
AAABBB BABBB
BAABA BBAB
BAB BBA
ABB ABAA
BAB BAA
BAA AAAA
BB BBB
BBB B
AA $
BBABBABA AABBBBAB
AA $
AABAAAA BBAAAB
AAAA AAB
ABAAA BBBA
ABB BB
BBB BA
AAABBBBA BBABAABA
BB $
BAB ABA
$ B
BAAB BBAA
BBAA BA
BABA BBA
BBA A
AAAAA ABABAA
BBB A
BAAAAB ABABB
$ AB
AAAB BABBB
BBAB BBB
BAB BABB
BB ABBB
BBAB BABAAB
AABA BBA
A AB
AA AAAB
BABA ABAA
AABB BAA
BB ABB
B A
BBBAB BAB
AB BBA
BBBAAB BBAAAB
AAA BAAB
ABABBA B
BA $
AB A
AAABBB AABAAA
BAB ABB
AAABB $
BB A
AB BB
BAAAAB AAAAB
BABBB ABABB
AABBABBA BABBAAAB
$ A
BAB BA
BBA AA
AAB $
BBBAA BABBB
BBB AAA
AAABAA ABABB
AABB ABAA
BA B
B BA
ABB ABAA
BAAA BABBB
AAB AAA
BBBB A
BAB $
$ AB
AABAA BBB
BA AA
BBAA B
BAAAB BAABB
ABA AAA
ABBAA ABABA
BBBA BAAAB
BA AAA
BABBABBBAB BAABABAABBA
ABBB AAAB
ABABB BAB
$ BBB
AAB BBB
ABAAB BABA
ABAA AAAB
A AA
BAB BAA
BAB BABAB
BABBA $
ABAAAA AAAAAB
BBBBAA B
BBA B
$ A
ABAAB BAAA
ABBAABA AABABBA
AABA BABA
$ BAB
AAABB AABAB
AABBABA ABABAAB
AABBAB BABBBA
AABBBA BBABA
AABABBABA BAAAABBAB
BB ABA
AABB ABBBB
AAABA AAAAB
BBBBAABBAABB BAABABBBAABA
BBBAB BBBBB
AB $
AAAB BABB
ABAA ABAAB
AAABABAB AAABAAAA
BA ABA
BB $
BBBB BA
AABA AB
ABAAB BBBAB
ABA BBB
ABABAA AABAAB
AABABA BAAABA
ABABAA BBBBBB
AA AAAB
ABBBAA BBBABB
ABAB BAAAA
BBB AAA
BABABBB ABAAABA
ABABAA ABBAAB
BAAB BAAAA
BAABA BA
BBBABA AAAB
AABABBA AAAAAAB
BBABB AAABB
BAB AAB
AAAA ABABA
BAA BA
BBAA BABA
BBA BAB
BBBB AAB
ABAAABAB BBBBB
BABABA ABBABA
ABB BAAB
$ AABB
AABB AAAA
AAAB BAB
AABAA AABB
BBAB BAAA
BBA BA
BBAA AB
AAB BAB
AAABA AAAA
BB AB
AB BA
BAB AAAA
BBA BABA
BBBBB AABAB
ABBA AABAA
BABBB BAAA
BBB BBA
B $
AABAB AAABA
BABAB BBAAB
BBBABA BAABB
ABAAAB BABB
A AB
B AA
AAB BAAB
AAABA ABBAA
ABBABB AAAAAB
AABAAA BABAAA
A B
ABB BBBAB
A AB
AAA $
BAA $
BBBABA AB
ABAAB ABBAAA
AAB A
AB BBBA
ABB AB
ABBBBBAB BAAABBA
BBA BABABA
ABAAA BABBA
BBBA ABAAB
BBBB ABBB
BBAAAA BAAA
BBAB BABAA
ABAAAA ABB
ABAA BABAABA
AAA AAAB
BAA AA
ABBB BABB
AA BAA
AAAA BABB
BABAAB ABBAABA
BAAAB BABA
AAB BBA
B ABBA
BBA BA
A $
ABAABAA BAABBA
ABB A
BBBAABB AABAAA
ABAAA BAAAB
BB BA
BAAAABA AABABBB
BBAB AAB
ABABAAB BAAABBBB
BBABA AAAAA
BBABBA AAABB
ABBA ABA
AA BA
A $
AABBB ABAAB
BABBB BABBA
BAA BBB
BA AB
BBBA BAB
BAAABAA ABBBAB
AABBAAABA BBABBABB
AAABB BABBB
BB A
BBABAAA BABAAB
$ AAABA
AB BA
ABBAA BAAB
B ABB
BABB AAA
BB A
AABB BBBBA
BBA BABABA
AA A
BAAB ABB
A BB
AA BBAAA
AA A
AABAAABB BAAABBBBB
AAAB AB
BA BBA
BBABBAB BABBBB
BB BABB
BBB B
BBBA AABA
ABBABBBA BABBBBAAB
BA BB
A B
BBAAAAB AABAB
AABBB AAAAA
B AB
AABA AAA
ABA AAAA
BB BAB
AAAB A
BABBAAB BBABBBB
BB BA
AAB BBB
AA AAB
BBAB BAAA
AABA ABBB
BBAABA ABBBBA
$ AA
BA AA
BAB AABBB
AAAAABA AAABBB
BBAAAAA BAAAABBAA
BB AAB
BA BBBAB
BAABB BBA
BB AAA
AA BBBA
A AABA
AAA BA
AABA BAA
BAB BABBB
AABBABB BBBAA
AAA AA
ABAA BAA
BA $
A BAA
ABAABA AABABB
ABBA ABAA
BBBA BAAAA
AABBA ABBBAA
AA $
AB BBA
BABAA $
AAAAB ABBBAB
BBA BA
ABBBABA ABABAAB
BBABBABB BBAAABB
ABBBBA AAABA
BA AA
A B
ABAA BAABABB
ABA ABB
AB B
BAB $
BBBBB BAAA
ABBBBABA BABBBABAAA
BA BAAA
BABAB BAA
BA BABB
ABBBAB ABBBBA
AAAABB AAABAA
AABABB ABBAAB
$ A
BBBA AAB
$ A
AAAA ABBA
ABBA BABA
AAABB AABBAA
BBBB BA
A AA
AABABB BAAB
BAA BB
$ B
BBBB BBAB
AABB ABAA
AABA BBAB
BBAA AAB
BAABBA BABABA
BBBB BABA
BBBBBB ABBAB
AABBBB BABBABB
BBAAB AAAAAB
ABAA ABBB
BAB BB
AAB BAB
BABA BBBB
AABABAA BBAABB
ABABAA BAAB
BBB BBAB
ABB AAAB
BAAAA BABA
BBA B
BB BBA
BA $
$ A
ABBBA BBABBA
BBA ABAA
BBAA ABBAA
ABAA BAB
AB BB
BAAAB AABAB
BA B
AAB AABA
AABBA ABA
BAA AAB
BB BAB
ABA ABBB
BABBABA ABABABB
AAA AAB
BBABA ABABBB
$ B
AA AAB
AAA AAB
BBAA BBB
ABAA AAAAA
AAAAB BAABB
BAB AAA
AB $
BAA BBBBA
AAABA AA
AB ABAA
AAB AAA
B BBB
BA BB
AAA ABB
A BABA
AAAB AABA
ABAABB BBABB
$ A
BBA AAB
ABA ABAB
BBAB BAB
AA A
ABBBB BBBA
BBBBA AAABA
BB AABB
AABAA AABBAA
AA BAA
A $
ABB ABAAA
AAA B
AABAAAB BABAAAAA
BABB BB
BAABBAAA ABBABABBAB
ABAA BBAAA
ABAB AA
BBAB AB
AAABABB AAABBBB
BABB BBAA
ABBBB BBB
$ AABB
BB BA
AAAABA AAABAA
ABAA $
BAA BBBBA
AAABA BBABB
BB BBBAA
BA AA
AB ABABA
BBABBAA AABAA
BBBBA BABB
ABB B
BA $
ABA BABBB
ABABBB AAABAA
BAAA A
AA BAA
ABA ABABB
BAA BAB
BAAAABA BABABBB
ABBBB ABAAB
B A
AABABA ABBA
A B
A BBA
ABBAABAA BBAAAAAA
AB BB
ABAA BAAA
BBBB BBBAB
BAA $
BBBB B
BBAB ABBA
BA AB
AB B
ABAAA AAA
AA B
ABAA BABBA
BBA AAAB
BB ABA
BABBBBB BAABBAA
BA BBAAB
AAABA BBBAA
BBBAB AAAAA
BA BB
B $
BAB BBA
BBBBA BABAB
AAABABAABA BAAAAABABB
BAABB BBBA
BAAABA BABBA
BBBBAB AAABAB
BB BA
B AA
AA A
AAAABBAB ABBBABAB
BAAB ABBBB
BBBB AAA
BBA AB
BAAB BAAA
AABBAB BA
BABB AAAAAAA
BBABB BAAAAAA
BBA AABB
ABA BAB
AABB ABA
BABAB BBAB
ABBA A
BBB ABBBB
A $
BBAAA BABBA
AAA AB
BBAAA BAAAA
ABA BAB
AAB AA
$ BABA
BABBBB AAAAB
ABBBB BAB
BB $
BABA ABAA
BABB BBAB
BBA ABBB
AA AB
BBAAB AABAB
BBAA AABABA
B A
BAAB B
AAA BAAA
AAB A
BABB AAAB
AAB B
AB BBBABA
BAAB AAAB
AABBBAB BAAA
BAA BBA
AAB AAA
AAABA AABAA
BAAB ABABB
AAB AABA
AA BB
$ AA
AAAAB AAABB
AAA BAAABA
AABB AB
AAAB BB
AABAA BBAAB
ABBBBA AAAABBA
ABAA AABAAA
BBBA ABBBA
AB B
BBABAA AAABAAB
BAAABA BBBB
BA BBB
AAA BBA
BBAAA BAABB
BABA BAAA
BBAA ABBBA
ABBBBAB ABBBBBB
BBA BAA
BBBABB BBABB
A ABAAB
AB BB
ABAA AAABAA
A AB
AAAA BAA
B A
AAAA BBAB
BAAB BBAA
AB $
B BABA
AAABB BAAAA
BABAA BBBBA
BBBBBB ABBAAA
AABB BABBB
BBA BAAB
BAB BB
ABAB ABB
BABB BBAA
BAA A
AAAAAB ABABA
BAAABA BBAAAA
BBAA ABBBA
A AAB
$ BBA
BABBAAB BBBBBBB
AABBA BABBA
BBBABB AAAAA
BBABB ABBB
AA A
ABBA BBAA
BAAB ABBBB
BB A
AAABA AABAB
$ B
BABBA BBA
BA AAAB
BAAB A
BA ABA
A AAABAABB
AAA ABAAAA
A AA
AABABB BBABBB
BABAB AABB
ABBBB ABAAB
AAB BBB
ABBABAB ABABBAA
ABA AAA
BBBABBA BBAAA
AB BB
ABAB ABBB
AABBB BABBB
BABAB BABBAA
B A
ABAA BAA
BBAB BAAA
BBB BAABA
BBBAB AABBAA
BA B
BABB AAA
AABAA BBAAAB
BB BBB
$ B
A $
AABA BBAB
ABBAABB AAAABBA
$ BB
AB ABBB
ABBAB ABAB
BB A
BBABA ABBAB
ABABB BBABBAB
AAABAAA ABBABAB
AB BB
BB A
A ABBA
BAB AA
BAA ABA
BB $
BBBA BAABA
BBBBAA ABABAB
ABB BB
ABBBA AAAAAA
AABA BBAA
BAABA ABAAB
ABB BBBAB
AABBAAAA AAABAABBA
A BBBB
BABBBA ABBABB
ABAB ABAA
AABA BBA
AB $
BBBBB AA
AAAAA AB
AAA BAB
ABBAAB BBBAB
AB ABA
AABBB BBBBA
$ ABB
BABA AAABA
BBBBABBA ABBB
$ B
AAABAAA BABAABA
$ AAA
BA B
BAAA BBAA
BAA BABB
ABB AAB
BAABABBBA ABAAABBA
BBBBABAB BBBBABAA
BBB $
BBAB BBBAAA
BB B
ABAABA AABABA
A $
AA ABB
BBAABA ABBBBA
BABABBBBA BAABABBBA
BBAAAABBA AABABAAA
$ B
BBABAAABAA AABABBAAAABA
BA BBBBA
ABAB BBA
BAB ABB
AABA BBBA
$ B
BA ABABB
BBA BAAA
BAAABB BBAAAA
AB BAB
ABBB AABA
AA AB
AAB AABB
ABA BAAAA
$ B
AAABAB AABBAA
ABBBABBBA BABAAABAAA
AAA ABB
BBABBA AAABBB
ABAAAA BBBBAB
AAA ABB
AABA ABBB
$ AA
BABBB ABABA
AA AB
BAAAA BABAB
BA A
$ A
AABB AAAA
ABA BAA
ABA BAB
BABBB AABAB
AAB AB
AB AA
ABBAABBAA AAAABBAABB
BAABA AB
BABBB $
BBBA ABA
BBB ABA
BAAAA BBAAA
BAB BBA
BB ABAB
BBABBAB BBBAAA
AABB A
BAAA ABBAAA
BA A
BABAA ABAAB
AA BBAA
$ BBAA
BBB ABA
BAABBA ABAAAA
AB BBBB
BABB ABBB
BAA $
BBBAA BBABA
BBB AAB
BABB ABAA
ABBB A
BBB BAB
BB B
BBABAABBBA BBBAAAAAB
BAAB B
B $
BBABBBB ABBABAA
$ BAA
ABBA ABBAB
AABAA BBBAB
ABB ABBBBB
BAA A
AABAA ABBB
$ BAAB
ABA ABB
$ B
AA AAB
BB AA
AABBBB AAABAA
ABABA BABBAA
BBBA BBAA
$ AABAB
BAABA AAAAAA
BBAB ABAB
BBB $
BAB BBB
BAB ABB
BAA BA
BABBA AAAA
AAB $
ABAB AABBA
AAB BB
AAB BABB
BBBB BAAAA
ABA BA
AABAB AAAA
BBAABA AAABAB
A BAB
BBBA ABBBB
BAABA ABABB
A BA
BAAB AAAA
BBA BBAA
BABA BBBBA
ABAAABA AABAB
BBBA BA
ABBAB BABAB
AAB B
AAB BABB
AABABA BBAAB
ABB AA
BAAB BAA
AAB ABB
BBBB BBBBA
ABB BBA
AA BBA
AAABBA AA
$ B
BBBB BABB
B AAAAA
BA A
BAAAA BBBB
A BB
ABB BA
AAABB ABBA
ABB BAB
BBBAB AABA
AB AABBA
AAB BBBBB
ABBBAABA BA
BB ABA
BAB BABA
BBAA ABAA
AB A
ABAAB BABAB
AAA AAB
A AA
AB BAB
BAABAAAB BABB
BAAA ABAA
A $
ABA A
BA BAAA
AB BA
AA BB
A B
AAA AAB
BB A
ABBB BBAA
BB BBA
BBABA BAB
BAABBBBA BABABBA
B AA
AB A
ABABAA BAAAAA
ABB BB
AAAB BBAA
AAAAAA BABBAA
BABA AABAB
A $
BBBB AABB
AABBB ABB
AA AAA
BB B
BABBAB B
AA AB
BBB AAB
BBBABBA BBBABAB
BBABA BBAA
BBA BABB
BA $
$ B
BBBAAB AAA
$ BA
BABAB BABAA
AA BABB
AAAB AAB
AAAAA BAAB
AB BA
BBB BBAA
AAB BBB
AA B
AAB $
A ABBB
A $
ABA BAABB
BBB BBBA
BAB $
B AB
ABAABB AAABAA
BB BA
$ AAA
A $
AB BA
AA ABA
$ B
AA $
BA AAAAA
BABBAA BBBBBB
ABAAAA AAABAAA
A $
BABBBBBA BABAABAB
ABA BA
AAAB BBBBA
BBABAB BBBBBBB
BBABB AAAABB
ABA BAAB
AB BA
BBBB B
BABBA AAA
ABB BA
BAABAB ABABAA
AAAB AB
$ AAAB
ABBBBA BAABABB
AAAAB A
BABBBAABB BABBAABBB
AABA BABA
BABAB ABBBA
BBBBBB AAABAAB
BBA ABA
AAB ABB
ABB BA
BAAAABBBB BBBABBAB
AAA AAB
ABABAB BABB
AABA BABA
AAA AB
AABAB ABBBA
AB AAABA
BAABAAB AABBBAB
ABA AA
BBBBAAB ABBBBAB
BBB AAB
ABAB ABBBA
ABBB ABAA
BBBAB BBBB
ABBABB BBABABA
ABBAB AA
AB AA
AAA B
ABBAAB ABAA
ABAAAAA BBAAAA
BBABA ABAAA
AA BA
ABAA ABBB
ABBB ABBA
BB BA
BBAAB B
BABB AAB
BAA AABA
BBBA BBB
BBAB ABBBA
AAABAA BBBB
ABBBAA AABBBA
AAA BBABA
AA AAA
BAABB AAAAB
AAAB BBBB
AABBABAA BBABBAA
AA BA
BBAB BAABA
BAB ABB
ABBB ABBA
BBB BB
BBBBBB ABA
BA A
BBA AB
A $
BAAA ABBB
ABAAB AAA
AAAAA BABA
$ A
BAABBB BAAA
BB B
AAB ABA
AAAA AAAABBA
ABBB BBAA
ABB ABAB
BBB AAA
AAABA BAA
BBBBA BAA
BBAAB BBBAAA
BAABB BAAAA
AAB A
AABBBBAABA BBBAABABABB
ABBA BAAAAA
ABA ABAB
ABAAAAB AAAAABB
ABBAA BA
AAA AAB
ABBBA AAAAB
BBBBAA BBABAB
ABBAB ABA
AAB ABBBA
ABA BBA
ABBBB BBBB
AABBAAAAAB ABBBAABBB
BABBB AAABB
AABAA BBBBB
BBAB AB
B AABB
$ B
AAABA AABBB
ABAB AA
BAA AAAA
AAAA ABABB
AABBBABAB ABAABBAABB
AB A
AABAABB ABBBBAA
BAAAA ABABA
BB BAA
AABBAB AABABB
AAB B
A BAB
BB $
AAAA ABAAAA
$ BB
AA AAA
B AB
BAAB BAABB
BBABAAB AAABBBA
AABA BBAB
ABAAABA BAAAAAABB
ABABB AAABB
AABA BAAAB
ABBAA BBAA
BAABB ABAAB
BBA BA
BBA $
AA BA
ABA BBA
BABB AABB
AAABAAB ABBBABA
BB B
BAAB AABB
BAABA BAAAAA
ABBA BBBAB
BABA ABB
BABBA A
BBBABA AABBB
A $
AAABB AABBBA
BAA AAB
ABBABA ABA
ABBAA BABA
BABBA AABB
BBBBA BBBBB
AAABABABBBB BBAABAAABAA
ABABA BAAB
AABAB ABBBB
BBBABBBA ABAABBB
AAAA BBAA
BA AB
$ B
AA BBB
ABABA AABABAA
A $
BBBAB AA
BBBBA BBBBABB
B $
BABBB AABAB
BBBAB ABB
BBA AAA
BB AB
B AAAB
B $
ABBBB BBAB
BBBBA BBAB
AABBA BBBB
BB AB
BABABBAAAAA AAAAAAAABBB
BBBBAA AABBBB
BBBABBB ABABAAB
BB $
BBB BAB
BBAA ABAB
ABA $
BBBAB BABAA
BAABAA ABBAAB
AABBABA BABBABA
BAAABB AABAA
AAB BBBB
BAAABAAAA ABABABBBB
$ B
BA A
ABB AB
BBBBA ABBA
AAAB AAB
ABAA BAAB
ABAAAB ABAB
AAAA AABB
ABA BA
AABBA BBB
AAA A
AA AB
BBAAAB BABBA
BA A
AAAABB BAAABA
AAABBAB BBABABB
A B
BAB B
BAB AAAA
AAABAAA BAABABBB
BBB AABA
BAABA BAAAA
BBBA BAABA
AA AAAB
$ B
AB BABAB
BBAAAB ABABA
AABBB AAABBABB
$ B
BBB B
AB A
BABBAAABB BAAABBABBA
AAAABBBABAAABB ABBBABABBBBAAA
AA BBB
AABA BB
BAABB BBAABA
B BAB
ABBAAA ABBBA
BB BA
$ B
B AB
ABAA ABBA
AAB A
ABAAB AAAAA
BA BBAA
ABB BAAA
ABAA BBAA
AA ABB
ABBBBA AAAAA
$ BA
BABBA BAAAA
BA BAAB
BABB AAA
A AAABA
B $
BB BAA
AB BBABAA
B $
BBA BB
AABAB BBAAB
BBABBABA ABAABBAB
ABBAB BABAB
ABB A
BAAAAA ABABAA
BBBAB A
AAAB B
AABA BAABA
AABBAA ABABA
BBAA BAAB
AAA BBA
AA $
ABB BBAA
ABBB ABBAAA
B ABA
ABAABAAB ABAAAAAB
BABA BBAA
AB AA
AAA ABB
BABA BABB
BAB $
BA ABA
ABA BBAA
BA A
BAAA AB
AAABA ABBAA
BBABB BABBB
AABBAB BBBBBA
ABBAA BAA
BAA AB
BABBA AAABA
BBBB ABAAA
ABA $
AABABA AAA
ABBB ABABBB
ABB BAB
BB ABB
BBBBA BBAB
AAB B
AABA AAAB
BBB AB
BBB ABAB
BA AAA
ABBAB BBAA
AA BABA
$ ABBAA
AABBA AAB
ABAA ABA
BB $
AABAAB ABABBB
AAB BBA
AB BBA
$ A
BBABB ABAABBBB
BBABBA ABBAAB
AA AAB
ABBB BBABB
ABBA AABB
AA AB
BABBB ABBA
AAB AB
BBBA AAAB
BABBB AAAAA
BBBBBB BBAAA
AABBB AABB
BAB ABBB
AABB BAAB
AAAAAB ABA
ABBA BBAB
AAAB AAABAABBA
AAAAA BAAAA
BBBABAB BBBBBBA
AAA AAABA
B BA
ABAA BAA
BBA ABAA
BAAAB ABBBB
AABBABB BABBAB
BAA BAB
BABB BBA
BB BBA
AAAB BABABA
$ AB
BBAA BAAA
BBAB ABBBA
BBBAAB BBBA
AABBB AB
BAAB AB
A AABB
AB $
BBAABBBBB ABBABBBAAA
BBBB ABABAA
$ AA
AAAA BBBAB
A $
B A
BBB AAB
B AABB
BB ABA
ABB BAA
BB BAB
ABBBB BBBA
BB BABB
ABBBA BBAA
A $
BAA ABA
AABBA BBBB
BAAA BBB
A BAB
BAB BB
AABA ABBB
$ ABAA
BAAB AAAB
BBAAA ABBBA
BABB BAA
BABAA BABA
BA AB
BAAAABBAABBBB ABBAABAABAA
BAA ABB
BAB ABB
AB A
BAABBAB BBBBAB
AA AAA
BBBA BBB
B $
ABBABB BABBAAA
AABB A
ABAAABA BAA
AA BAA
BBBB AAB
ABBBAA BBBABBBBB
ABBBB BABAB
ABBBBB BABBAA
BABBBA BBAA
BBBA BABB
A AAA
BAAA BB
AA BABBB
B A
AABABAAAA AAABBAAABAA
ABAA BABBA
$ B
A BBBBBAB
AAB AABB
AAABB BBB
BAAABAA BAABAA
AB AA
AAB BBABAB
ABBBA ABABAB
A BBBAA
A $
AB AA
AB A
AAA ABAB
ABBAAA ABBBBAB
BA AB
AAABBBB AABAB
BAAA AABA
ABBBB BAB
AAAABBB BBBBABA
ABAABBA BBBBABB
BBAB BAAA
B AB
AAABB BAA
ABABB BBAABA
ABBBBA ABAABA
B BBA
ABABB BBBBA
A AA
BB BBA
ABAAB AAA
AB AAA
BBABBA BABBAA
BAA AAB
$ BB
AABBA AAA
B AB
BBA AAB
BAB BAA
BABB AABAB
BAA BABA
AB B
ABAABA BABABA
ABAA BAAA
BABBAB AABB
BBBAABAA BBBBABB
BAAB ABAAB
B AABB
ABBA AAA
BBBB AABB
AAAA BBBA
A $
ABAAABB AAABAAA
AAB ABAA
AAA BAAA
AABAAB BBBAABB
AAAABA BABAA
BAA BBB
BABB $
AABAB BBBAB
AAA ABBAA
BBAA BAAA
A B
BBAA BBABBB
BAAAAB AAAAB
BBA A
B A
BBBB ABAAB
BABBAB BAABAB
AB AAB
ABAAB BBABBB
BAB BB
BABBAA ABBA
AABBB BABAA
AAAABA ABAAABBB
AAA AA
A AAAAA
ABA BBAA
ABBBBA AB
BBABA AAB
BA AA
$ B
BBAAA BABB
AAABA AAAA
BBA BBBBB
AAAAB BABB
ABBABBAAAB BAABAAABA
AABAAAB BABA
AB B
BAAA AAAAA
A BBABA
BABAB BBAAB
A AB
BAABBBABABA BABBAABAABA
BAB ABB
B A
BAAA AA
BBB $
BABB ABAA
ABBAAA BBBBB
BBAAA ABABABB
AAAAA ABB
BB BAB
BAB AA
BAABB BBBAB
A AABB
A BBBAA
ABAB BBAA
$ BAABBAA
BA AA
AAA AA
BBAB AAABA
ABBB BABB
BBA ABB
$ A
ABABBA BAAAAB
AABB AAAA
BA BABB
BAAB AABA
AAAAAABBAB BBBABBBBB
AAABABAA BAABBBBABBBA
$ AA
BB AB
ABAA ABBB
BAA ABAAB
BAB AAB
BA ABBA
BBBABA BBA
AB BA
AB BB
BBABAAABB BBAAAA
ABAA BABB
BB AAAB
AA AB
AB A
BABB AAAA
AAB BAABBB
AAAA BBAAB
BAA BA
BBBBBA BBBAAB
ABAAA AABA
ABB AB
ABBAABAA BBBBBAABB
A AB
BBBBBAA AABAA
BBA BBAAA
BBBBAA AABBBB
B BAAA
BABAB BBAB
AABBBA AAABBA
AAB AAA
$ AABB
BABAB BABBA
ABBB AABA
AA AAA
BABAABA BAAABAA
AAABAB BBABAB
AAABBA AA
BB AAA
BBBAB AAAAABBA
AAAA AABB
A BBBA
BBB AAB
BA ABB
AAA BBA
BA B
BABB BABAA
AABA AA
A AAA
B $
ABBAB BABAB
AAABBABA ABAAABBA
BBABAB AABABA
AAAB BBAA
ABAAA AAAAB
AABBABAA ABB
BABABA BBBAB
B $
AABA BAABBB
A AA
ABAA $
ABABB AAAAB
AB B
BAABAA ABBA
BBABABBA AABBAABB
$ B
A BA
BBAA BABBA
BBBABBBAAA BAAAAAABBBA
B BABAA
AA A
ABAB BBBA
BB AA
B $
BAA ABBB
BBBBB BABAB
BB A
AABAB AAABB
AAB B
$ A
ABBB BB
AB BAA
AAAB AABA
$ A
B BB
BBBB AAAA
BAA ABA
BB ABB
$ B
BBB AAA
ABBAA BB
BAAABA BAAAB
ABBAAB BBBAA
ABAAAAAABAB AAAAAABABA
AABA ABBAB
BAA BBABA
AA $
BBBABABBB ABBBBBABA
AAABAB AABABA
BBBAABBBBAB BBABABBBAAAA
BAAA BBBA
AB BAAAB
BBB $
AAABAA ABAAAB
ABAAAAABB ABBBBBAAB
BAAABB AABAAA
ABA BB
BBBB BBAA
BAABA ABAAA
A B
BAAB AABB
BAAA BABBAA
AABB AABA
AAA AA
BBBA BAABB
ABB AAB
BA BBA
ABBA AAAB
BABA ABBA
ABBBA B
B BBA
BAB AA
B AA
BBAB AABB
A AA
BBBAAA BABBBB
AA BBB
AABB BAAB
BBB BA
BB AB
AABABBAA $
BB AA
AA $
ABBAA AAAAA
AAA $
$ AAA
BBAB AAAAB
BBB AB
AB BBBBB
ABAB ABBB
ABBBBABB BABABABA
ABA AA
BAAAB ABBAA
BBBBB BBABA
BBAAA B
BBAA BAAB
AABABA BBABABABB
ABB ABBBB
BAABBB AAB
B $
BABB BB
BBAAABBB BBBABBBAAA
BA AB
B BA
BAA BA
AAA BA
B BB
ABABA BBAB
BBAAB AABB
AABAAAAB B
AABB BBBA
AAABA AAABBAAA
BBAB BAAAB
$ BBBB
BAAAA AAABA
AAB ABB
ABB BBB
AAABAAB BAAABAA
AABAAAAB BBAAB
$ ABAA
AAAAB ABB
BAA ABABB
BBAA BBBABB
A AA
BABB AABB
A ABAA
$ B
BBBB BAAABAAA
B BB
BABA ABBB
BBBBBA BABBAB
$ B
BBBBA BAA
BB $
AA BABA
ABAA ABA
B BA
BABBA BAAABB
BBAAAA ABAAAA
AAAAB AAABA
BABA AAAAA
ABB BAA
BAA ABA
BABBAB AABBAA
BBBB ABB
BBABBAB AAABBBB
ABA ABAB
BABABBB ABABAAB
BABAAAB BBBABB
BAA BAABA
A ABA
AAA AAB
BBBB BAB
AA BBAAB
BAABBB AABBABB
AA AAA
A BBBA
AB BBBA
BAAAB BAABBB
AABBA AABAA
AA BBBBB
AA AAA
BABA BA
BAAABB ABABBA
BAAABABB BAABBBBAB
AAB AAAA
AAB BB
AA BBAAA
BAA BBAA
ABB BBA
AB B
